Frame,Clock,x,y,h,w,label,score
5268,0:03:30,515,223,418,494,,
5269,0:03:30,583,191,298,337,,
5270,0:03:30,650,187,318,190,,
5273,0:03:30,689,242,153,117,,
5303,0:03:32,674,175,102,97,,
5505,0:03:40,689,170,130,130,,
5506,0:03:40,691,199,162,147,,
5507,0:03:40,686,192,294,245,,
5508,0:03:40,515,241,467,398,,
5509,0:03:40,653,418,298,430,,
5510,0:03:40,844,551,169,248,,
5880,0:03:55,737,608,112,292,,
5881,0:03:55,620,518,202,279,,
5882,0:03:55,526,358,362,478,,
5883,0:03:55,510,263,452,543,,
5883,0:03:55,852,587,116,126,,
5884,0:03:55,509,163,549,534,,
5885,0:03:55,596,187,460,303,,
5886,0:03:55,681,184,318,240,,
5887,0:03:55,643,297,185,177,,
5892,0:03:55,697,272,151,63,,
5902,0:03:56,649,209,123,133,,
5907,0:03:56,691,153,95,107,,
8666,0:05:46,117,100,160,101,,
12581,0:08:23,0,0,117,309,,
12582,0:08:23,335,0,216,155,,
12582,0:08:23,189,21,75,150,,
12583,0:08:23,639,434,268,334,,
12583,0:08:23,603,0,72,433,,
17066,0:11:22,324,51,497,116,,
22091,0:14:43,122,431,289,301,,
22091,0:14:43,315,472,248,464,,
22092,0:14:43,679,498,222,444,,
22093,0:14:43,906,360,360,374,,
25907,0:17:16,1134,141,292,146,,
25908,0:17:16,941,107,327,241,,
25909,0:17:16,636,459,242,330,,
25909,0:17:16,728,40,328,340,,
25910,0:17:16,512,0,628,651,,
25911,0:17:16,580,0,428,375,,
25912,0:17:16,474,0,246,551,,
25913,0:17:16,492,0,278,270,,
25914,0:17:16,494,0,234,220,,
25915,0:17:16,477,15,173,111,,
26182,0:17:27,631,3,136,188,,
26183,0:17:27,522,0,244,381,,
26184,0:17:27,511,65,375,448,,
26185,0:17:27,609,177,440,403,,
26186,0:17:27,751,285,408,332,,
26187,0:17:27,927,575,145,292,,
26333,0:17:33,692,176,116,115,,
26334,0:17:33,672,194,150,154,,
26335,0:17:33,651,168,295,229,,
26336,0:17:33,519,161,470,474,,
26336,0:17:33,687,211,125,169,,
26337,0:17:33,620,373,331,351,,
26338,0:17:33,765,509,211,310,,
26369,0:17:34,709,600,120,162,,
26370,0:17:34,561,513,207,253,,
26371,0:17:34,516,456,247,272,,
26372,0:17:34,514,396,313,341,,
26373,0:17:34,545,283,417,247,,
26374,0:17:34,516,278,322,231,,
26375,0:17:35,543,237,352,214,,
26376,0:17:35,598,201,428,232,,
26377,0:17:35,627,162,320,253,,
26379,0:17:35,684,271,149,128,,
32115,0:21:24,863,520,200,232,,
32116,0:21:24,566,407,313,430,,
32117,0:21:24,520,308,386,502,,
32118,0:21:24,503,189,419,585,,
32119,0:21:24,537,182,405,513,,
32120,0:21:24,641,160,340,248,,
32121,0:21:24,637,150,340,298,,
32122,0:21:24,816,221,149,160,,
32122,0:21:24,548,194,117,133,,
32123,0:21:24,608,139,203,261,,
32158,0:21:26,781,183,176,66,,
32159,0:21:26,770,191,194,89,,
32162,0:21:26,625,221,244,251,,
32163,0:21:26,581,172,346,212,,
32163,0:21:26,783,224,183,118,,
32164,0:21:26,767,272,327,228,,
32164,0:21:26,530,300,239,244,,
32164,0:21:26,658,89,79,156,,
32165,0:21:26,613,206,471,383,,
32166,0:21:26,645,217,412,429,,
32167,0:21:26,648,319,401,454,,
32167,0:21:26,760,541,165,167,,
32168,0:21:26,956,472,248,213,,
32258,0:21:30,685,217,114,103,,
32259,0:21:30,672,209,169,141,,
32260,0:21:30,672,258,233,161,,
32261,0:21:30,517,202,486,460,,
32261,0:21:30,662,217,365,328,,
32261,0:21:30,537,425,135,76,,
32262,0:21:30,709,382,315,202,,
32285,0:21:31,973,637,83,207,,
32286,0:21:31,790,545,175,251,,
32287,0:21:31,650,435,272,282,,
32287,0:21:31,880,581,128,91,,
32288,0:21:31,538,343,346,544,,
32289,0:21:31,716,223,459,267,,
32290,0:21:31,651,208,418,280,,
32291,0:21:31,568,184,323,324,,
32292,0:21:31,560,154,315,169,,
32298,0:21:31,666,239,150,72,,
32311,0:21:32,655,107,135,130,,
32314,0:21:32,709,105,80,136,,
32317,0:21:32,719,88,112,142,,
32322,0:21:32,754,55,136,130,,
32342,0:21:33,725,120,84,156,,
32343,0:21:33,704,86,120,146,,
32547,0:21:41,0,431,289,557,,
32548,0:21:41,464,347,373,613,,
32549,0:21:41,994,416,304,286,,
34369,0:22:54,631,200,184,183,,
34370,0:22:54,505,93,446,484,,
34370,0:22:54,513,147,119,160,,
34371,0:22:54,638,277,420,263,,
34372,0:22:54,652,413,288,319,,
34706,0:23:08,653,613,107,159,,
34707,0:23:08,512,493,227,487,,
34708,0:23:08,510,382,320,518,,
34709,0:23:08,516,253,440,409,,
34710,0:23:08,593,209,432,255,,
34711,0:23:08,636,165,391,193,,
34712,0:23:08,672,157,325,165,,
37474,0:24:58,844,643,77,159,,
37475,0:24:59,768,579,141,252,,
37476,0:24:59,585,497,223,328,,
37477,0:24:59,572,453,267,300,,
37478,0:24:59,513,403,314,352,,
37479,0:24:59,528,359,339,302,,
37480,0:24:59,541,445,219,358,,
37481,0:24:59,832,471,217,122,,
37482,0:24:59,887,483,211,173,,
37482,0:24:59,712,494,196,225,,
37483,0:24:59,865,440,234,326,,
37484,0:24:59,938,469,245,278,,
37485,0:24:59,1051,469,251,229,,
37490,0:24:59,654,238,105,140,,
37491,0:24:59,612,231,222,215,,
37492,0:24:59,499,217,400,528,,
37493,0:24:59,652,382,317,166,,
37494,0:24:59,561,600,120,233,,
37585,0:25:03,662,647,73,262,,
37586,0:25:03,673,493,227,292,,
37587,0:25:03,619,439,281,265,,
37588,0:25:03,511,441,270,242,,
37589,0:25:03,504,384,322,218,,
37590,0:25:03,507,245,459,275,,
37591,0:25:03,524,289,376,209,,
37592,0:25:03,542,156,423,226,,
37593,0:25:03,560,197,349,283,,
37594,0:25:03,614,177,265,277,,
37595,0:25:03,630,152,298,213,,
37876,0:25:15,617,211,186,182,,
37877,0:25:15,662,250,286,149,,
37878,0:25:15,652,330,370,171,,
37879,0:25:15,711,490,230,124,,
38831,0:25:53,999,575,145,243,,
38832,0:25:53,847,508,212,208,,
38833,0:25:53,702,441,271,299,,
38834,0:25:53,552,363,340,430,,
38835,0:25:53,517,292,391,561,,
38836,0:25:53,500,204,472,580,,
38837,0:25:53,634,186,222,348,,
38838,0:25:53,613,158,132,190,,
38839,0:25:53,645,167,298,129,,
38875,0:25:55,725,140,127,96,,
41848,0:27:53,596,619,101,156,,
41849,0:27:53,574,544,176,169,,
41850,0:27:54,511,473,247,276,,
41851,0:27:54,479,458,262,237,,
41852,0:27:54,484,415,291,223,,
41853,0:27:54,509,359,340,235,,
41854,0:27:54,505,306,398,414,,
41855,0:27:54,498,219,458,487,,
41856,0:27:54,499,208,481,428,,
41857,0:27:54,574,132,453,277,,
41858,0:27:54,611,163,176,141,,
41859,0:27:54,649,158,279,150,,
41875,0:27:55,590,173,162,130,,
42463,0:28:18,675,211,136,120,,
42464,0:28:18,638,227,224,174,,
42465,0:28:18,674,283,316,159,,
42466,0:28:18,510,275,429,549,,
42467,0:28:18,683,477,243,205,,
45795,0:30:31,631,205,152,167,,
45796,0:30:31,602,217,260,249,,
45797,0:30:31,505,245,417,524,,
45798,0:30:31,561,349,358,372,,
45799,0:30:31,612,544,176,219,,
45799,0:30:31,788,629,91,149,,
45833,0:30:33,814,604,116,180,,
45834,0:30:33,828,527,193,263,,
45835,0:30:33,668,500,220,260,,
45836,0:30:33,682,476,169,240,,
45836,0:30:33,648,597,99,174,,
45837,0:30:33,575,471,249,293,,
45838,0:30:33,553,449,271,469,,
45839,0:30:33,525,403,305,510,,
45840,0:30:33,571,364,341,336,,
45841,0:30:33,761,460,260,77,,
45842,0:30:33,734,448,237,347,,
45843,0:30:33,700,416,304,324,,
45844,0:30:33,799,549,171,266,,
45845,0:30:33,933,646,74,181,,
45846,0:30:33,1082,608,112,103,,
45906,0:30:36,617,581,139,191,,
45907,0:30:36,513,487,233,237,,
45908,0:30:36,511,474,231,205,,
45909,0:30:36,511,416,292,200,,
45910,0:30:36,510,353,350,288,,
45911,0:30:36,526,289,357,335,,
45912,0:30:36,502,234,372,431,,
45913,0:30:36,497,176,424,482,,
45914,0:30:36,598,166,299,264,,
45915,0:30:36,686,148,155,128,,
45932,0:30:37,644,281,101,141,,
46199,0:30:47,653,219,169,140,,
46200,0:30:48,663,258,261,148,,
46201,0:30:48,658,212,483,167,,
46202,0:30:48,687,485,215,157,,
46323,0:30:52,149,409,311,495,,
46324,0:30:52,0,382,338,415,,
46839,0:31:13,0,0,124,214,,
46840,0:31:13,96,178,331,130,,
47101,0:31:24,0,0,383,225,,
47573,0:31:42,981,622,98,299,,
47574,0:31:42,953,553,165,259,,
47575,0:31:43,960,482,238,320,,
47576,0:31:43,813,428,292,226,,
47576,0:31:43,1000,472,164,187,,
47577,0:31:43,692,389,331,292,,
47577,0:31:43,637,539,152,146,,
47577,0:31:43,956,412,182,140,,
47578,0:31:43,573,355,338,640,,
47579,0:31:43,523,310,380,564,,
47580,0:31:43,525,208,467,557,,
47581,0:31:43,521,150,401,554,,
47582,0:31:43,715,165,347,252,,
47583,0:31:43,656,163,337,278,,
47584,0:31:43,553,178,342,301,,
47585,0:31:43,505,213,299,225,,
47586,0:31:43,500,201,160,148,,
47587,0:31:43,620,120,83,228,,
47657,0:31:46,649,338,126,117,,
47658,0:31:46,622,298,185,125,,
47664,0:31:46,641,191,272,165,,
47665,0:31:46,646,266,193,147,,
47666,0:31:46,662,256,185,130,,
47667,0:31:46,672,239,206,112,,
47668,0:31:46,659,221,226,145,,
47669,0:31:46,666,294,143,157,,
47670,0:31:46,662,257,176,167,,
47671,0:31:46,706,244,169,144,,
47677,0:31:47,717,182,196,61,,
48829,0:32:33,901,602,118,145,,
48830,0:32:33,674,580,140,279,,
48831,0:32:33,593,489,231,496,,
48832,0:32:33,725,504,216,251,,
48833,0:32:33,629,492,228,290,,
48834,0:32:33,600,484,219,338,,
48835,0:32:33,735,493,227,242,,
48836,0:32:33,729,431,288,249,,
48837,0:32:33,774,533,183,279,,
48838,0:32:33,842,581,126,243,,
48942,0:32:37,667,577,143,246,,
48943,0:32:37,738,506,214,179,,
48944,0:32:37,513,461,259,357,,
48945,0:32:37,500,368,352,511,,
48945,0:32:37,741,524,145,123,,
48946,0:32:37,509,345,365,284,,
48947,0:32:37,427,329,377,348,,
48948,0:32:37,498,291,412,416,,
48949,0:32:37,501,240,298,252,,
48950,0:32:38,603,324,176,173,,
48951,0:32:38,687,335,186,134,,
48952,0:32:38,715,364,306,213,,
48953,0:32:38,605,412,237,333,,
48954,0:32:38,725,510,206,270,,
48955,0:32:38,824,596,124,236,,
49042,0:32:41,798,625,95,152,,
49043,0:32:41,663,547,173,292,,
49044,0:32:41,556,469,231,503,,
49045,0:32:41,605,382,291,283,,
49046,0:32:41,568,334,373,266,,
49047,0:32:41,522,255,454,311,,
49048,0:32:41,506,292,398,205,,
49048,0:32:41,598,343,174,178,,
49049,0:32:41,502,292,316,324,,
49050,0:32:42,502,274,248,196,,
49051,0:32:42,501,204,322,217,,
49052,0:32:42,543,142,382,261,,
49053,0:32:42,619,198,193,185,,
49054,0:32:42,606,129,410,273,,
49055,0:32:42,640,162,270,262,,
49056,0:32:42,651,175,132,170,,
49060,0:32:42,498,136,390,447,,
49061,0:32:42,772,218,253,212,,
49064,0:32:42,741,128,116,286,,
49066,0:32:42,760,93,118,170,,
49067,0:32:42,790,169,215,149,,
49068,0:32:42,861,220,293,217,,
49069,0:32:42,871,121,433,398,,
49070,0:32:42,874,209,366,293,,
49071,0:32:42,887,261,417,376,,
49072,0:32:42,1010,424,296,270,,
49237,0:32:49,986,598,122,153,,
49237,0:32:49,1163,604,116,109,,
49238,0:32:49,914,576,144,201,,
49239,0:32:49,814,497,223,217,,
49240,0:32:49,756,421,273,267,,
49241,0:32:49,709,167,492,340,,
49242,0:32:49,649,185,518,409,,
49243,0:32:49,576,156,532,381,,
49244,0:32:49,606,76,400,298,,
49245,0:32:49,596,0,569,372,,
49246,0:32:49,718,557,163,266,,
49246,0:32:49,533,0,280,328,,
49246,0:32:49,768,78,94,145,,
49247,0:32:49,478,0,204,476,,
49248,0:32:49,559,17,146,118,,
49301,0:32:52,529,0,71,239,,
49302,0:32:52,493,0,214,301,,
49303,0:32:52,499,0,312,390,,
49304,0:32:52,556,0,458,383,,
49305,0:32:52,582,0,461,390,,
49306,0:32:52,586,399,217,193,,
49307,0:32:52,668,0,697,243,,
49308,0:32:52,796,77,298,143,,
49309,0:32:52,775,87,599,234,,
49310,0:32:52,795,159,466,258,,
49311,0:32:52,827,144,447,249,,
49312,0:32:52,803,170,121,215,,
49313,0:32:52,781,372,107,131,,
49314,0:32:52,749,404,111,145,,
49315,0:32:52,642,363,337,154,,
49316,0:32:52,693,256,165,76,,
49317,0:32:52,623,305,199,107,,
49318,0:32:52,637,298,117,164,,
49319,0:32:52,508,227,158,289,,
49320,0:32:52,617,169,265,135,,
49321,0:32:52,679,150,188,115,,
49342,0:32:53,580,383,122,292,,
49343,0:32:53,710,400,106,170,,
49360,0:32:54,708,244,135,95,,
49361,0:32:54,608,320,146,242,,
49363,0:32:54,641,269,171,207,,
49377,0:32:55,633,283,130,155,,
49382,0:32:55,621,424,122,164,,
49383,0:32:55,572,200,304,346,,
49384,0:32:55,635,170,365,306,,
49385,0:32:55,724,188,377,248,,
49386,0:32:55,531,183,343,479,,
49387,0:32:55,815,233,288,169,,
49388,0:32:55,807,358,193,138,,
49389,0:32:55,709,168,349,255,,
49390,0:32:55,838,338,169,142,,
49438,0:32:57,693,205,314,282,,
49439,0:32:57,585,178,326,383,,
49440,0:32:57,737,332,173,207,,
49441,0:32:57,699,195,264,216,,
49442,0:32:57,714,285,164,189,,
49443,0:32:57,678,166,261,207,,
50127,0:33:25,676,211,112,103,,
50128,0:33:25,667,253,118,117,,
50129,0:33:25,591,210,248,218,,
50130,0:33:25,650,278,398,190,,
50131,0:33:25,510,313,394,516,,
50132,0:33:25,549,502,218,419,,
52331,0:34:53,1124,634,86,143,,
52332,0:34:53,991,585,135,241,,
52333,0:34:53,883,505,215,198,,
52334,0:34:53,629,435,285,397,,
52335,0:34:53,525,354,341,567,,
52336,0:34:53,563,285,407,499,,
52337,0:34:53,696,228,349,285,,
52338,0:34:53,646,183,413,279,,
52339,0:34:53,579,160,312,248,,
52339,0:34:53,574,191,329,326,,
52340,0:34:53,598,169,336,289,,
52341,0:34:53,580,147,323,292,,
52343,0:34:53,530,202,182,123,,
52375,0:34:55,585,375,117,135,,
52376,0:34:55,588,362,127,139,,
52377,0:34:55,597,355,120,149,,
52379,0:34:55,587,346,120,141,,
52380,0:34:55,573,341,109,159,,
52381,0:34:55,610,165,357,206,,
52382,0:34:55,670,309,193,133,,
52383,0:34:55,636,314,122,93,,
52384,0:34:55,683,192,267,126,,
52399,0:34:55,647,143,197,129,,
52406,0:34:56,627,126,93,127,,
53502,0:35:40,653,207,168,153,,
53503,0:35:40,500,83,437,402,,
53503,0:35:40,861,150,198,69,,
53504,0:35:40,579,259,442,227,,
53505,0:35:40,639,367,336,276,,
53506,0:35:40,728,658,62,154,,
56714,0:37:48,363,659,61,173,,
65109,0:43:24,938,566,154,174,,
65110,0:43:24,630,447,273,393,,
65111,0:43:24,543,331,389,644,,
65112,0:43:24,537,179,505,550,,
65113,0:43:24,648,192,390,357,,
65114,0:43:24,627,162,347,199,,
65115,0:43:24,554,154,312,228,,
65116,0:43:24,556,117,348,284,,
65117,0:43:24,637,374,97,105,,
65119,0:43:24,761,235,207,141,,
65120,0:43:24,808,177,140,131,,
65152,0:43:26,685,108,109,133,,
72135,0:48:05,1120,0,209,160,,
72136,0:48:05,815,0,720,459,,
72137,0:48:05,605,0,505,459,,
72138,0:48:05,696,0,223,366,,
72139,0:48:05,611,0,181,305,,
72140,0:48:05,537,0,146,277,,
72141,0:48:05,568,13,108,108,,
72234,0:48:09,693,147,142,121,,
72235,0:48:09,691,179,180,164,,
72236,0:48:09,688,191,298,238,,
72237,0:48:09,594,310,387,471,,
72238,0:48:09,756,429,264,284,,
72239,0:48:09,810,607,113,264,,
72337,0:48:13,1037,309,162,210,,
72338,0:48:13,1142,404,176,133,,
72338,0:48:13,1133,0,115,147,,
72339,0:48:13,1175,117,108,105,,
72392,0:48:15,700,613,107,164,,
72393,0:48:15,563,517,203,297,,
72394,0:48:15,644,464,256,178,,
72395,0:48:15,512,383,337,343,,
72396,0:48:15,517,347,373,290,,
72397,0:48:15,514,345,355,243,,
72398,0:48:15,521,285,412,234,,
72399,0:48:15,554,217,434,221,,
72400,0:48:16,503,178,418,415,,
72401,0:48:16,614,157,284,229,,
72415,0:48:16,687,313,159,69,,
72416,0:48:16,570,351,142,285,,
72417,0:48:16,650,138,173,135,,
72448,0:48:17,690,282,102,99,,
72449,0:48:17,604,307,188,223,,
72450,0:48:18,606,356,110,204,,
72451,0:48:18,646,299,150,180,,
72452,0:48:18,678,237,199,154,,
72454,0:48:18,640,241,205,211,,
72470,0:48:18,687,184,191,99,,
72474,0:48:18,648,178,142,140,,
77336,0:51:33,738,567,153,309,,
77337,0:51:33,551,467,253,534,,
77338,0:51:33,510,376,319,645,,
77339,0:51:33,505,191,502,577,,
77340,0:51:33,595,216,451,463,,
77341,0:51:33,678,169,269,253,,
77342,0:51:33,593,152,410,309,,
77343,0:51:33,553,153,355,320,,
77344,0:51:33,579,193,269,326,,
77345,0:51:33,650,184,174,189,,
77376,0:51:35,776,188,158,68,,
77377,0:51:35,661,185,217,199,,
77378,0:51:35,665,190,276,212,,
77379,0:51:35,786,193,218,142,,
77380,0:51:35,579,94,478,445,,
77381,0:51:35,585,135,326,458,,
77382,0:51:35,624,115,430,476,,
77383,0:51:35,621,243,439,577,,
77384,0:51:35,943,287,394,337,,
77425,0:51:37,698,178,114,103,,
77426,0:51:37,686,178,147,138,,
77427,0:51:37,686,220,201,171,,
77428,0:51:37,596,147,425,397,,
77429,0:51:37,699,208,479,319,,
77429,0:51:37,697,409,122,167,,
77430,0:51:37,819,512,208,269,,
77489,0:51:39,957,656,64,183,,
77490,0:51:39,759,575,145,234,,
77491,0:51:39,636,494,226,266,,
77492,0:51:39,524,418,282,397,,
77493,0:51:39,512,305,390,471,,
77494,0:51:39,642,273,407,265,,
77495,0:51:39,677,500,73,149,,
77495,0:51:39,626,171,242,262,,
77496,0:51:39,574,168,365,335,,
77497,0:51:39,643,153,179,201,,
77527,0:51:41,682,112,116,118,,
77528,0:51:41,636,75,141,132,,
90524,1:00:20,995,45,284,158,,
90525,1:00:21,994,346,374,286,,
90525,1:00:21,1099,393,311,178,,
90525,1:00:21,1100,0,172,180,,
90526,1:00:21,1159,27,316,121,,
90789,1:00:31,1014,557,163,266,,
90790,1:00:31,929,433,287,240,,
90791,1:00:31,857,386,298,179,,
90792,1:00:31,712,384,281,263,,
90793,1:00:31,746,344,232,191,,
90794,1:00:31,639,330,371,312,,
90795,1:00:31,555,284,421,377,,
90796,1:00:31,533,223,375,395,,
90797,1:00:31,570,102,365,248,,
90798,1:00:31,526,2,384,322,,
90799,1:00:31,552,0,219,347,,
90800,1:00:32,508,0,167,202,,
90801,1:00:32,541,18,159,141,,
90886,1:00:35,653,226,88,123,,
90887,1:00:35,605,188,219,196,,
90888,1:00:35,499,87,482,408,,
90888,1:00:35,760,98,202,161,,
90889,1:00:35,557,313,392,326,,
90890,1:00:35,508,358,362,293,,
90891,1:00:35,612,575,129,84,,
90928,1:00:37,525,0,58,191,,
90929,1:00:37,485,0,233,313,,
90930,1:00:37,490,0,417,359,,
90931,1:00:37,503,100,514,404,,
90931,1:00:37,701,455,108,148,,
90932,1:00:37,651,316,386,322,,
90933,1:00:37,793,487,233,283,,
90934,1:00:37,927,655,65,196,,
90990,1:00:39,819,607,113,150,,
90991,1:00:39,756,511,209,191,,
90992,1:00:39,657,589,131,195,,
90993,1:00:39,536,511,209,321,,
90994,1:00:39,504,432,272,432,,
90995,1:00:39,572,366,337,267,,
90996,1:00:39,570,344,358,411,,
90997,1:00:39,558,306,360,411,,
90998,1:00:39,541,251,326,442,,
90999,1:00:39,503,210,288,473,,
91000,1:00:40,654,163,326,207,,
91021,1:00:40,683,187,125,86,,
93189,1:02:07,0,370,327,243,,
93190,1:02:07,0,84,461,397,,
93191,1:02:07,326,29,347,351,,
93192,1:02:07,430,0,704,480,,
93193,1:02:07,734,239,444,256,,
93443,1:02:17,806,576,144,184,,
93444,1:02:17,651,405,301,423,,
93445,1:02:17,711,362,358,336,,
93446,1:02:17,671,288,406,246,,
93447,1:02:17,505,226,429,395,,
93448,1:02:17,498,176,396,508,,
93449,1:02:17,567,163,351,263,,
93450,1:02:18,575,339,183,169,,
93451,1:02:18,607,304,184,86,,
93452,1:02:18,621,191,297,227,,
93543,1:02:21,677,277,193,120,,
93547,1:02:21,589,160,380,248,,
93548,1:02:21,662,161,479,356,,
93548,1:02:21,498,227,268,357,,
93549,1:02:21,502,223,420,525,,
93550,1:02:22,500,252,357,513,,
93551,1:02:22,528,258,313,365,,
93552,1:02:22,505,136,234,307,,
93553,1:02:22,656,399,147,156,,
93563,1:02:22,509,169,74,202,,
93564,1:02:22,744,312,266,299,,
93564,1:02:22,595,80,131,157,,
93565,1:02:22,667,116,425,317,,
93566,1:02:22,816,95,585,242,,
93566,1:02:22,705,415,125,214,,
93567,1:02:22,577,183,432,543,,
93568,1:02:22,716,368,330,534,,
93569,1:02:22,1054,640,80,226,,
93728,1:02:29,687,203,124,121,,
93729,1:02:29,685,215,164,150,,
93730,1:02:29,685,239,264,179,,
93731,1:02:29,601,262,427,418,,
93732,1:02:29,728,433,284,253,,
93752,1:02:30,974,568,152,197,,
93753,1:02:30,882,442,278,339,,
93754,1:02:30,688,431,265,282,,
93755,1:02:30,516,346,354,399,,
93756,1:02:30,508,202,478,566,,
93757,1:02:30,556,179,460,445,,
93758,1:02:30,614,172,367,281,,
93759,1:02:30,605,170,326,216,,
93763,1:02:30,712,85,180,120,,
93768,1:02:30,803,169,134,124,,
93790,1:02:31,607,110,113,165,,
93792,1:02:31,655,127,100,104,,
93793,1:02:31,658,91,127,117,,
93797,1:02:31,589,54,138,148,,
93802,1:02:32,645,42,141,108,,
105194,1:10:07,1118,0,97,155,,
105195,1:10:07,751,0,552,469,,
105196,1:10:07,701,347,135,91,,
105196,1:10:07,511,0,259,568,,
105197,1:10:07,596,0,356,448,,
105198,1:10:07,547,0,263,246,,
105198,1:10:07,671,91,84,111,,
105199,1:10:07,475,0,229,257,,
105200,1:10:08,546,0,157,82,,
105267,1:10:10,639,199,191,181,,
105268,1:10:10,513,116,423,392,,
105269,1:10:10,607,375,327,389,,
105270,1:10:10,570,438,282,267,,
105327,1:10:13,569,0,153,284,,
105328,1:10:13,527,0,315,385,,
105329,1:10:13,606,65,482,348,,
105330,1:10:13,652,273,423,388,,
105331,1:10:13,882,510,203,246,,
105382,1:10:15,960,637,83,182,,
105383,1:10:15,919,486,234,361,,
105384,1:10:15,784,386,311,275,,
105384,1:10:15,876,526,143,180,,
105385,1:10:15,722,418,213,211,,
105385,1:10:15,829,500,189,128,,
105386,1:10:15,688,329,246,225,,
105387,1:10:15,631,372,328,252,,
105388,1:10:15,582,335,368,353,,
105389,1:10:15,505,278,385,503,,
105390,1:10:15,525,234,331,377,,
105391,1:10:15,569,157,349,310,,
105392,1:10:15,667,157,315,244,,
105393,1:10:15,801,297,94,113,,
105411,1:10:16,676,168,132,90,,
109036,1:12:41,635,416,304,645,,
109036,1:12:41,752,538,140,310,,
109037,1:12:41,352,576,144,583,,
109038,1:12:41,0,499,175,56,,
109038,1:12:41,330,269,217,110,,
109038,1:12:41,0,78,339,117,,
109179,1:12:47,903,581,139,247,,
109180,1:12:47,817,508,212,311,,
109181,1:12:47,819,378,332,387,,
109182,1:12:47,760,368,324,240,,
109183,1:12:47,580,303,392,384,,
109184,1:12:47,502,236,383,582,,
109185,1:12:47,556,139,471,459,,
109186,1:12:47,586,166,393,318,,
109187,1:12:47,568,173,352,282,,
109188,1:12:47,537,218,286,156,,
109188,1:12:47,822,239,103,133,,
109189,1:12:47,568,148,101,243,,
109192,1:12:47,783,160,158,116,,
109258,1:12:50,673,180,268,207,,
109259,1:12:50,560,192,303,369,,
109260,1:12:50,530,209,365,463,,
109261,1:12:50,575,213,273,456,,
109262,1:12:50,650,129,538,435,,
109262,1:12:50,572,211,307,412,,
109263,1:12:50,641,356,337,540,,
109264,1:12:50,973,461,259,300,,
109264,1:12:50,1072,584,136,199,,
109289,1:12:51,658,285,97,102,,
109290,1:12:51,665,165,302,125,,
