"","Frame","Clock","x","y","h","w","label","score","FileName","diff","Event"
"289",45845,"0:30:33",933,646,74,181,NA,NA,"VT0115_S1_VP7_20190607",1,30
"290",45846,"0:30:33",1082,608,112,103,NA,NA,"VT0115_S1_VP7_20190607",1,30
"291",45906,"0:30:36",617,581,139,191,NA,NA,"VT0115_S1_VP7_20190607",60,31
"292",45907,"0:30:36",513,487,233,237,NA,NA,"VT0115_S1_VP7_20190607",1,31
"293",45908,"0:30:36",511,474,231,205,NA,NA,"VT0115_S1_VP7_20190607",1,31
"294",45909,"0:30:36",511,416,292,200,NA,NA,"VT0115_S1_VP7_20190607",1,31
"295",45910,"0:30:36",510,353,350,288,NA,NA,"VT0115_S1_VP7_20190607",1,31
"296",45911,"0:30:36",526,289,357,335,NA,NA,"VT0115_S1_VP7_20190607",1,31
"297",45912,"0:30:36",502,234,372,431,NA,NA,"VT0115_S1_VP7_20190607",1,31
"298",45913,"0:30:36",497,176,424,482,NA,NA,"VT0115_S1_VP7_20190607",1,31
"299",45914,"0:30:36",598,166,299,264,NA,NA,"VT0115_S1_VP7_20190607",1,31
"300",45915,"0:30:36",686,148,155,128,NA,NA,"VT0115_S1_VP7_20190607",1,31
"301",45932,"0:30:37",644,281,101,141,NA,NA,"VT0115_S1_VP7_20190607",17,31
"302",46199,"0:30:47",653,219,169,140,NA,NA,"VT0115_S1_VP7_20190607",267,32
"303",46200,"0:30:48",663,258,261,148,NA,NA,"VT0115_S1_VP7_20190607",1,32
"304",46201,"0:30:48",658,212,483,167,NA,NA,"VT0115_S1_VP7_20190607",1,32
"305",46202,"0:30:48",687,485,215,157,NA,NA,"VT0115_S1_VP7_20190607",1,32
"306",46323,"0:30:52",149,409,311,495,NA,NA,"VT0115_S1_VP7_20190607",121,NA
"307",46324,"0:30:52",0,382,338,415,NA,NA,"VT0115_S1_VP7_20190607",1,NA
"308",46839,"0:31:13",0,0,124,214,NA,NA,"VT0115_S1_VP7_20190607",515,NA
"309",46840,"0:31:13",96,178,331,130,NA,NA,"VT0115_S1_VP7_20190607",1,NA
"310",47101,"0:31:24",0,0,383,225,NA,NA,"VT0115_S1_VP7_20190607",261,NA
"311",47573,"0:31:42",981,622,98,299,NA,NA,"VT0115_S1_VP7_20190607",472,33
"312",47574,"0:31:42",953,553,165,259,NA,NA,"VT0115_S1_VP7_20190607",1,33
"313",47575,"0:31:43",960,482,238,320,NA,NA,"VT0115_S1_VP7_20190607",1,33
"314",47576,"0:31:43",813,428,292,226,NA,NA,"VT0115_S1_VP7_20190607",1,33
"315",47576,"0:31:43",1000,472,164,187,NA,NA,"VT0115_S1_VP7_20190607",0,33
"316",47577,"0:31:43",692,389,331,292,NA,NA,"VT0115_S1_VP7_20190607",1,33
"317",47577,"0:31:43",637,539,152,146,NA,NA,"VT0115_S1_VP7_20190607",0,33
"318",47577,"0:31:43",956,412,182,140,NA,NA,"VT0115_S1_VP7_20190607",0,33
"319",47578,"0:31:43",573,355,338,640,NA,NA,"VT0115_S1_VP7_20190607",1,33
"320",47579,"0:31:43",523,310,380,564,NA,NA,"VT0115_S1_VP7_20190607",1,33
"321",47580,"0:31:43",525,208,467,557,NA,NA,"VT0115_S1_VP7_20190607",1,33
"322",47581,"0:31:43",521,150,401,554,NA,NA,"VT0115_S1_VP7_20190607",1,33
"323",47582,"0:31:43",715,165,347,252,NA,NA,"VT0115_S1_VP7_20190607",1,33
"324",47583,"0:31:43",656,163,337,278,NA,NA,"VT0115_S1_VP7_20190607",1,33
"325",47584,"0:31:43",553,178,342,301,NA,NA,"VT0115_S1_VP7_20190607",1,33
"326",47585,"0:31:43",505,213,299,225,NA,NA,"VT0115_S1_VP7_20190607",1,33
"327",47586,"0:31:43",500,201,160,148,NA,NA,"VT0115_S1_VP7_20190607",1,33
"328",47587,"0:31:43",620,120,83,228,NA,NA,"VT0115_S1_VP7_20190607",1,33
"329",47657,"0:31:46",649,338,126,117,NA,NA,"VT0115_S1_VP7_20190607",70,34
"330",47658,"0:31:46",622,298,185,125,NA,NA,"VT0115_S1_VP7_20190607",1,34
"331",47664,"0:31:46",641,191,272,165,NA,NA,"VT0115_S1_VP7_20190607",6,34
"332",47665,"0:31:46",646,266,193,147,NA,NA,"VT0115_S1_VP7_20190607",1,34
"333",47666,"0:31:46",662,256,185,130,NA,NA,"VT0115_S1_VP7_20190607",1,34
"334",47667,"0:31:46",672,239,206,112,NA,NA,"VT0115_S1_VP7_20190607",1,34
"335",47668,"0:31:46",659,221,226,145,NA,NA,"VT0115_S1_VP7_20190607",1,34
"336",47669,"0:31:46",666,294,143,157,NA,NA,"VT0115_S1_VP7_20190607",1,34
"337",47670,"0:31:46",662,257,176,167,NA,NA,"VT0115_S1_VP7_20190607",1,34
"338",47671,"0:31:46",706,244,169,144,NA,NA,"VT0115_S1_VP7_20190607",1,34
"339",47677,"0:31:47",717,182,196,61,NA,NA,"VT0115_S1_VP7_20190607",6,34
"340",48829,"0:32:33",901,602,118,145,NA,NA,"VT0115_S1_VP7_20190607",1152,35
"341",48830,"0:32:33",674,580,140,279,NA,NA,"VT0115_S1_VP7_20190607",1,35
"342",48831,"0:32:33",593,489,231,496,NA,NA,"VT0115_S1_VP7_20190607",1,35
"343",48832,"0:32:33",725,504,216,251,NA,NA,"VT0115_S1_VP7_20190607",1,35
"344",48833,"0:32:33",629,492,228,290,NA,NA,"VT0115_S1_VP7_20190607",1,35
"345",48834,"0:32:33",600,484,219,338,NA,NA,"VT0115_S1_VP7_20190607",1,35
"346",48835,"0:32:33",735,493,227,242,NA,NA,"VT0115_S1_VP7_20190607",1,35
"347",48836,"0:32:33",729,431,288,249,NA,NA,"VT0115_S1_VP7_20190607",1,35
"348",48837,"0:32:33",774,533,183,279,NA,NA,"VT0115_S1_VP7_20190607",1,35
"349",48838,"0:32:33",842,581,126,243,NA,NA,"VT0115_S1_VP7_20190607",1,35
"350",48942,"0:32:37",667,577,143,246,NA,NA,"VT0115_S1_VP7_20190607",104,36
"351",48943,"0:32:37",738,506,214,179,NA,NA,"VT0115_S1_VP7_20190607",1,36
"352",48944,"0:32:37",513,461,259,357,NA,NA,"VT0115_S1_VP7_20190607",1,36
"353",48945,"0:32:37",500,368,352,511,NA,NA,"VT0115_S1_VP7_20190607",1,36
"354",48945,"0:32:37",741,524,145,123,NA,NA,"VT0115_S1_VP7_20190607",0,36
"355",48946,"0:32:37",509,345,365,284,NA,NA,"VT0115_S1_VP7_20190607",1,36
"356",48947,"0:32:37",427,329,377,348,NA,NA,"VT0115_S1_VP7_20190607",1,36
"357",48948,"0:32:37",498,291,412,416,NA,NA,"VT0115_S1_VP7_20190607",1,36
"358",48949,"0:32:37",501,240,298,252,NA,NA,"VT0115_S1_VP7_20190607",1,36
"359",48950,"0:32:38",603,324,176,173,NA,NA,"VT0115_S1_VP7_20190607",1,36
"360",48951,"0:32:38",687,335,186,134,NA,NA,"VT0115_S1_VP7_20190607",1,36
"361",48952,"0:32:38",715,364,306,213,NA,NA,"VT0115_S1_VP7_20190607",1,36
"362",48953,"0:32:38",605,412,237,333,NA,NA,"VT0115_S1_VP7_20190607",1,36
"363",48954,"0:32:38",725,510,206,270,NA,NA,"VT0115_S1_VP7_20190607",1,36
"364",48955,"0:32:38",824,596,124,236,NA,NA,"VT0115_S1_VP7_20190607",1,36
"365",49042,"0:32:41",798,625,95,152,NA,NA,"VT0115_S1_VP7_20190607",87,37
"366",49043,"0:32:41",663,547,173,292,NA,NA,"VT0115_S1_VP7_20190607",1,37
"367",49044,"0:32:41",556,469,231,503,NA,NA,"VT0115_S1_VP7_20190607",1,37
"368",49045,"0:32:41",605,382,291,283,NA,NA,"VT0115_S1_VP7_20190607",1,37
"369",49046,"0:32:41",568,334,373,266,NA,NA,"VT0115_S1_VP7_20190607",1,37
"370",49047,"0:32:41",522,255,454,311,NA,NA,"VT0115_S1_VP7_20190607",1,37
"371",49048,"0:32:41",506,292,398,205,NA,NA,"VT0115_S1_VP7_20190607",1,37
"372",49048,"0:32:41",598,343,174,178,NA,NA,"VT0115_S1_VP7_20190607",0,37
"373",49049,"0:32:41",502,292,316,324,NA,NA,"VT0115_S1_VP7_20190607",1,37
"374",49050,"0:32:42",502,274,248,196,NA,NA,"VT0115_S1_VP7_20190607",1,37
"375",49051,"0:32:42",501,204,322,217,NA,NA,"VT0115_S1_VP7_20190607",1,37
"376",49052,"0:32:42",543,142,382,261,NA,NA,"VT0115_S1_VP7_20190607",1,37
"377",49053,"0:32:42",619,198,193,185,NA,NA,"VT0115_S1_VP7_20190607",1,37
"378",49054,"0:32:42",606,129,410,273,NA,NA,"VT0115_S1_VP7_20190607",1,37
"379",49055,"0:32:42",640,162,270,262,NA,NA,"VT0115_S1_VP7_20190607",1,37
"380",49056,"0:32:42",651,175,132,170,NA,NA,"VT0115_S1_VP7_20190607",1,37
"381",49060,"0:32:42",498,136,390,447,NA,NA,"VT0115_S1_VP7_20190607",4,37
"382",49061,"0:32:42",772,218,253,212,NA,NA,"VT0115_S1_VP7_20190607",1,37
"383",49064,"0:32:42",741,128,116,286,NA,NA,"VT0115_S1_VP7_20190607",3,37
"384",49066,"0:32:42",760,93,118,170,NA,NA,"VT0115_S1_VP7_20190607",2,37
"385",49067,"0:32:42",790,169,215,149,NA,NA,"VT0115_S1_VP7_20190607",1,37
"386",49068,"0:32:42",861,220,293,217,NA,NA,"VT0115_S1_VP7_20190607",1,37
"387",49069,"0:32:42",871,121,433,398,NA,NA,"VT0115_S1_VP7_20190607",1,37
"388",49070,"0:32:42",874,209,366,293,NA,NA,"VT0115_S1_VP7_20190607",1,37
"389",49071,"0:32:42",887,261,417,376,NA,NA,"VT0115_S1_VP7_20190607",1,37
"390",49072,"0:32:42",1010,424,296,270,NA,NA,"VT0115_S1_VP7_20190607",1,37
"391",49237,"0:32:49",986,598,122,153,NA,NA,"VT0115_S1_VP7_20190607",165,38
"392",49237,"0:32:49",1163,604,116,109,NA,NA,"VT0115_S1_VP7_20190607",0,38
"393",49238,"0:32:49",914,576,144,201,NA,NA,"VT0115_S1_VP7_20190607",1,38
"394",49239,"0:32:49",814,497,223,217,NA,NA,"VT0115_S1_VP7_20190607",1,38
"395",49240,"0:32:49",756,421,273,267,NA,NA,"VT0115_S1_VP7_20190607",1,38
"396",49241,"0:32:49",709,167,492,340,NA,NA,"VT0115_S1_VP7_20190607",1,38
"397",49242,"0:32:49",649,185,518,409,NA,NA,"VT0115_S1_VP7_20190607",1,38
"398",49243,"0:32:49",576,156,532,381,NA,NA,"VT0115_S1_VP7_20190607",1,38
"399",49244,"0:32:49",606,76,400,298,NA,NA,"VT0115_S1_VP7_20190607",1,38
"400",49245,"0:32:49",596,0,569,372,NA,NA,"VT0115_S1_VP7_20190607",1,38
"401",49246,"0:32:49",718,557,163,266,NA,NA,"VT0115_S1_VP7_20190607",1,38
"402",49246,"0:32:49",533,0,280,328,NA,NA,"VT0115_S1_VP7_20190607",0,38
"403",49246,"0:32:49",768,78,94,145,NA,NA,"VT0115_S1_VP7_20190607",0,38
"404",49247,"0:32:49",478,0,204,476,NA,NA,"VT0115_S1_VP7_20190607",1,38
"405",49248,"0:32:49",559,17,146,118,NA,NA,"VT0115_S1_VP7_20190607",1,38
"406",49301,"0:32:52",529,0,71,239,NA,NA,"VT0115_S1_VP7_20190607",53,39
"407",49302,"0:32:52",493,0,214,301,NA,NA,"VT0115_S1_VP7_20190607",1,39
"408",49303,"0:32:52",499,0,312,390,NA,NA,"VT0115_S1_VP7_20190607",1,39
"409",49304,"0:32:52",556,0,458,383,NA,NA,"VT0115_S1_VP7_20190607",1,39
"410",49305,"0:32:52",582,0,461,390,NA,NA,"VT0115_S1_VP7_20190607",1,39
"411",49306,"0:32:52",586,399,217,193,NA,NA,"VT0115_S1_VP7_20190607",1,39
"412",49307,"0:32:52",668,0,697,243,NA,NA,"VT0115_S1_VP7_20190607",1,39
"413",49308,"0:32:52",796,77,298,143,NA,NA,"VT0115_S1_VP7_20190607",1,39
"414",49309,"0:32:52",775,87,599,234,NA,NA,"VT0115_S1_VP7_20190607",1,39
"415",49310,"0:32:52",795,159,466,258,NA,NA,"VT0115_S1_VP7_20190607",1,39
"416",49311,"0:32:52",827,144,447,249,NA,NA,"VT0115_S1_VP7_20190607",1,39
"417",49312,"0:32:52",803,170,121,215,NA,NA,"VT0115_S1_VP7_20190607",1,39
"418",49313,"0:32:52",781,372,107,131,NA,NA,"VT0115_S1_VP7_20190607",1,39
"419",49314,"0:32:52",749,404,111,145,NA,NA,"VT0115_S1_VP7_20190607",1,39
"420",49315,"0:32:52",642,363,337,154,NA,NA,"VT0115_S1_VP7_20190607",1,39
"421",49316,"0:32:52",693,256,165,76,NA,NA,"VT0115_S1_VP7_20190607",1,39
"422",49317,"0:32:52",623,305,199,107,NA,NA,"VT0115_S1_VP7_20190607",1,39
"423",49318,"0:32:52",637,298,117,164,NA,NA,"VT0115_S1_VP7_20190607",1,39
"424",49319,"0:32:52",508,227,158,289,NA,NA,"VT0115_S1_VP7_20190607",1,39
"425",49320,"0:32:52",617,169,265,135,NA,NA,"VT0115_S1_VP7_20190607",1,39
"426",49321,"0:32:52",679,150,188,115,NA,NA,"VT0115_S1_VP7_20190607",1,39
"427",49342,"0:32:53",580,383,122,292,NA,NA,"VT0115_S1_VP7_20190607",21,40
"428",49343,"0:32:53",710,400,106,170,NA,NA,"VT0115_S1_VP7_20190607",1,40
"429",49360,"0:32:54",708,244,135,95,NA,NA,"VT0115_S1_VP7_20190607",17,40
"430",49361,"0:32:54",608,320,146,242,NA,NA,"VT0115_S1_VP7_20190607",1,40
"431",49363,"0:32:54",641,269,171,207,NA,NA,"VT0115_S1_VP7_20190607",2,40
"432",49377,"0:32:55",633,283,130,155,NA,NA,"VT0115_S1_VP7_20190607",14,40
"433",49382,"0:32:55",621,424,122,164,NA,NA,"VT0115_S1_VP7_20190607",5,40
"434",49383,"0:32:55",572,200,304,346,NA,NA,"VT0115_S1_VP7_20190607",1,40
"435",49384,"0:32:55",635,170,365,306,NA,NA,"VT0115_S1_VP7_20190607",1,40
"436",49385,"0:32:55",724,188,377,248,NA,NA,"VT0115_S1_VP7_20190607",1,40
"437",49386,"0:32:55",531,183,343,479,NA,NA,"VT0115_S1_VP7_20190607",1,40
"438",49387,"0:32:55",815,233,288,169,NA,NA,"VT0115_S1_VP7_20190607",1,40
"439",49388,"0:32:55",807,358,193,138,NA,NA,"VT0115_S1_VP7_20190607",1,40
"440",49389,"0:32:55",709,168,349,255,NA,NA,"VT0115_S1_VP7_20190607",1,40
"441",49390,"0:32:55",838,338,169,142,NA,NA,"VT0115_S1_VP7_20190607",1,40
"442",49438,"0:32:57",693,205,314,282,NA,NA,"VT0115_S1_VP7_20190607",48,41
"443",49439,"0:32:57",585,178,326,383,NA,NA,"VT0115_S1_VP7_20190607",1,41
"444",49440,"0:32:57",737,332,173,207,NA,NA,"VT0115_S1_VP7_20190607",1,41
"445",49441,"0:32:57",699,195,264,216,NA,NA,"VT0115_S1_VP7_20190607",1,41
"446",49442,"0:32:57",714,285,164,189,NA,NA,"VT0115_S1_VP7_20190607",1,41
"447",49443,"0:32:57",678,166,261,207,NA,NA,"VT0115_S1_VP7_20190607",1,41
"448",50127,"0:33:25",676,211,112,103,NA,NA,"VT0115_S1_VP7_20190607",684,42
"449",50128,"0:33:25",667,253,118,117,NA,NA,"VT0115_S1_VP7_20190607",1,42
"450",50129,"0:33:25",591,210,248,218,NA,NA,"VT0115_S1_VP7_20190607",1,42
"451",50130,"0:33:25",650,278,398,190,NA,NA,"VT0115_S1_VP7_20190607",1,42
"452",50131,"0:33:25",510,313,394,516,NA,NA,"VT0115_S1_VP7_20190607",1,42
"453",50132,"0:33:25",549,502,218,419,NA,NA,"VT0115_S1_VP7_20190607",1,42
"454",52331,"0:34:53",1124,634,86,143,NA,NA,"VT0115_S1_VP7_20190607",2199,43
"455",52332,"0:34:53",991,585,135,241,NA,NA,"VT0115_S1_VP7_20190607",1,43
"456",52333,"0:34:53",883,505,215,198,NA,NA,"VT0115_S1_VP7_20190607",1,43
"457",52334,"0:34:53",629,435,285,397,NA,NA,"VT0115_S1_VP7_20190607",1,43
"458",52335,"0:34:53",525,354,341,567,NA,NA,"VT0115_S1_VP7_20190607",1,43
"459",52336,"0:34:53",563,285,407,499,NA,NA,"VT0115_S1_VP7_20190607",1,43
"460",52337,"0:34:53",696,228,349,285,NA,NA,"VT0115_S1_VP7_20190607",1,43
"461",52338,"0:34:53",646,183,413,279,NA,NA,"VT0115_S1_VP7_20190607",1,43
"462",52339,"0:34:53",579,160,312,248,NA,NA,"VT0115_S1_VP7_20190607",1,43
"463",52339,"0:34:53",574,191,329,326,NA,NA,"VT0115_S1_VP7_20190607",0,43
"464",52340,"0:34:53",598,169,336,289,NA,NA,"VT0115_S1_VP7_20190607",1,43
"465",52341,"0:34:53",580,147,323,292,NA,NA,"VT0115_S1_VP7_20190607",1,43
"466",52343,"0:34:53",530,202,182,123,NA,NA,"VT0115_S1_VP7_20190607",2,43
"467",52375,"0:34:55",585,375,117,135,NA,NA,"VT0115_S1_VP7_20190607",32,44
"468",52376,"0:34:55",588,362,127,139,NA,NA,"VT0115_S1_VP7_20190607",1,44
"469",52377,"0:34:55",597,355,120,149,NA,NA,"VT0115_S1_VP7_20190607",1,44
"470",52379,"0:34:55",587,346,120,141,NA,NA,"VT0115_S1_VP7_20190607",2,44
"471",52380,"0:34:55",573,341,109,159,NA,NA,"VT0115_S1_VP7_20190607",1,44
"472",52381,"0:34:55",610,165,357,206,NA,NA,"VT0115_S1_VP7_20190607",1,44
"473",52382,"0:34:55",670,309,193,133,NA,NA,"VT0115_S1_VP7_20190607",1,44
"474",52383,"0:34:55",636,314,122,93,NA,NA,"VT0115_S1_VP7_20190607",1,44
"475",52384,"0:34:55",683,192,267,126,NA,NA,"VT0115_S1_VP7_20190607",1,44
"476",52399,"0:34:55",647,143,197,129,NA,NA,"VT0115_S1_VP7_20190607",15,44
"477",52406,"0:34:56",627,126,93,127,NA,NA,"VT0115_S1_VP7_20190607",7,44
"478",53502,"0:35:40",653,207,168,153,NA,NA,"VT0115_S1_VP7_20190607",1096,45
"479",53503,"0:35:40",500,83,437,402,NA,NA,"VT0115_S1_VP7_20190607",1,45
"480",53503,"0:35:40",861,150,198,69,NA,NA,"VT0115_S1_VP7_20190607",0,45
"481",53504,"0:35:40",579,259,442,227,NA,NA,"VT0115_S1_VP7_20190607",1,45
"482",53505,"0:35:40",639,367,336,276,NA,NA,"VT0115_S1_VP7_20190607",1,45
"483",53506,"0:35:40",728,658,62,154,NA,NA,"VT0115_S1_VP7_20190607",1,45
"484",56714,"0:37:48",363,659,61,173,NA,NA,"VT0115_S1_VP7_20190607",3208,NA
"485",65109,"0:43:24",938,566,154,174,NA,NA,"VT0115_S1_VP7_20190607",8395,46
"486",65110,"0:43:24",630,447,273,393,NA,NA,"VT0115_S1_VP7_20190607",1,46
"487",65111,"0:43:24",543,331,389,644,NA,NA,"VT0115_S1_VP7_20190607",1,46
"488",65112,"0:43:24",537,179,505,550,NA,NA,"VT0115_S1_VP7_20190607",1,46
"489",65113,"0:43:24",648,192,390,357,NA,NA,"VT0115_S1_VP7_20190607",1,46
"490",65114,"0:43:24",627,162,347,199,NA,NA,"VT0115_S1_VP7_20190607",1,46
"491",65115,"0:43:24",554,154,312,228,NA,NA,"VT0115_S1_VP7_20190607",1,46
"492",65116,"0:43:24",556,117,348,284,NA,NA,"VT0115_S1_VP7_20190607",1,46
"493",65117,"0:43:24",637,374,97,105,NA,NA,"VT0115_S1_VP7_20190607",1,46
"494",65119,"0:43:24",761,235,207,141,NA,NA,"VT0115_S1_VP7_20190607",2,46
"495",65120,"0:43:24",808,177,140,131,NA,NA,"VT0115_S1_VP7_20190607",1,46
"496",65152,"0:43:26",685,108,109,133,NA,NA,"VT0115_S1_VP7_20190607",32,NA
"497",72135,"0:48:05",1120,0,209,160,NA,NA,"VT0115_S1_VP7_20190607",6983,47
"498",72136,"0:48:05",815,0,720,459,NA,NA,"VT0115_S1_VP7_20190607",1,47
"499",72137,"0:48:05",605,0,505,459,NA,NA,"VT0115_S1_VP7_20190607",1,47
"500",72138,"0:48:05",696,0,223,366,NA,NA,"VT0115_S1_VP7_20190607",1,47
"501",72139,"0:48:05",611,0,181,305,NA,NA,"VT0115_S1_VP7_20190607",1,47
"502",72140,"0:48:05",537,0,146,277,NA,NA,"VT0115_S1_VP7_20190607",1,47
"503",72141,"0:48:05",568,13,108,108,NA,NA,"VT0115_S1_VP7_20190607",1,47
"504",72234,"0:48:09",693,147,142,121,NA,NA,"VT0115_S1_VP7_20190607",93,48
"505",72235,"0:48:09",691,179,180,164,NA,NA,"VT0115_S1_VP7_20190607",1,48
"506",72236,"0:48:09",688,191,298,238,NA,NA,"VT0115_S1_VP7_20190607",1,48
"507",72237,"0:48:09",594,310,387,471,NA,NA,"VT0115_S1_VP7_20190607",1,48
"508",72238,"0:48:09",756,429,264,284,NA,NA,"VT0115_S1_VP7_20190607",1,48
"509",72239,"0:48:09",810,607,113,264,NA,NA,"VT0115_S1_VP7_20190607",1,48
"510",72337,"0:48:13",1037,309,162,210,NA,NA,"VT0115_S1_VP7_20190607",98,49
"511",72338,"0:48:13",1142,404,176,133,NA,NA,"VT0115_S1_VP7_20190607",1,49
"512",72338,"0:48:13",1133,0,115,147,NA,NA,"VT0115_S1_VP7_20190607",0,49
"513",72339,"0:48:13",1175,117,108,105,NA,NA,"VT0115_S1_VP7_20190607",1,49
"514",72392,"0:48:15",700,613,107,164,NA,NA,"VT0115_S1_VP7_20190607",53,50
"515",72393,"0:48:15",563,517,203,297,NA,NA,"VT0115_S1_VP7_20190607",1,50
"516",72394,"0:48:15",644,464,256,178,NA,NA,"VT0115_S1_VP7_20190607",1,50
"517",72395,"0:48:15",512,383,337,343,NA,NA,"VT0115_S1_VP7_20190607",1,50
"518",72396,"0:48:15",517,347,373,290,NA,NA,"VT0115_S1_VP7_20190607",1,50
"519",72397,"0:48:15",514,345,355,243,NA,NA,"VT0115_S1_VP7_20190607",1,50
"520",72398,"0:48:15",521,285,412,234,NA,NA,"VT0115_S1_VP7_20190607",1,50
"521",72399,"0:48:15",554,217,434,221,NA,NA,"VT0115_S1_VP7_20190607",1,50
"522",72400,"0:48:16",503,178,418,415,NA,NA,"VT0115_S1_VP7_20190607",1,50
"523",72401,"0:48:16",614,157,284,229,NA,NA,"VT0115_S1_VP7_20190607",1,50
"524",72415,"0:48:16",687,313,159,69,NA,NA,"VT0115_S1_VP7_20190607",14,50
"525",72416,"0:48:16",570,351,142,285,NA,NA,"VT0115_S1_VP7_20190607",1,50
"526",72417,"0:48:16",650,138,173,135,NA,NA,"VT0115_S1_VP7_20190607",1,50
"527",72448,"0:48:17",690,282,102,99,NA,NA,"VT0115_S1_VP7_20190607",31,51
"528",72449,"0:48:17",604,307,188,223,NA,NA,"VT0115_S1_VP7_20190607",1,51
"529",72450,"0:48:18",606,356,110,204,NA,NA,"VT0115_S1_VP7_20190607",1,51
"530",72451,"0:48:18",646,299,150,180,NA,NA,"VT0115_S1_VP7_20190607",1,51
"531",72452,"0:48:18",678,237,199,154,NA,NA,"VT0115_S1_VP7_20190607",1,51
"532",72454,"0:48:18",640,241,205,211,NA,NA,"VT0115_S1_VP7_20190607",2,51
"533",72470,"0:48:18",687,184,191,99,NA,NA,"VT0115_S1_VP7_20190607",16,51
"534",72474,"0:48:18",648,178,142,140,NA,NA,"VT0115_S1_VP7_20190607",4,51
"535",77336,"0:51:33",738,567,153,309,NA,NA,"VT0115_S1_VP7_20190607",4862,52
"536",77337,"0:51:33",551,467,253,534,NA,NA,"VT0115_S1_VP7_20190607",1,52
"537",77338,"0:51:33",510,376,319,645,NA,NA,"VT0115_S1_VP7_20190607",1,52
"538",77339,"0:51:33",505,191,502,577,NA,NA,"VT0115_S1_VP7_20190607",1,52
"539",77340,"0:51:33",595,216,451,463,NA,NA,"VT0115_S1_VP7_20190607",1,52
"540",77341,"0:51:33",678,169,269,253,NA,NA,"VT0115_S1_VP7_20190607",1,52
"541",77342,"0:51:33",593,152,410,309,NA,NA,"VT0115_S1_VP7_20190607",1,52
"542",77343,"0:51:33",553,153,355,320,NA,NA,"VT0115_S1_VP7_20190607",1,52
"543",77344,"0:51:33",579,193,269,326,NA,NA,"VT0115_S1_VP7_20190607",1,52
"544",77345,"0:51:33",650,184,174,189,NA,NA,"VT0115_S1_VP7_20190607",1,52
"545",77376,"0:51:35",776,188,158,68,NA,NA,"VT0115_S1_VP7_20190607",31,53
"546",77377,"0:51:35",661,185,217,199,NA,NA,"VT0115_S1_VP7_20190607",1,53
"547",77378,"0:51:35",665,190,276,212,NA,NA,"VT0115_S1_VP7_20190607",1,53
"548",77379,"0:51:35",786,193,218,142,NA,NA,"VT0115_S1_VP7_20190607",1,53
"549",77380,"0:51:35",579,94,478,445,NA,NA,"VT0115_S1_VP7_20190607",1,53
"550",77381,"0:51:35",585,135,326,458,NA,NA,"VT0115_S1_VP7_20190607",1,53
"551",77382,"0:51:35",624,115,430,476,NA,NA,"VT0115_S1_VP7_20190607",1,53
"552",77383,"0:51:35",621,243,439,577,NA,NA,"VT0115_S1_VP7_20190607",1,53
"553",77384,"0:51:35",943,287,394,337,NA,NA,"VT0115_S1_VP7_20190607",1,53
"554",77425,"0:51:37",698,178,114,103,NA,NA,"VT0115_S1_VP7_20190607",41,54
"555",77426,"0:51:37",686,178,147,138,NA,NA,"VT0115_S1_VP7_20190607",1,54
"556",77427,"0:51:37",686,220,201,171,NA,NA,"VT0115_S1_VP7_20190607",1,54
"557",77428,"0:51:37",596,147,425,397,NA,NA,"VT0115_S1_VP7_20190607",1,54
"558",77429,"0:51:37",699,208,479,319,NA,NA,"VT0115_S1_VP7_20190607",1,54
"559",77429,"0:51:37",697,409,122,167,NA,NA,"VT0115_S1_VP7_20190607",0,54
"560",77430,"0:51:37",819,512,208,269,NA,NA,"VT0115_S1_VP7_20190607",1,54
"561",77489,"0:51:39",957,656,64,183,NA,NA,"VT0115_S1_VP7_20190607",59,55
"562",77490,"0:51:39",759,575,145,234,NA,NA,"VT0115_S1_VP7_20190607",1,55
"563",77491,"0:51:39",636,494,226,266,NA,NA,"VT0115_S1_VP7_20190607",1,55
"564",77492,"0:51:39",524,418,282,397,NA,NA,"VT0115_S1_VP7_20190607",1,55
"565",77493,"0:51:39",512,305,390,471,NA,NA,"VT0115_S1_VP7_20190607",1,55
"566",77494,"0:51:39",642,273,407,265,NA,NA,"VT0115_S1_VP7_20190607",1,55
"567",77495,"0:51:39",677,500,73,149,NA,NA,"VT0115_S1_VP7_20190607",1,55
"568",77495,"0:51:39",626,171,242,262,NA,NA,"VT0115_S1_VP7_20190607",0,55
"569",77496,"0:51:39",574,168,365,335,NA,NA,"VT0115_S1_VP7_20190607",1,55
"570",77497,"0:51:39",643,153,179,201,NA,NA,"VT0115_S1_VP7_20190607",1,55
"571",77527,"0:51:41",682,112,116,118,NA,NA,"VT0115_S1_VP7_20190607",30,NA
"572",77528,"0:51:41",636,75,141,132,NA,NA,"VT0115_S1_VP7_20190607",1,NA
"573",90524,"1:00:20",995,45,284,158,NA,NA,"VT0115_S1_VP7_20190607",12996,56
"574",90525,"1:00:21",994,346,374,286,NA,NA,"VT0115_S1_VP7_20190607",1,56
"575",90525,"1:00:21",1099,393,311,178,NA,NA,"VT0115_S1_VP7_20190607",0,56
"576",90525,"1:00:21",1100,0,172,180,NA,NA,"VT0115_S1_VP7_20190607",0,56
"577",90526,"1:00:21",1159,27,316,121,NA,NA,"VT0115_S1_VP7_20190607",1,56
"578",90789,"1:00:31",1014,557,163,266,NA,NA,"VT0115_S1_VP7_20190607",263,57
