"","DVDNumber","FocalID","PartnerID","Year","DayOfYear","TypeOfCare","BroodName","DVDRef.x","DVDRef.y","TapeLength","Protocol","Observer","BroodRef","Situation","Deaths","OffspringNo","Age","Wrong","DVDdate","DVDtime","Weather","Wind","Notes"
"1543","50985",980,4421,2005,228,"Prov","E221",1542,1542,93.69999695,1,"",721,4,FALSE,3,11,FALSE,"16/8/2005","0/1/1900",0,0,""
"1544","50986",540,1053,2005,228,"Prov","E225",1543,1543,92.80000305,1,"",725,4,FALSE,3,7,FALSE,"16/8/2005","0/1/1900",0,0,""
"1545","50987",913,818,2005,228,"Prov","E220",1544,1544,93.69999695,1,"",720,4,FALSE,3,11,FALSE,"16/8/2005","0/1/1900",0,0,""
"1546","50988",988,145,2005,228,"Inc","E238",1545,1545,93.09999847,NA,"",738,2,FALSE,4,12,FALSE,"16/8/2005","0/1/1900",0,0,""
"1547","50989",309,993,2005,229,"Inc","E243",1546,1546,93.69999695,NA,"",743,2,FALSE,3,9,FALSE,"17/8/2005","0/1/1900",0,0,""
"1548","50990",571,974,2005,229,"Inc","E241",1547,1547,93.69999695,NA,"",741,2,FALSE,4,11,TRUE,"17/8/2005","0/1/1900",0,0,""
"1549","50991",604,4304,2005,230,"Inc","E240",1548,1548,93.59999847,NA,"",740,2,FALSE,5,12,FALSE,"18/8/2005","0/1/1900",0,0,""
"1550","50992",442,457,2005,230,"Inc","E239",1549,1549,93.59999847,NA,"",739,2,FALSE,4,12,FALSE,"18/8/2005","0/1/1900",0,0,""
"1551","50993",4391,4265,2005,230,"Inc","E242",1550,1550,93.90000153,NA,"",742,2,FALSE,4,12,FALSE,"18/8/2005","0/1/1900",0,0,""
"1552","50994",649,460,2005,230,"Prov","E222",1551,1551,93.69999695,1,"",722,4,FALSE,4,11,FALSE,"18/8/2005","0/1/1900",0,0,""
"1553","50995",571,974,2005,230,"Inc","E241",1552,1552,93.80000305,NA,"",741,2,FALSE,4,12,FALSE,"18/8/2005","0/1/1900",0,0,""
"1554","50996",122,1448,2005,231,"Prov","E229",1553,1553,93.80000305,NA,"",729,4,FALSE,1,7,TRUE,"19/8/2005","0/1/1900",0,2,"THE ONLY CHICK IS PROBABLY DEAD"
"1555","50997",431,356,2005,231,"Prov","E224",1554,1554,91,1,"",724,4,FALSE,1,11,FALSE,"19/8/2005","0/1/1900",0,2,""
"1556","50998",540,1053,2005,232,"Prov","E225",1555,1555,93.69999695,NA,"",725,4,FALSE,2,11,TRUE,"20/8/2005","0/1/1900",1,2,"MAY BE ABANDONED??"
"1557","50999",309,993,2005,232,"Inc","E243",1556,1556,93.69999695,NA,"",743,2,FALSE,3,12,FALSE,"20/8/2005","0/1/1900",1,2,""
"1558","51000",416,4418,2005,233,"Prov","E232",1557,1557,93.80000305,1,"",732,4,FALSE,3,7,FALSE,"21/8/2005","0/1/1900",0,0,""
"1559","51001",1069,1935,2005,233,"Prov","E235",1558,1558,93.80000305,1,"",735,4,FALSE,3,7,FALSE,"21/8/2005","0/1/1900",0,0,""
"1560","51002",988,145,2005,236,"Prov","E238",1559,1559,92.80000305,NA,"",738,4,FALSE,3,7,TRUE,"24/8/2005","0/1/1900",4,4,""
"1561","51003",416,4418,2005,237,"Prov","E232",1560,1560,93.69999695,1,"",732,4,FALSE,3,11,FALSE,"25/8/2005","0/1/1900",1,2,""
"1562","51004",1069,1935,2005,237,"Prov","E235",1561,1561,93.80000305,1,"",735,4,FALSE,3,11,FALSE,"25/8/2005","0/1/1900",1,2,""
"1563","51005",988,145,2005,237,"Prov","E238",1562,1562,94,1,"",738,4,FALSE,3,8,FALSE,"25/8/2005","0/1/1900",1,2,""
"1564","51006",988,145,2005,239,"Prov","E238",1563,1563,93.80000305,1,"",738,4,FALSE,3,11,FALSE,"27/8/2005","0/1/1900",1,2,""
"1565","51007",604,4304,2005,239,"Prov","E240",1564,1564,93.69999695,1,"",740,4,FALSE,5,7,FALSE,"27/8/2005","0/1/1900",1,2,""
"1566","51008",442,457,2005,239,"Prov","E239",1565,1565,93.69999695,1,"",739,4,FALSE,3,7,FALSE,"27/8/2005","0/1/1900",1,2,""
"1567","51009",571,974,2005,239,"Prov","E241",1566,1566,93.69999695,1,"",741,4,FALSE,3,7,FALSE,"27/8/2005","0/1/1900",1,2,""
"1568","51010",4391,4265,2005,239,"Prov","E242",1567,1567,93.5,1,"",742,4,FALSE,4,7,FALSE,"27/8/2005","0/1/1900",1,2,""
"1569","51011",604,4304,2005,242,"Prov","E240",1568,1568,93,1,"",740,4,FALSE,5,10,FALSE,"30/8/2005","0/1/1900",0,1,""
"1570","51012",442,457,2005,242,"Prov","E239",1569,1569,93.59999847,1,"",739,4,FALSE,3,10,FALSE,"30/8/2005","0/1/1900",0,1,""
"1571","51013",571,974,2005,242,"Prov","E241",1570,1570,93.69999695,1,"",741,4,FALSE,3,10,FALSE,"30/8/2005","0/1/1900",0,1,""
"1572","51014",4391,4265,2005,242,"Prov","E242",1571,1571,93.90000153,1,"",742,4,FALSE,3,10,FALSE,"30/8/2005","0/1/1900",0,1,""
"1573","60001",784,NA,2006,133,"Inc","F016",1572,1572,93.69999695,NA,"",764,2,FALSE,5,11,FALSE,"13/5/2006","0/1/1900",1,2,""
"1574","60002",2004,823,2006,134,"Inc","F023",1573,1573,93.69999695,NA,"",771,2,FALSE,5,11,FALSE,"14/5/2006","0/1/1900",0,1,""
"1575","60003",524,4153,2006,136,"Prov","F005",1574,1574,93.5,1,"",753,4,FALSE,3,7,FALSE,"16/5/2006","0/1/1900",1,2,""
"1576","60004",45,166,2006,138,"Prov","F006",1575,1575,93.59999847,1,"",754,4,FALSE,3,7,FALSE,"18/5/2006","0/1/1900",1,2,""
"1577","60005",892,4435,2006,139,"Prov","F012",1576,1576,93.69999695,1,"",760,4,FALSE,3,7,FALSE,"19/5/2006","0/1/1900",0,3,""
"1578","60006",256,650,2006,139,"Inc","F025",1577,1577,94,NA,"",773,2,FALSE,4,12,FALSE,"19/5/2006","0/1/1900",1,3,""
"1579","60007",571,1227,2006,139,"Inc","F027",1578,1578,94,NA,"",775,2,FALSE,4,12,FALSE,"19/5/2006","0/1/1900",1,3,""
"1580","60008",1827,1353,2006,139,"Inc","F029",1579,1579,93.69999695,NA,"",777,2,FALSE,4,12,FALSE,"19/5/2006","0/1/1900",0,3,""
"1581","60009",NA,NA,NA,NA,NA,NA,NA,1580,93.5,NA,"",772,2,FALSE,4,12,FALSE,"19/5/2006","0/1/1900",0,3,""
"1582","60010",3050,2187,2006,140,"Inc","F028",1581,1581,93.69999695,NA,"",776,2,FALSE,3,12,FALSE,"20/5/2006","0/1/1900",1,2,""
"1583","60011",927,NA,2006,140,"Inc","F031",1582,1582,NA,NA,"",779,2,FALSE,3,11,FALSE,"20/5/2006","0/1/1900",1,2,"Nest probably abandoned. File not uploaded Isabel Winney 20160225"
"1584","60012",524,4153,2006,141,"Prov","F005",1583,1583,93.80000305,1,"",753,4,FALSE,3,12,FALSE,"21/5/2006","0/1/1900",4,1,""
"1585","60013",NA,NA,NA,NA,NA,NA,NA,1584,93.59999847,NA,"",770,2,FALSE,3,12,FALSE,"21/5/2006","0/1/1900",4,1,""
"1586","60014",2349,1448,2006,141,"Prov","F014",1585,1585,93.80000305,1,"",762,4,FALSE,2,7,FALSE,"21/5/2006","0/1/1900",4,1,""
"1587","60015",45,166,2006,142,"Prov","F006",1586,1586,93.80000305,1,"",754,4,FALSE,2,11,FALSE,"22/5/2006","0/1/1900",1,2,""
"1588","60016",2202,NA,2006,142,"Inc","F032",1587,1587,NA,NA,"",780,2,FALSE,3,11,FALSE,"22/5/2006","0/1/1900",3,1,"Excel not imported - brood abandoned Isabel Winney 20160225"
"1589","60017",892,4435,2006,143,"Prov","F012",1588,1588,93.69999695,1,"",760,4,TRUE,2,11,FALSE,"23/5/2006","0/1/1900",0,1,"CHI 2C->0C11D"
"1590","60018",592,418,2006,143,"Prov","F018",1589,1589,93.69999695,1,"",766,4,FALSE,1,7,FALSE,"23/5/2006","0/1/1900",0,1,""
"1591","60019",NA,NA,NA,NA,NA,NA,NA,1590,93.69999695,NA,"",781,2,FALSE,2,12,FALSE,"23/5/2006","0/1/1900",0,1,""
"1592","60020",2007,2352,2006,149,"Inc","F038",1591,1591,93.69999695,NA,"",786,2,FALSE,4,12,FALSE,"29/5/2006","0/1/1900",0,1,""
"1593","60021",427,285,2006,150,"Inc","F039",1592,1592,93.69999695,NA,"",787,2,FALSE,4,12,FALSE,"30/5/2006","0/1/1900",1,1,""
"1594","60022",338,466,2006,153,"Inc","F040",1593,1593,93.69999695,NA,"",788,2,FALSE,3,12,FALSE,"2/6/2006","0/1/1900",0,0,""
"1595","60023",4425,962,2006,153,"Inc","F044",1594,1594,93.69999695,NA,"",792,2,FALSE,5,12,FALSE,"2/6/2006","0/1/1900",0,0,""
"1596","60024",2725,457,2006,153,"Inc","F045",1595,1595,93.80000305,NA,"",793,2,FALSE,3,12,FALSE,"2/6/2006","0/1/1900",0,0,""
"1597","60025",206,2906,2006,155,"Inc","F041",1596,1596,92.30000305,NA,"",789,2,FALSE,3,12,FALSE,"4/6/2006","0/1/1900",0,0,""
"1598","60026",988,11,2006,156,"Inc","F043",1597,1597,93.80000305,NA,"",791,2,FALSE,4,12,FALSE,"5/6/2006","0/1/1900",0,0,""
"1599","60027",2865,1697,2006,156,"Inc","F046",1598,1598,93.69999695,NA,"",794,2,FALSE,5,12,FALSE,"5/6/2006","0/1/1900",0,0,""
"1600","60028",2007,2352,2006,159,"Prov","F038",1599,1599,93.69999695,1,"",786,4,FALSE,3,7,FALSE,"8/6/2006","0/1/1900",0,0,"thermometers arrive"
"1601","60029",2966,2605,2006,160,"Inc","F049",1600,1600,93.69999695,NA,"",797,2,FALSE,4,12,FALSE,"9/6/2006","0/1/1900",0,1,"watched twice"
"1602","60030",4380,1210,2006,161,"Inc","F051",1601,1601,93.80000305,NA,"",799,2,FALSE,4,12,FALSE,"10/6/2006","0/1/1900",0,1,""
"1603","60031",2691,23,2006,162,"Inc","F054",1602,1602,93.80000305,NA,"",802,2,FALSE,4,12,FALSE,"11/6/2006","0/1/1900",0,0,""
"1604","60032",338,466,2006,162,"Prov","F040",1603,1603,71.59999847,1,"",788,4,FALSE,1,7,FALSE,"11/6/2006","0/1/1900",0,0,""
"1605","60033",892,4435,2006,162,"Inc","F052",1604,1604,93.80000305,NA,"",800,2,FALSE,4,12,FALSE,"11/6/2006","0/1/1900",0,0,""
"1606","60034",2007,2352,2006,163,"Prov","F038",1605,1605,93.80000305,1,"",786,4,FALSE,3,11,FALSE,"12/6/2006","0/1/1900",2,1,""
"1607","60035",206,2906,2006,163,"Prov","F041",1606,1606,93.80000305,1,"",789,4,FALSE,2,7,FALSE,"12/6/2006","0/1/1900",2,1,""
"1608","60036",2004,823,2006,163,"Inc","F055",1607,1607,93.80000305,NA,"",803,2,FALSE,4,12,FALSE,"12/6/2006","0/1/1900",2,1,""
"1609","60037",4435,NA,2006,164,"Inc","F056",1608,1608,92.5,NA,"",804,2,FALSE,4,12,FALSE,"13/6/2006","0/1/1900",1,0,""
"1610","60038",2658,2053,2006,165,"Inc","F062",1609,1609,NA,NA,"",810,2,FALSE,4,12,TRUE,"14/6/2006","0/1/1900",1,1,"poor quality recording so repeated the next day"
"1611","60039",2658,2053,2006,166,"Inc","F062",1610,1610,93,NA,"",810,2,FALSE,4,13,FALSE,"15/6/2006","0/1/1900",0,1,""
"1612","60040",338,466,2006,166,"Prov","F040",1611,1611,93.80000305,1,"",788,4,FALSE,1,10,FALSE,"15/6/2006","0/1/1900",0,1,""
"1613","60041",256,650,2006,166,"Inc","F058",1612,1612,93.90000153,NA,"",806,2,FALSE,4,12,FALSE,"15/6/2006","0/1/1900",0,1,""
"1614","60042",784,417,2006,166,"Inc","F061",1613,1613,93.69999695,NA,"",809,2,FALSE,3,12,FALSE,"15/6/2006","0/1/1900",0,1,""
"1615","60043",206,2906,2006,167,"Prov","F041",1614,1614,93.80000305,1,"",789,4,FALSE,1,12,FALSE,"16/6/2006","0/1/1900",0,1,""
"1616","60044",1054,3052,2006,167,"Inc","F059",1615,1615,93.69999695,NA,"",807,2,FALSE,4,12,FALSE,"16/6/2006","0/1/1900",0,0,""
"1617","60045",1827,2202,2006,167,"Inc","F064",1616,1616,93.80000305,NA,"",812,2,FALSE,5,12,FALSE,"16/6/2006","0/1/1900",0,0,""
"1618","60046",4425,962,2006,168,"Prov","F044",1617,1617,93.69999695,1,"",792,4,FALSE,1,11,FALSE,"17/6/2006","0/1/1900",0,0,""
"1619","60047",571,1227,2006,168,"Inc","F065",1618,1618,93.69999695,NA,"",813,2,FALSE,4,12,FALSE,"17/6/2006","0/1/1900",0,0,"nest in direct sun"
"1620","60048",NA,NA,NA,NA,NA,NA,NA,1619,93.59999847,NA,"",811,2,FALSE,5,12,FALSE,"17/6/2006","0/1/1900",0,0,""
"1621","60049",927,494,2006,168,"Inc","F067",1620,1620,93.80000305,NA,"",815,2,FALSE,5,12,FALSE,"17/6/2006","0/1/1900",0,0,""
"1622","60050",857,1569,2006,169,"Inc","F075",1621,1621,93.80000305,NA,"",823,2,FALSE,3,12,FALSE,"18/6/2006","0/1/1900",0,0,""
"1623","60051",1047,500,2006,169,"Inc","F066",1622,1622,93.80000305,NA,"",814,2,FALSE,3,12,FALSE,"18/6/2006","0/1/1900",0,0,""
"1624","60052",912,114,2006,169,"Inc","F076",1623,1623,93.69999695,NA,"",824,2,FALSE,5,12,FALSE,"18/6/2006","0/1/1900",2,0,""
"1625","60053",2966,2605,2006,169,"Prov","F049",1624,1624,93.69999695,1,"",797,4,FALSE,1,7,FALSE,"18/6/2006","0/1/1900",1,0,""
"1626","60054",2584,2173,2006,170,"Inc","F068",1625,1625,93.59999847,NA,"",816,2,FALSE,4,12,FALSE,"19/6/2006","0/1/1900",2,2,""
"1627","60055",2658,2053,2006,170,"Inc","F073",1626,1626,93.80000305,NA,"",821,2,FALSE,4,12,FALSE,"19/6/2006","0/1/1900",1,2,""
"1628","60056",4380,1210,2006,170,"Prov","F051",1627,1627,93.80000305,1,"",799,4,FALSE,2,7,FALSE,"19/6/2006","0/1/1900",1,0,""
"1629","60057",1100,959,2006,170,"Inc","F070",1628,1628,93.80000305,NA,"",818,2,FALSE,4,12,FALSE,"19/6/2006","0/1/1900",1,1,""
"1630","60058",3050,1095,2006,170,"Inc","F071",1629,1629,93.69999695,NA,"",819,2,FALSE,3,12,FALSE,"19/6/2006","0/1/1900",1,0,""
"1631","60059",604,4304,2006,171,"Inc","F072",1630,1630,NA,NA,"",820,2,FALSE,5,12,TRUE,"20/6/2006","0/1/1900",1,1,"bad tape data lost"
"1632","60060",892,4435,2006,171,"Prov","F052",1631,1631,93.69999695,1,"",800,4,FALSE,1,7,FALSE,"20/6/2006","0/1/1900",1,1,""
"1633","60061",45,166,2006,171,"Inc","F077",1632,1632,93.80000305,NA,"",825,2,FALSE,4,12,FALSE,"20/6/2006","0/1/1900",1,1,""
"1634","60062",2166,1464,2006,171,"Inc","F074",1633,1633,93.80000305,NA,"",822,2,FALSE,4,12,FALSE,"20/6/2006","0/1/1900",1,1,""
"1635","60063",2691,23,2006,172,"Prov","F054",1634,1634,93.69999695,1,"",802,4,FALSE,3,7,FALSE,"21/6/2006","0/1/1900",1,1,""
"1636","60064",2966,2605,2006,173,"Prov","F049",1635,1635,89.80000305,1,"",797,4,FALSE,1,11,FALSE,"22/6/2006","0/1/1900",1,2,""
"1637","60065",860,2246,2006,173,"Inc","F079",1636,1636,93.80000305,NA,"",827,2,FALSE,4,12,FALSE,"22/6/2006","0/1/1900",1,2,""
"1638","60066",4435,NA,2006,173,"Prov","F056",1637,1637,93.69999695,1,"",804,4,FALSE,3,7,FALSE,"22/6/2006","0/1/1900",0,1,""
"1639","60067",843,2904,2006,173,"Inc","F078",1638,1638,93.59999847,NA,"",826,2,FALSE,4,12,FALSE,"22/6/2006","0/1/1900",0,1,""
"1640","60068",4380,1210,2006,174,"Prov","F051",1639,1639,93.69999695,1,"",799,4,FALSE,2,11,FALSE,"23/6/2006","0/1/1900",1,1,""
"1641","60069",427,661,2006,175,"Inc","F084",1640,1640,93.59999847,NA,"",832,2,FALSE,5,12,FALSE,"24/6/2006","0/1/1900",0,0,""
"1642","60070",1054,3052,2006,175,"Prov","F059",1641,1641,90,1,"",807,4,FALSE,4,7,FALSE,"24/6/2006","0/1/1900",0,0,""
"1643","60071",256,650,2006,175,"Prov","F058",1642,1642,93.69999695,1,"",806,4,FALSE,3,7,FALSE,"24/6/2006","0/1/1900",0,0,""
"1644","60072",2691,23,2006,176,"Prov","F054",1643,1643,93.59999847,1,"",802,4,FALSE,2,11,FALSE,"25/6/2006","0/1/1900",2,0,""
"1645","60073",784,417,2006,176,"Prov","F061",1644,1644,93.59999847,1,"",809,4,FALSE,2,7,FALSE,"25/6/2006","0/1/1900",1,1,""
"1646","60074",2658,2053,2006,176,"Prov","F062",1645,1645,93.80000305,1,"",810,4,FALSE,3,7,FALSE,"25/6/2006","0/1/1900",1,0,""
"1647","60075",2725,457,2006,177,"Inc","F085",1646,1646,93.69999695,NA,"",833,2,FALSE,4,12,FALSE,"26/6/2006","0/1/1900",4,2,""
"1648","60076",571,1227,2006,177,"Prov","F065",1647,1647,93.69999695,1,"",813,4,FALSE,3,7,FALSE,"26/6/2006","0/1/1900",4,2,""
"1649","60077",1827,2202,2006,177,"Prov","F064",1648,1648,93.5,1,"",812,4,FALSE,3,7,FALSE,"26/6/2006","0/1/1900",4,2,""
"1650","60078",1047,500,2006,178,"Prov","F066",1649,1649,93.69999695,1,"",814,4,FALSE,2,7,FALSE,"27/6/2006","0/1/1900",1,1,""
"1651","60079",927,494,2006,178,"Prov","F067",1650,1650,93.80000305,1,"",815,4,FALSE,4,7,FALSE,"27/6/2006","0/1/1900",1,1,""
"1652","60080",1054,3052,2006,179,"Prov","F059",1651,1651,93.69999695,1,"",807,4,FALSE,3,11,FALSE,"28/6/2006","0/1/1900",0,0,""
"1653","60081",2232,NA,2006,179,"Inc","F086",1652,1652,93.59999847,NA,"",834,2,FALSE,5,12,FALSE,"28/6/2006","0/1/1900",1,0,""
"1654","60082",1100,959,2006,179,"Prov","F070",1653,1653,93.69999695,1,"",818,4,FALSE,3,7,FALSE,"28/6/2006","0/1/1900",1,0,""
"1655","60083",2865,1697,2006,179,"Inc","F088",1654,1654,92.5,NA,"",836,2,FALSE,5,12,FALSE,"28/6/2006","0/1/1900",0,0,""
"1656","60084",256,650,2006,179,"Prov","F058",1655,1655,92.30000305,1,"",806,4,FALSE,3,11,FALSE,"28/6/2006","0/1/1900",0,0,""
"1657","60085",586,4230,2006,180,"Inc","F087",1656,1656,93.59999847,NA,"",835,2,FALSE,5,12,FALSE,"29/6/2006","0/1/1900",2,0,""
"1658","60086",2658,2053,2006,180,"Prov","F062",1657,1657,92.59999847,1,"",810,4,FALSE,3,11,FALSE,"29/6/2006","0/1/1900",2,0,"DELAYED BY FOG"
"1659","60087",784,417,2006,180,"Prov","F061",1658,1658,93.69999695,1,"",809,4,FALSE,2,11,FALSE,"29/6/2006","0/1/1900",2,0,"DELAYED BY FOG"
"1660","60088",45,166,2006,180,"Prov","F077",1659,1659,93.69999695,1,"",825,4,FALSE,4,7,FALSE,"29/6/2006","0/1/1900",2,0,"DELAYED BY FOG"
"1661","60089",912,114,2006,180,"Prov","F076",1660,1660,93.80000305,1,"",824,4,FALSE,3,7,FALSE,"29/6/2006","0/1/1900",0,0,"DELAYED BY FOG"
"1662","60090",857,1569,2006,180,"Prov","F075",1661,1661,93.59999847,1,"",823,4,FALSE,3,7,FALSE,"29/6/2006","0/1/1900",0,0,"DELAYED BY FOG"
"1663","60091",2166,1464,2006,180,"Prov","F074",1662,1662,93.80000305,1,"",822,4,FALSE,3,7,FALSE,"29/6/2006","0/1/1900",0,0,"DELAYED BY FOG"
"1664","60092",988,2970,2006,181,"Inc","F089",1663,1663,93.69999695,NA,"",837,2,FALSE,5,12,FALSE,"30/6/2006","0/1/1900",1,1,""
"1665","60093",571,1227,2006,181,"Prov","F065",1664,1664,93.90000153,1,"",813,4,FALSE,3,11,FALSE,"30/6/2006","0/1/1900",0,1,""
"1666","60094",843,2904,2006,181,"Prov","F078",1665,1665,93.69999695,1,"",826,4,FALSE,2,7,FALSE,"30/6/2006","0/1/1900",0,1,""
"1667","60095",860,2246,2006,181,"Prov","F079",1666,1666,93.69999695,1,"",827,4,FALSE,2,7,FALSE,"30/6/2006","0/1/1900",1,1,""
"1668","60096",1827,2202,2006,181,"Prov","F064",1667,1667,93.69999695,1,"",812,4,FALSE,3,11,FALSE,"30/6/2006","0/1/1900",1,1,""
"1669","60097",1047,500,2006,182,"Prov","F066",1668,1668,93.69999695,1,"",814,4,FALSE,2,11,FALSE,"1/7/2006","0/1/1900",0,0,""
"1670","60098",927,494,2006,182,"Prov","F067",1669,1669,93.69999695,1,"",815,4,FALSE,3,11,FALSE,"1/7/2006","0/1/1900",0,0,""
"1671","60099",1100,959,2006,183,"Prov","F070",1670,1670,93.69999695,1,"",818,4,FALSE,3,11,FALSE,"2/7/2006","0/1/1900",1,2,""
"1672","60100",45,166,2006,184,"Prov","F077",1671,1671,93.80000305,1,"",825,4,FALSE,4,11,FALSE,"3/7/2006","0/1/1900",1,1,""
"1673","60101",2166,1464,2006,184,"Prov","F074",1672,1672,93.69999695,1,"",822,4,FALSE,3,11,FALSE,"3/7/2006","0/1/1900",0,2,""
"1674","60102",857,1569,2006,184,"Prov","F075",1673,1673,93.40000153,1,"",823,4,FALSE,3,11,FALSE,"3/7/2006","0/1/1900",0,2,""
"1675","60103",912,114,2006,184,"Prov","F076",1674,1674,NA,NA,"",824,4,FALSE,3,11,FALSE,"3/7/2006","0/1/1900",0,2,"camera falls over 13 min"
"1676","60104",843,2904,2006,185,"Prov","F078",1675,1675,93.80000305,1,"",826,4,FALSE,1,11,FALSE,"4/7/2006","0/1/1900",0,0,""
"1677","60105",860,2246,2006,185,"Prov","F079",1676,1676,93.69999695,1,"",827,4,FALSE,2,11,FALSE,"4/7/2006","0/1/1900",1,0,""
"1678","60106",427,661,2006,185,"Prov","F084",1677,1677,93.80000305,1,"",832,4,FALSE,3,7,FALSE,"4/7/2006","0/1/1900",0,0,""
"1679","60107",2725,457,2006,186,"Prov","F085",1678,1678,93.69999695,1,"",833,4,FALSE,1,7,FALSE,"5/7/2006","0/1/1900",2,1,""
"1680","60108",206,2661,2006,186,"Inc","F091",1679,1679,93.69999695,NA,"",839,2,FALSE,4,12,FALSE,"5/7/2006","0/1/1900",2,1,""
"1681","60109",2167,2944,2006,186,"Inc","F090",1680,1680,93.80000305,NA,"",838,2,FALSE,5,12,FALSE,"5/7/2006","0/1/1900",2,1,""
"1682","60110",338,466,2006,188,"Inc","F093",1681,1681,93.69999695,NA,"",841,2,FALSE,5,12,FALSE,"7/7/2006","0/1/1900",3,1,""
"1683","60111",427,661,2006,189,"Prov","F084",1682,1682,93.80000305,1,"",832,4,FALSE,3,11,FALSE,"8/7/2006","0/1/1900",1,1,""
"1684","60112",892,4435,2006,189,"Inc","F094",1683,1683,93.59999847,NA,"",842,2,FALSE,5,12,FALSE,"8/7/2006","0/1/1900",1,1,""
"1685","60113",2840,46,2006,189,"Inc","F095",1684,1684,93.69999695,NA,"",843,2,FALSE,3,12,FALSE,"8/7/2006","0/1/1900",0,2,"temp not taken"
"1686","60114",2725,457,2006,190,"Prov","F085",1685,1685,91.5,1,"",833,4,FALSE,0,10,FALSE,"9/7/2006","0/1/1900",1,3,"Number of offspring changed 1-->0 Isabel Winney 20160225"
"1687","60115",988,2970,2006,190,"Prov","F089",1686,1686,92.5,1,"",837,4,FALSE,2,7,FALSE,"9/7/2006","0/1/1900",1,3,""
"1688","60116",2004,823,2006,190,"Inc","F096",1687,1687,93.69999695,NA,"",844,2,FALSE,4,12,FALSE,"9/7/2006","0/1/1900",1,2,"temp not taken"
"1689","60117",929,984,2006,190,"Inc","F097",1688,1688,93.80000305,NA,"",845,2,FALSE,5,12,FALSE,"9/7/2006","0/1/1900",3,2,""
"1690","60118",980,23,2006,193,"Inc","F098",1689,1689,92,NA,"",846,2,FALSE,5,12,FALSE,"12/7/2006","0/1/1900",0,1,""
"1691","60119",542,NA,2006,193,"Inc","F100",1690,1690,92.5,NA,"",848,2,FALSE,5,12,FALSE,"12/7/2006","0/1/1900",0,1,""
"1692","60120",622,2187,2006,193,"Inc","F101",1691,1691,93.80000305,NA,"",849,2,FALSE,3,12,FALSE,"12/7/2006","0/1/1900",0,1,"NEST IN SUN"
"1693","60121",4380,4378,2006,193,"Inc","F099",1692,1692,93.80000305,NA,"",847,2,FALSE,4,12,FALSE,"12/7/2006","0/1/1900",1,0,""
"1694","60122",988,2970,2006,194,"Prov","F089",1693,1693,93.69999695,1,"",837,4,FALSE,2,11,FALSE,"13/7/2006","0/1/1900",1,1,""
"1695","60123",206,2661,2006,195,"Prov","F091",1694,1694,93.59999847,1,"",839,4,FALSE,2,7,FALSE,"14/7/2006","0/1/1900",0,1,""
"1696","60124",2167,2944,2006,195,"Prov","F090",1695,1695,93.80000305,1,"",838,4,FALSE,3,7,FALSE,"14/7/2006","0/1/1900",0,1,""
"1697","60125",892,4435,2006,197,"Prov","F094",1696,1696,93.69999695,1,"",842,4,FALSE,3,7,FALSE,"16/7/2006","0/1/1900",0,0,""
"1698","60126",2840,46,2006,197,"Prov","F095",1697,1697,93.80000305,1,"",843,4,FALSE,3,7,FALSE,"16/7/2006","0/1/1900",0,0,""
"1699","60127",2167,2944,2006,199,"Prov","F090",1698,1698,93.69999695,1,"",838,4,FALSE,3,11,FALSE,"18/7/2006","0/1/1900",0,1,""
"1700","60128",206,2661,2006,199,"Prov","F091",1699,1699,93.80000305,1,"",839,4,FALSE,2,11,FALSE,"18/7/2006","0/1/1900",0,0,""
"1701","60129",2004,823,2006,199,"Prov","F096",1700,1700,93.69999695,1,"",844,4,FALSE,3,7,FALSE,"18/7/2006","0/1/1900",0,0,""
"1702","60130",929,984,2006,200,"Prov","F097",1701,1701,93.59999847,1,"",845,4,FALSE,2,7,FALSE,"19/7/2006","0/1/1900",0,0,""
"1703","60131",980,23,2006,201,"Prov","F098",1702,1702,93.40000153,1,"",846,4,FALSE,2,7,FALSE,"20/7/2006","0/1/1900",1,1,""
"1704","60132",892,4435,2006,201,"Prov","F094",1703,1703,93.69999695,1,"",842,4,FALSE,3,11,FALSE,"20/7/2006","0/1/1900",1,1,""
"1705","60133",2840,46,2006,201,"Prov","F095",1704,1704,93.69999695,1,"",843,4,FALSE,3,11,FALSE,"20/7/2006","0/1/1900",1,2,""
"1706","60134",2691,23,2006,203,"Inc","F106",1705,1705,93.80000305,NA,"",854,2,FALSE,4,12,FALSE,"22/7/2006","0/1/1900",1,0,""
"1707","60135",542,NA,2006,203,"Prov","F100",1706,1706,93.59999847,1,"",848,4,FALSE,4,7,FALSE,"22/7/2006","0/1/1900",1,0,""
"1708","60136",256,650,2006,203,"Inc","F104",1707,1707,93.69999695,NA,"",852,2,FALSE,5,12,FALSE,"22/7/2006","0/1/1900",1,0,""
"1709","60137",2004,823,2006,203,"Prov","F096",1708,1708,93.69999695,1,"",844,4,FALSE,3,11,FALSE,"22/7/2006","0/1/1900",1,0,""
"1710","60138",4380,4378,2006,204,"Prov","F099",1709,1709,93.80000305,1,"",847,4,FALSE,3,8,FALSE,"23/7/2006","0/1/1900",0,0,""
"1711","60139",622,2187,2006,204,"Prov","F101",1710,1710,93.69999695,1,"",849,4,FALSE,1,7,FALSE,"23/7/2006","0/1/1900",0,0,""
