DVDRef,DVDNumber,TapeLength,Protocol,Observer,BroodRef,Situation,Deaths,OffspringNo,Age,Wrong,DVDdate,DVDtime,Weather,Wind,Notes
6213,VR0117,,,,2464,2,FALSE,3,5,FALSE,20/5/2018,0/1/1900,1,1,
6214,VR0118,,,,2445,2,FALSE,4,11,FALSE,20/5/2018,0/1/1900,1,1,
6215,VR0119,,,,2446,2,FALSE,4,11,FALSE,20/5/2018,0/1/1900,0,1,
6216,VR0120,,,,2447,2,FALSE,4,11,FALSE,20/5/2018,0/1/1900,0,1,
6217,VR0121,,,,2448,2,FALSE,4,11,FALSE,20/5/2018,0/1/1900,0,1,
6218,VR0122,,,,2449,2,FALSE,3,11,FALSE,20/5/2018,0/1/1900,0,1,
6219,VR0123,,,,2453,2,FALSE,4,11,FALSE,21/5/2018,0/1/1900,1,1,
6220,VR0124,,,,2454,2,FALSE,5,11,FALSE,21/5/2018,0/1/1900,1,1,
6221,VR0125,,,,2450,1,FALSE,1,11,FALSE,21/5/2018,0/1/1900,1,1,
6222,VR0126,,,,2419,4,FALSE,2,6,FALSE,21/5/2018,0/1/1900,1,1,
6223,VR0127,,,,2462,2,FALSE,3,5,FALSE,21/5/2018,0/1/1900,1,1,
6224,VR0128,,,,2451,2,FALSE,4,11,FALSE,21/5/2018,0/1/1900,1,1,
6225,VR0129,,,,2452,2,FALSE,5,11,FALSE,21/5/2018,0/1/1900,1,1,
6226,VR0130,,,,2422,4,FALSE,3,6,FALSE,21/5/2018,0/1/1900,1,1,
6227,VR0131,,,,2421,4,FALSE,3,6,FALSE,22/5/2018,0/1/1900,1,1,
6228,VR0132,,,,2424,4,FALSE,3,6,FALSE,22/5/2018,0/1/1900,1,1,
6229,VR0133,,,,2425,4,FALSE,3,6,FALSE,22/5/2018,0/1/1900,1,1,
6230,VR0134,,,,2427,4,FALSE,3,6,FALSE,23/5/2018,0/1/1900,0,1,
6231,VR0135,,,,2423,4,FALSE,3,6,FALSE,23/5/2018,0/1/1900,0,1,
6232,VR0137,,,,2457,2,FALSE,5,10,FALSE,23/5/2018,0/1/1900,0,1,
6233,VR0138,,,,2456,2,FALSE,5,11,FALSE,23/5/2018,0/1/1900,0,1,
6234,VR0136,,,,2415,4,FALSE,3,10,FALSE,24/5/2018,0/1/1900,1,3,
6235,VR0139,,,,2416,4,FALSE,4,10,FALSE,24/5/2018,0/1/1900,1,3,
6236,VR0140,,,,2458,2,FALSE,4,12,FALSE,24/5/2018,0/1/1900,1,2,
6237,VR0141,,,,2459,2,FALSE,4,11,FALSE,24/5/2018,0/1/1900,1,2,
6238,VR0142,,,,2428,4,FALSE,3,6,FALSE,25/5/2018,0/1/1900,1,1,
6239,VR0143,,,,2419,4,FALSE,2,10,FALSE,25/5/2018,0/1/1900,1,1,
6240,VR0144,,,,2460,2,FALSE,4,11,FALSE,25/5/2018,0/1/1900,1,1,
6241,VR0145,,,,2431,4,FALSE,3,6,FALSE,25/5/2018,0/1/1900,1,1,
6242,VR0146,,,,2429,4,FALSE,1,6,FALSE,25/5/2018,0/1/1900,1,1,
6243,VR0147,,,,2461,2,FALSE,3,11,FALSE,25/5/2018,0/1/1900,1,1,
6245,VR0148,,,,2463,2,FALSE,3,11,FALSE,26/5/2018,0/1/1900,1,1,
6246,VR0149,,,,2430,4,FALSE,2,6,FALSE,26/5/2018,0/1/1900,1,1,
6247,VR0150,,,,2464,2,FALSE,3,11,FALSE,26/5/2018,0/1/1900,1,1,
6248,VR0152,,,,2432,4,FALSE,3,6,FALSE,26/5/2018,0/1/1900,1,1,
6249,VR0153,,,,2421,4,FALSE,2,10,FALSE,26/5/2018,0/1/1900,1,1,
6250,VR0154,,,,2424,4,FALSE,3,10,FALSE,26/5/2018,0/1/1900,1,1,
6251,VR0155,,,,2425,4,FALSE,3,10,FALSE,26/5/2018,0/1/1900,1,1,
6252,VR0156,,,,2427,4,FALSE,3,10,FALSE,27/5/2018,0/1/1900,0,3,
6253,VR0157,,,,2423,4,FALSE,3,10,FALSE,27/5/2018,0/1/1900,0,3,
6254,VR0158,,,,2444,4,FALSE,3,6,FALSE,27/5/2018,0/1/1900,0,3,
6255,VR0159,,,,2433,4,FALSE,3,6,FALSE,27/5/2018,0/1/1900,0,3,
6258,VR0160,,,,2462,2,FALSE,3,11,FALSE,27/5/2018,0/1/1900,0,3,
6259,VR0161,,,,2437,4,FALSE,3,6,FALSE,27/5/2018,0/1/1900,1,3,
6260,VR0162,,,,2441,4,FALSE,2,6,FALSE,27/5/2018,0/1/1900,1,3,
6261,VR0164,,,,2435,4,FALSE,2,6,FALSE,27/5/2018,0/1/1900,1,3,
6262,VR0165,,,,2436,4,FALSE,3,6,FALSE,27/5/2018,0/1/1900,1,3,
6264,VR0163,,,,2465,2,FALSE,4,5,FALSE,27/5/2018,0/1/1900,1,3,
6265,VR0166,,,,2443,4,FALSE,2,6,FALSE,28/5/2018,0/1/1900,0,0,
6266,VR0167,,,,2434,4,FALSE,1,6,FALSE,28/5/2018,0/1/1900,0,1,
6267,VR0168,,,,2438,4,FALSE,2,6,FALSE,28/5/2018,0/1/1900,0,1,
6268,VR0169,,,,2439,4,FALSE,3,6,FALSE,28/5/2018,0/1/1900,0,1,
6269,VR0171,,,,2442,4,FALSE,4,6,FALSE,28/5/2018,0/1/1900,0,1,
6270,VR0170,,,,2466,2,FALSE,5,5,FALSE,28/5/2018,0/1/1900,0,1,
6271,VR0172,,,,2428,4,FALSE,2,10,FALSE,29/5/2018,0/1/1900,0,2,
6272,VR0173,,,,2431,4,FALSE,3,10,FALSE,29/5/2018,0/1/1900,0,2,
6273,VR0174,,,,2467,2,FALSE,4,5,FALSE,29/5/2018,0/1/1900,0,2,
6274,VR0175,,,,2429,4,FALSE,1,10,FALSE,29/5/2018,0/1/1900,0,2,
6275,VR0176,,,,2446,4,FALSE,3,6,FALSE,29/5/2018,0/1/1900,0,2,
6276,VR0177,,,,2447,4,FALSE,2,6,FALSE,29/5/2018,0/1/1900,0,2,
6277,VR0178,,,,2453,4,FALSE,3,6,FALSE,29/5/2018,0/1/1900,0,2,
6278,VR0179,,,,2449,4,FALSE,3,6,FALSE,29/5/2018,0/1/1900,0,2,
6279,VR0180,,,,2430,4,FALSE,2,10,FALSE,30/5/2018,0/1/1900,2,2,
6280,VR0181,,,,2451,4,FALSE,3,6,FALSE,30/5/2018,0/1/1900,1,2,
6281,VR0182,,,,2455,4,FALSE,3,6,FALSE,30/5/2018,0/1/1900,1,2,
6282,VR0184,,,,2432,4,FALSE,3,10,FALSE,30/5/2018,0/1/1900,1,2,
6283,VR0185,,,,2454,4,FALSE,4,,FALSE,20/5/2018,0/1/1900,3,2,
6284,VR0186,,,,2448,4,FALSE,3,6,FALSE,30/5/2018,0/1/1900,3,2,
6285,VR0187,,,,2468,4,FALSE,3,,FALSE,30/5/2018,0/1/1900,1,1,
6286,VR0188,,,,2444,4,FALSE,3,10,FALSE,31/5/2018,0/1/1900,0,0,
6287,VR0189,,,,2433,4,FALSE,3,10,FALSE,31/5/2018,0/1/1900,0,0,
6288,VR0190,,,,2437,4,FALSE,3,10,FALSE,31/5/2018,0/1/1900,0,1,
6289,VR0191,,,,2441,4,FALSE,2,10,FALSE,31/5/2018,0/1/1900,0,1,
6290,VR0192,,,,2435,4,FALSE,1,10,FALSE,31/5/2018,0/1/1900,0,0,
6291,VR0193,,,,2436,4,FALSE,3,10,FALSE,31/5/2018,0/1/1900,0,0,
6292,VR0194,,,,2443,4,FALSE,2,10,FALSE,1/6/2018,0/1/1900,2,0,
6293,VR0197,,,,2434,4,FALSE,1,10,FALSE,1/6/2018,0/1/1900,2,0,
6294,VR0198,,,,2456,4,FALSE,3,6,FALSE,1/6/2018,0/1/1900,2,0,
6295,VR0199,,,,2438,4,FALSE,2,10,FALSE,1/6/2018,0/1/1900,2,0,
6296,VR0200,,,,2439,4,FALSE,3,10,FALSE,1/6/2018,0/1/1900,2,0,
6297,VR0201,,,,2442,4,FALSE,2,10,FALSE,1/6/2018,0/1/1900,2,0,
6298,VR0202,,,,2458,4,FALSE,3,6,FALSE,1/6/2018,0/1/1900,2,0,
6299,VR0204,,,,2460,4,FALSE,4,6,FALSE,2/6/2018,0/1/1900,0,1,
6300,VR0205,,,,2457,4,FALSE,4,6,FALSE,2/6/2018,0/1/1900,0,1,
6301,VR0208,,,,2465,2,FALSE,4,11,FALSE,2/6/2018,0/1/1900,0,1,
6302,VR0209,,,,2446,4,FALSE,3,10,FALSE,2/6/2018,0/1/1900,0,0,
6303,VR0210,,,,2447,4,FALSE,2,10,FALSE,2/6/2018,0/1/1900,0,1,
6304,VR0211,,,,2453,4,FALSE,3,10,FALSE,2/6/2018,0/1/1900,0,0,
6305,VR0212,,,,2459,4,FALSE,3,6,FALSE,2/6/2018,0/1/1900,0,0,
6306,VR0213,,,,2449,4,FALSE,3,10,FALSE,2/6/2018,0/1/1900,1,1,
6308,VR0214,,,,2463,4,FALSE,1,6,FALSE,3/6/2018,0/1/1900,0,1,
6309,VR0215,,,,2462,4,FALSE,2,6,FALSE,3/6/2018,0/1/1900,0,1,
6310,VR0216,,,,2454,4,FALSE,4,10,FALSE,3/6/2018,0/1/1900,1,0,
6311,VR0217,,,,2448,4,FALSE,3,10,FALSE,3/6/2018,0/1/1900,1,0,
6312,VR0218,,,,2451,4,FALSE,3,10,FALSE,3/6/2018,0/1/1900,1,1,
6313,VR0219,,,,2464,4,FALSE,2,6,FALSE,3/6/2018,0/1/1900,1,1,
6314,VR0220,,,,2455,4,FALSE,3,10,FALSE,3/6/2018,0/1/1900,1,1,
6315,VR0221,,,,2466,1,FALSE,5,11,FALSE,3/6/2018,0/1/1900,1,1,
6316,VR0222,,,,2467,2,FALSE,4,11,FALSE,4/6/2018,0/1/1900,0,1,
6317,VR0223,,,,2472,2,FALSE,4,5,FALSE,4/6/2018,0/1/1900,0,1,
6318,VR0225,,,,2456,4,FALSE,3,10,FALSE,5/6/2018,0/1/1900,1,3,
6319,VR0227,,,,2458,4,FALSE,3,10,FALSE,5/6/2018,0/1/1900,1,3,
6320,VR0229,,,,2460,4,FALSE,3,10,FALSE,6/6/2018,0/1/1900,1,1,
6321,VR0230,,,,2457,4,FALSE,3,10,FALSE,6/6/2018,0/1/1900,1,1,
6322,VR0231,,,,2459,4,FALSE,3,10,FALSE,6/6/2018,0/1/1900,1,1,
6323,VR0232,,,,2462,4,FALSE,1,10,FALSE,7/6/2018,0/1/1900,1,2,
6325,VR0233,,,,2475,2,FALSE,4,11,FALSE,7/6/2018,0/1/1900,1,2,
6326,VR0234,,,,2464,4,FALSE,2,10,FALSE,7/6/2018,0/1/1900,0,1,
6328,VR0235,,,,2476,2,FALSE,5,5,FALSE,7/6/2018,0/1/1900,0,1,
6329,VR0236,,,,2477,2,FALSE,4,5,FALSE,7/6/2018,0/1/1900,0,1,
6331,VR0237,,,,2474,2,FALSE,5,11,FALSE,7/6/2018,0/1/1900,1,1,
6332,VR0239,,,,2478,2,FALSE,4,5,FALSE,8/6/2018,0/1/1900,2,1,
6333,VR0240,,,,2468,4,FALSE,2,6,FALSE,8/6/2018,0/1/1900,2,1,
6334,VR0241,,,,2470,2,FALSE,4,11,FALSE,8/6/2018,0/1/1900,2,1,
6335,VR0243,,,,2481,2,FALSE,4,5,FALSE,9/6/2018,0/1/1900,1,0,
6336,VR0244,,,,2482,2,FALSE,4,5,FALSE,10/6/2018,0/1/1900,1,0,
6337,VR0245,,,,2483,2,FALSE,1,5,FALSE,10/6/2018,0/1/1900,1,0,
6338,VR0246,,,,2479,2,FALSE,3,14,FALSE,10/6/2018,0/1/1900,0,0,
6339,VR0247,,,,2472,2,FALSE,4,11,FALSE,10/6/2018,0/1/1900,0,0,
6340,VR0248,,,,2465,4,FALSE,3,6,FALSE,10/6/2018,0/1/1900,1,0,
6341,VR0249,,,,2484,2,FALSE,4,5,FALSE,11/6/2018,0/1/1900,0,0,
6342,VR0250,,,,2485,2,FALSE,1,5,FALSE,11/6/2018,0/1/1900,0,1,
6343,VR0251,,,,2473,2,FALSE,4,11,FALSE,11/6/2018,0/1/1900,0,1,
6344,VR0252,,,,2469,4,FALSE,3,6,FALSE,11/6/2018,0/1/1900,0,1,
6345,VR0253,,,,2486,2,FALSE,4,11,FALSE,11/6/2018,0/1/1900,0,1,
6346,VR0254,,,,2488,2,FALSE,4,5,FALSE,12/6/2018,0/1/1900,0,1,
6347,VR0255,,,,2467,4,FALSE,4,6,FALSE,12/6/2018,0/1/1900,0,3,
6348,VR0256,,,,2489,2,FALSE,4,5,FALSE,12/6/2018,0/1/1900,0,2,
6349,VR0257,,,,2490,2,FALSE,5,5,FALSE,12/6/2018,0/1/1900,0,1,
6350,VR0258,,,,2468,4,FALSE,2,10,FALSE,12/6/2018,0/1/1900,1,3,
6351,VR0259,,,,2491,2,FALSE,4,5,FALSE,12/6/2018,0/1/1900,1,3,
6352,VR0224,,,,2479,2,FALSE,3,8,FALSE,4/6/2018,0/1/1900,0,0,
6353,VR0195,,,,2475,2,FALSE,4,5,FALSE,1/6/2018,0/1/1900,2,0,
6354,VR0196,,,,2469,2,FALSE,5,11,FALSE,1/6/2018,0/1/1900,2,0,
6355,VR0203,,,,2474,2,FALSE,5,5,FALSE,1/6/2018,0/1/1900,2,0,
6356,VR0206,,,,2470,2,FALSE,4,5,FALSE,2/6/2018,0/1/1900,0,1,
6357,VR0226,,,,2473,2,FALSE,4,5,FALSE,5/6/2018,0/1/1900,1,3,
6358,VR0228,,,,2486,2,FALSE,4,5,FALSE,5/6/2018,0/1/1900,1,2,
6359,VR0238,,,,2480,2,FALSE,4,5,FALSE,7/6/2018,0/1/1900,1,1,
6360,VR0242,,,,2487,2,FALSE,4,5,FALSE,8/6/2018,0/1/1900,2,1,
6361,VR0260,,,,2466,4,FALSE,2,6,FALSE,12/6/2018,0/1/1900,0,3,
6362,VR0261,,,,2492,2,FALSE,4,5,FALSE,13/6/2018,0/1/1900,1,0,
6363,VR0262,,,,2493,2,FALSE,5,5,FALSE,13/6/2018,0/1/1900,1,0,
6364,VR0263,,,,2476,2,FALSE,5,11,FALSE,13/6/2018,0/1/1900,1,1,
6365,VR0264,,,,2477,2,FALSE,4,11,FALSE,13/6/2018,0/1/1900,1,1,
6366,VR0265,,,,2480,2,FALSE,4,11,FALSE,13/6/2018,0/1/1900,1,0,
6367,VR0266,,,,2478,2,FALSE,4,11,FALSE,14/6/2018,0/1/1900,0,3,
6368,VR0267,,,,2487,2,FALSE,4,11,FALSE,14/6/2018,0/1/1900,0,3,
6369,VR0268,,,,2465,4,FALSE,3,10,FALSE,14/6/2018,0/1/1900,0,3,
6370,VR0269,,,,2469,4,FALSE,3,10,FALSE,15/6/2018,0/1/1900,1,1,
6371,VR0270,,,,2474,4,FALSE,3,6,FALSE,15/6/2018,0/1/1900,1,1,
6372,VR0271,,,,2471,4,FALSE,3,6,FALSE,15/6/2018,0/1/1900,1,1,
6373,VR0272,,,,2494,2,FALSE,5,5,FALSE,16/6/2018,0/1/1900,1,3,
6374,VR0273,,,,2482,2,FALSE,4,11,FALSE,16/6/2018,0/1/1900,1,3,
6375,VR0274,,,,2483,2,FALSE,1,11,FALSE,16/6/2018,0/1/1900,1,3,
6376,VR0275,,,,2495,2,FALSE,4,5,FALSE,16/6/2018,0/1/1900,1,3,
6377,VR0276,,,,2496,2,FALSE,4,5,FALSE,16/6/2018,0/1/1900,1,3,
6378,VR0277,,,,2467,4,FALSE,3,10,FALSE,16/6/2018,0/1/1900,1,3,
6379,VR0278,,,,2481,2,FALSE,4,12,FALSE,16/6/2018,0/1/1900,1,3,
6380,VR0279,,,,2470,4,FALSE,3,6,FALSE,16/6/2018,0/1/1900,1,3,
6381,VR0280,,,,2466,4,FALSE,2,10,FALSE,16/6/2018,0/1/1900,1,3,
6382,VR0281,,,,2497,2,FALSE,4,5,FALSE,16/6/2018,0/1/1900,1,3,
6383,VR0282,,,,2498,2,FALSE,5,5,FALSE,16/6/2018,0/1/1900,1,3,
6384,VR0283,,,,2484,2,FALSE,4,11,FALSE,17/6/2018,0/1/1900,1,3,
6385,VR0284,,,,2500,2,FALSE,4,5,FALSE,17/6/2018,0/1/1900,1,3,
6386,VR0285,,,,2499,2,FALSE,4,5,FALSE,17/6/2018,0/1/1900,1,3,
6387,VR0286,,,,2475,4,FALSE,4,6,FALSE,17/6/2018,0/1/1900,1,3,
6388,VR0287,,,,2479,4,FALSE,3,6,FALSE,17/6/2018,0/1/1900,1,3,
6389,VR0288,,,,2485,2,FALSE,1,11,FALSE,17/6/2018,0/1/1900,1,3,
6390,VR0289,,,,2488,2,FALSE,4,11,FALSE,18/6/2018,0/1/1900,1,3,
6391,VR0290,,,,2501,2,FALSE,5,5,FALSE,18/6/2018,0/1/1900,1,3,
6392,VR0291,,,,2489,2,FALSE,4,11,FALSE,18/6/2018,0/1/1900,1,3,
6393,VR0292,,,,2490,2,FALSE,5,11,FALSE,18/6/2018,0/1/1900,1,3,
6394,VR0293,,,,2491,2,FALSE,4,11,FALSE,18/6/2018,0/1/1900,1,3,
6395,VR0294,,,,2492,2,FALSE,4,11,FALSE,19/6/2018,0/1/1900,1,3,
6396,VR0295,,,,2503,2,FALSE,5,5,FALSE,19/6/2018,0/1/1900,3,3,
6397,VR0296,,,,2493,2,FALSE,5,11,FALSE,19/6/2018,0/1/1900,3,3,
6398,VR0297,,,,2472,4,FALSE,3,6,FALSE,19/6/2018,0/1/1900,1,3,
6399,VR0298,,,,2502,2,FALSE,5,5,FALSE,19/6/2018,0/1/1900,3,3,
6401,VR0299,,,,2504,2,FALSE,4,5,FALSE,20/6/2018,0/1/1900,2,3,
6402,VR0300,,,,2470,4,FALSE,3,10,FALSE,20/6/2018,0/1/1900,2,3,
6403,VR0301,,,,2505,2,FALSE,2,5,FALSE,20/6/2018,0/1/1900,2,3,
6404,VR0302,,,,2507,2,FALSE,5,5,FALSE,21/6/2018,0/1/1900,0,3,
6405,VR0303,,,,2475,4,FALSE,4,10,FALSE,21/6/2018,0/1/1900,0,3,
6406,VR0304,,,,2508,2,FALSE,5,5,FALSE,21/6/2018,0/1/1900,0,3,
6407,VR0305,,,,2480,4,FALSE,4,6,FALSE,21/6/2018,0/1/1900,0,3,
6408,VR0306,,,,2479,4,FALSE,3,10,FALSE,21/6/2018,0/1/1900,0,3,
6409,VR0307,,,,2494,2,FALSE,5,11,FALSE,22/6/2018,0/1/1900,0,3,
6410,VR0308,,,,2495,2,FALSE,4,11,FALSE,22/6/2018,0/1/1900,0,1,
6411,VR0309,,,,2496,2,FALSE,4,11,FALSE,22/6/2018,0/1/1900,0,1,
6412,VR0310,,,,2509,2,FALSE,4,5,FALSE,22/6/2018,0/1/1900,0,1,
6413,VR0311,,,,2497,2,FALSE,4,11,FALSE,22/6/2018,0/1/1900,0,1,
6414,VR0312,,,,2476,4,FALSE,4,6,FALSE,22/6/2018,0/1/1900,0,3,
6415,VR0313,,,,2477,4,FALSE,3,6,FALSE,22/6/2018,0/1/1900,0,3,
6416,VR0314,,,,2487,4,FALSE,3,6,FALSE,22/6/2018,0/1/1900,0,3,
6417,VR0315,,,,2498,2,FALSE,5,11,FALSE,22/6/2018,0/1/1900,0,3,
6418,VR0316,,,,2510,2,FALSE,4,5,FALSE,22/6/2018,0/1/1900,0,3,
6419,VR0317,,,,2500,2,FALSE,4,11,FALSE,23/6/2018,0/1/1900,0,1,
6420,VR0318,,,,2478,4,FALSE,3,6,FALSE,23/6/2018,0/1/1900,0,1,
6421,VR0319,,,,2499,2,FALSE,4,11,FALSE,23/6/2018,0/1/1900,0,1,
6422,VR0320,,,,2483,4,FALSE,1,6,FALSE,23/6/2018,0/1/1900,0,1,
6423,VR0321,,,,2472,4,FALSE,3,10,FALSE,23/6/2018,0/1/1900,0,1,
6425,VR0322,,,,2511,2,FALSE,5,5,FALSE,23/6/2018,0/1/1900,0,1,
6426,VR0323,,,,2482,4,FALSE,2,6,FALSE,24/6/2018,0/1/1900,0,1,
6427,VR0324,,,,2512,2,FALSE,5,5,FALSE,24/6/2018,0/1/1900,0,1,
6428,VR0325,,,,2501,2,FALSE,5,11,FALSE,24/6/2018,0/1/1900,0,1,
6429,VR0326,,,,2513,2,FALSE,3,5,FALSE,24/6/2018,0/1/1900,0,1,
6430,VR0327,,,,2503,2,FALSE,5,11,FALSE,25/6/2018,0/1/1900,0,1,
6431,VR0328,,,,2488,4,FALSE,2,6,FALSE,25/6/2018,0/1/1900,0,1,
6432,VR0329,,,,2514,2,FALSE,4,5,FALSE,25/6/2018,0/1/1900,0,0,
6433,VR0330,,,,2515,2,FALSE,4,5,FALSE,25/6/2018,0/1/1900,0,0,
6434,VR0331,,,,2502,2,FALSE,5,11,FALSE,25/6/2018,0/1/1900,0,0,
6435,VR0332,,,,2480,4,FALSE,3,10,FALSE,25/6/2018,0/1/1900,0,0,
6436,VR0333,,,,2492,4,FALSE,3,6,FALSE,26/6/2018,0/1/1900,0,0,
6438,VR0334,,,,2516,2,FALSE,4,5,FALSE,26/6/2018,0/1/1900,0,0,
6439,VR0335,,,,2517,2,FALSE,2,5,FALSE,26/6/2018,0/1/1900,0,0,
6440,VR0336,,,,2504,2,FALSE,4,11,FALSE,26/6/2018,0/1/1900,0,0,
6441,VR0337,,,,2476,4,FALSE,3,10,FALSE,26/6/2018,0/1/1900,0,0,
6442,VR0338,,,,2441,4,FALSE,2,36,FALSE,26/6/2018,0/1/1900,0,0,
6443,VR0339,,,,2477,4,FALSE,3,10,FALSE,26/6/2018,0/1/1900,0,0,
6444,VR0340,,,,2490,4,FALSE,3,6,FALSE,26/6/2018,0/1/1900,0,0,
6445,VR0341,,,,2505,2,FALSE,2,11,FALSE,26/6/2018,0/1/1900,0,0,
6446,VR0342,,,,2506,4,FALSE,2,6,FALSE,26/6/2018,0/1/1900,0,0,
6447,VR0343,,,,2487,4,FALSE,3,10,FALSE,26/6/2018,0/1/1900,0,1,
6448,VR0344,,,,2507,2,FALSE,5,11,FALSE,27/6/2018,0/1/1900,0,1,
6449,VR0345,,,,2484,4,FALSE,1,6,FALSE,27/6/2018,0/1/1900,0,1,
6450,VR0346,,,,2493,4,FALSE,4,6,FALSE,27/6/2018,0/1/1900,0,1,
6451,VR0347,,,,2478,4,FALSE,2,10,FALSE,27/6/2018,0/1/1900,0,1,
6452,VR0348,,,,2483,4,FALSE,1,10,FALSE,27/6/2018,0/1/1900,0,1,
6453,VR0349,,,,2518,2,FALSE,4,5,FALSE,27/6/2018,0/1/1900,0,1,
6454,VR0350,,,,2519,2,FALSE,4,5,FALSE,27/6/2018,0/1/1900,0,1,
6455,VR0351,,,,2508,2,FALSE,5,11,FALSE,27/6/2018,0/1/1900,0,1,
6456,VR0352,,,,2520,2,FALSE,4,5,FALSE,27/6/2018,0/1/1900,0,1,
6457,VR0353,,,,2491,4,FALSE,1,6,FALSE,27/6/2018,0/1/1900,0,1,
6458,VR0354,,,,2482,4,FALSE,2,10,FALSE,28/6/2018,0/1/1900,0,3,
6459,VR0355,,,,2485,4,FALSE,2,6,FALSE,28/6/2018,0/1/1900,0,3,
6460,VR0356,,,,2509,2,FALSE,4,11,FALSE,28/6/2018,0/1/1900,0,3,
6461,VR0357,,,,2510,2,FALSE,4,11,FALSE,28/6/2018,0/1/1900,0,3,
6462,VR0358,,,,2488,4,FALSE,2,10,FALSE,29/6/2018,0/1/1900,0,1,
6463,VR0359,,,,2521,2,FALSE,5,5,FALSE,29/6/2018,0/1/1900,0,1,
6464,VR0360,,,,2511,2,FALSE,5,11,FALSE,29/6/2018,0/1/1900,0,1,
6465,VR0361,,,,2494,4,FALSE,2,6,FALSE,30/6/2018,0/1/1900,0,1,
6466,VR0362,,,,2492,4,FALSE,2,10,FALSE,30/6/2018,0/1/1900,0,1,
6467,VR0363,,,,2512,2,FALSE,5,11,FALSE,30/6/2018,0/1/1900,0,1,
6468,VR0364,,,,2522,2,FALSE,4,5,FALSE,30/6/2018,0/1/1900,0,1,
6469,VR0365,,,,2499,4,FALSE,3,6,FALSE,30/6/2018,0/1/1900,0,1,
6470,VR0366,,,,2506,4,FALSE,1,10,FALSE,30/6/2018,0/1/1900,0,1,
6471,VR0367,,,,2523,2,FALSE,4,5,FALSE,30/6/2018,0/1/1900,0,1,
6472,VR0368,,,,2495,4,FALSE,3,6,FALSE,30/6/2018,0/1/1900,0,1,
6473,VR0369,,,,2496,4,FALSE,2,6,FALSE,30/6/2018,0/1/1900,0,1,
6474,VR0370,,,,2489,4,FALSE,2,10,FALSE,30/6/2018,0/1/1900,0,1,
6475,VR0371,,,,2513,2,FALSE,3,11,FALSE,30/6/2018,0/1/1900,0,1,
6476,VR0372,,,,2490,4,FALSE,3,10,FALSE,30/6/2018,0/1/1900,0,1,
6477,VR0373,,,,2498,4,FALSE,3,6,FALSE,30/6/2018,0/1/1900,0,1,
6478,VR0374,,,,2484,4,FALSE,1,10,FALSE,1/7/2018,0/1/1900,0,1,
6479,VR0375,,,,2500,4,FALSE,3,6,FALSE,1/7/2018,0/1/1900,0,1,
6480,VR0376,,,,2493,4,FALSE,4,10,FALSE,1/7/2018,0/1/1900,0,1,
6481,VR0377,,,,2514,2,FALSE,4,11,FALSE,1/7/2018,0/1/1900,4,1,
6482,VR0378,,,,2515,2,FALSE,4,11,FALSE,1/7/2018,0/1/1900,4,3,
6483,VR0380,,,,2491,4,FALSE,1,10,FALSE,1/7/2018,0/1/1900,1,3,
6484,VR0381,,,,2497,4,FALSE,2,6,FALSE,1/7/2018,0/1/1900,4,3,
6485,VR0382,,,,2501,4,FALSE,3,6,FALSE,2/7/2018,0/1/1900,0,3,
6486,VR0383,,,,2516,2,FALSE,4,11,FALSE,2/7/2018,0/1/1900,0,3,
6487,VR0384,,,,2485,4,FALSE,2,10,FALSE,2/7/2018,0/1/1900,0,3,
6488,VR0385,,,,2518,2,FALSE,4,11,FALSE,3/7/2018,0/1/1900,0,3,
6489,VR0386,,,,2519,2,FALSE,4,11,FALSE,3/7/2018,0/1/1900,0,3,
6490,VR0387,,,,2502,4,FALSE,4,6,FALSE,3/7/2018,0/1/1900,0,3,
6491,VR0388,,,,2520,2,FALSE,4,11,FALSE,3/7/2018,0/1/1900,0,3,
6492,VR0389,,,,2494,4,FALSE,2,10,FALSE,4/7/2018,0/1/1900,1,1,
6493,VR0390,,,,2503,4,FALSE,4,6,FALSE,4/7/2018,0/1/1900,1,2,
6494,VR0391,,,,2495,4,FALSE,3,10,FALSE,4/7/2018,0/1/1900,1,1,
6495,VR0392,,,,2496,4,FALSE,2,10,FALSE,4/7/2018,0/1/1900,1,1,
6496,VR0393,,,,2504,4,FALSE,3,6,FALSE,4/7/2018,0/1/1900,1,1,
6497,VR0394,,,,2498,4,FALSE,3,10,FALSE,4/7/2018,0/1/1900,1,1,
6498,VR0395,,,,2500,4,FALSE,3,10,FALSE,5/7/2018,0/1/1900,0,1,
6499,VR0396,,,,2499,4,FALSE,3,11,FALSE,5/7/2018,0/1/1900,0,1,
6500,VR0397,,,,2497,4,FALSE,2,10,FALSE,5/7/2018,0/1/1900,0,1,
6501,VR0398,,,,2521,2,FALSE,5,11,FALSE,5/7/2018,0/1/1900,0,1,
6502,VR0399,,,,2507,4,FALSE,3,6,FALSE,6/7/2018,0/1/1900,1,1,
6503,VR0400,,,,2522,2,FALSE,4,11,FALSE,6/7/2018,0/1/1900,1,1,
6504,VR0401,,,,2523,2,FALSE,4,11,FALSE,6/7/2018,0/1/1900,1,1,
6505,VR0402,,,,2501,4,FALSE,3,10,FALSE,6/7/2018,0/1/1900,1,1,
6506,VR0403,,,,2509,4,FALSE,2,6,FALSE,6/7/2018,0/1/1900,0,1,
6507,VR0405,,,,2508,4,FALSE,3,6,FALSE,6/7/2018,0/1/1900,1,1,
