DVDRef,TapeLength,EffectiveLength,MaleFemaleOverlap,FemaleFeedCount,MaleFeedCount,FemaleFeedTime,FemaleNonFeedTime,MaleFeedTime,MaleNonFeedTime
500,93.80000305,85.30000305,0,18,7,11.80000019,1.299999952,1.799999952,0.300000012
505,93.80000305,93,0,10,9,37.79999924,0.400000006,35.70000076,2.700000048
509,93.80000305,92.59999847,0,22,18,30.29999924,,3.099999905,0.300000012
511,93.80000305,90.90000153,0.100000001,7,3,34.29999924,4.199999809,29.39999962,1.100000024
512,93.80000305,88.19999695,6.900000095,3,8,67.69999695,0.300000012,26.89999962,4.199999809
514,79.19999695,76.59999847,0,8,16,23.10000038,0.200000003,23.39999962,1.200000048
515,93.80000305,92.80000305,1.200000048,14,35,25,2.900000095,10.69999981,2.299999952
516,80.69999695,80.69999695,0.300000012,7,6,28.10000038,0.100000001,32.09999847,0.300000012
517,93.80000305,91,1.399999976,16,26,22,0.400000006,8,3
518,93.80000305,93.80000305,1.299999952,3,9,33.5,1.799999952,46.09999847,1
519,90.19999695,86.09999847,0.300000012,9,10,50.79999924,2.200000048,27.70000076,14.5
520,93.59999847,86.59999847,0,3,5,58.5,,15,8.399999619
521,93.69999695,75.69999695,0,7,7,29.29999924,0.300000012,3.400000095,1.299999952
522,93.69999695,87.69999695,0,4,8,27,0.800000012,38.5,1.700000048
523,93.69999695,91.30000305,0,9,,42.79999924,0.200000003,,
524,93.80000305,91.19999695,0,28,34,7.900000095,2.400000095,9.699999809,0.100000001
525,93.59999847,91.5,0,10,13,12,0.899999976,11.30000019,0.600000024
526,93.69999695,90.19999695,0,10,9,28.29999924,0.800000012,14.69999981,1.200000048
527,93.69999695,86.69999695,0.200000003,6,1,55.29999924,0.699999988,0.200000003,0.600000024
528,93.80000305,92.59999847,0.800000012,9,10,44.59999847,1.700000048,4.900000095,1.100000024
529,93.80000305,93.19999695,0.699999988,6,5,58.20000076,0.5,19.29999924,1.399999976
530,93.69999695,91.69999695,0,4,7,26.60000038,1.399999976,43.40000153,1.600000024
532,93.59999847,91.69999695,0,5,,68,1.299999952,,
533,93.80000305,87.80000305,0.600000024,11,17,24.70000076,0.100000001,20,2.200000048
534,93.59999847,85.5,5.099999905,5,7,44.79999924,0.200000003,40.40000153,1.5
535,93.69999695,90.80000305,0,18,1,47.79999924,1.799999952,10.30000019,0.200000003
536,90,81.90000153,1.799999952,8,10,55,0.100000001,3.099999905,0.899999976
537,93.69999695,91,0.5,14,23,39,1.299999952,21.5,1.899999976
538,93.80000305,88.69999695,0.100000001,7,13,27.89999962,1.600000024,36.29999924,2.700000048
539,93.40000153,88.59999847,0,11,12,30.79999924,0.699999988,5.199999809,4.199999809
540,93.59999847,91,0,15,,45.70000076,1,,
541,93.69999695,91.09999847,1.600000024,13,15,32.09999847,0.899999976,20.5,0.400000006
542,93.59999847,92.19999695,0,17,17,22.10000038,4,8,2
543,93.59999847,90.59999847,2.299999952,15,11,46.90000153,5.5,4.400000095,1.899999976
544,93.69999695,87.80000305,0,6,,43.90000153,1,,0.400000006
545,93.80000305,87,0.100000001,8,7,36.59999847,2.200000048,31,0.899999976
546,93.69999695,86.09999847,0.200000003,8,6,28.10000038,0.100000001,44.09999847,0.800000012
547,93.80000305,88.5,1.100000024,30,14,15.89999962,0.400000006,4.400000095,3.299999952
548,93.69999695,88.30000305,0.699999988,13,12,21.20000076,0.100000001,32.20000076,6.099999905
549,87.80000305,84.19999695,0,3,,64.19999695,0.300000012,,
550,93.80000305,83.5,1.5,11,10,47.59999847,1.600000024,4.800000191,0.800000012
551,93.69999695,85.5,0,13,5,20.39999962,3.400000095,1.600000024,0.5
552,93.80000305,90.5,0,6,5,13.19999981,1.399999976,2.799999952,0.5
553,93.80000305,86.69999695,0,6,,34.09999847,11.39999962,,
554,93.59999847,87.90000153,0,16,,11.10000038,0.300000012,,
555,93.69999695,92.5,0,10,2,13.30000019,,0.300000012,0.100000001
556,93.59999847,88.59999847,0,12,5,16,0.300000012,3.099999905,
557,93.69999695,90.40000153,0,8,9,14.89999962,0.5,15.5,0
558,91.09999847,88.09999847,0,13,6,53.70000076,0.5,27.29999924,0.200000003
579,93.69999695,88.69999695,0.400000006,13,10,45.70000076,0.400000006,22.70000076,2.599999905
619,93.5,82.59999847,0,15,7,10.19999981,2,4.5,0.100000001
694,93.5,91.80000305,0.100000001,12,9,49.90000153,1.100000024,20.29999924,1.899999976
696,93.69999695,93.69999695,0,7,4,67,0.300000012,23,4.099999905
702,93.59999847,90.69999695,0.100000001,7,2,69.40000153,2.799999952,0.300000012,1
703,93.69999695,87.30000305,0.300000012,11,16,39.90000153,0.600000024,9.5,2
704,93.59999847,91.69999695,4.699999809,11,13,52.5,2,23.39999962,1.100000024
705,93.69999695,93.69999695,0,9,6,43.70000076,,32,0.200000003
706,93.69999695,91.69999695,1.600000024,10,12,42.40000153,0.100000001,28.5,0.600000024
712,93.5,93.5,0.600000024,8,9,36.5,0,46.29999924,0.5
715,93.69999695,91.80000305,0.300000012,10,15,53.40000153,0,34.29999924,0.100000001
716,93.69999695,89,2.5,14,14,68.69999695,0.300000012,6,0.899999976
717,94,94,0,12,15,53.70000076,,16.10000038,0.400000006
718,94,92.09999847,0,26,17,29.39999962,,26.89999962,0.100000001
719,93.69999695,87.30000305,2.099999905,10,15,36,0.800000012,33.40000153,2
720,92,89.5,0.300000012,12,11,44.09999847,,24.20000076,
721,89.40000153,84.90000153,1.399999976,6,7,45.20000076,,25.29999924,0.600000024
722,93.59999847,92.40000153,0.699999988,12,12,48.90000153,,27,0.300000012
723,93.59999847,92.19999695,0.5,7,12,26.79999924,,34.29999924,1.799999952
724,93.80000305,92.09999847,1,12,14,50,,20.79999924,
725,93.69999695,93.69999695,0.200000003,12,17,40.70000076,,29.79999924,
726,93.69999695,90.19999695,0,29,11,43.29999924,0.899999976,5.599999905,3.299999952
727,93.5,89.5,0,22,1,16.89999962,0.699999988,0.400000006,2.200000048
728,93.69999695,90.40000153,1.899999976,15,13,43.20000076,0.300000012,21.5,0.100000001
732,93.80000305,91.30000305,0.600000024,15,13,42.79999924,1.100000024,22.39999962,11.10000038
733,93.80000305,93.80000305,2.299999952,16,20,36,2.599999905,46.09999847,4.099999905
734,81,81,0.699999988,13,21,35.5,1.299999952,6.5,8.100000381
735,80,80,1.600000024,7,9,55.40000153,,18.89999962,0.200000003
736,93.69999695,89.19999695,0.899999976,6,10,33.5,0.200000003,15.39999962,1
737,93.69999695,93.69999695,5.400000095,11,30,39.40000153,0.5,7.699999809,2.099999905
738,93.69999695,92,0,12,10,38,,49.70000076,2.299999952
739,93.69999695,66.80000305,0,3,,41.90000153,,,1.299999952
740,93.69999695,93.69999695,4.5,16,17,36.09999847,0.200000003,30.10000038,8.399999619
741,93.69999695,93.09999847,1.200000048,11,11,48.29999924,,21.79999924,0.699999988
742,93.5,90.90000153,0,26,,24.60000038,1.600000024,,
743,62.40000153,60.90000153,0.200000003,9,6,19.60000038,0.5,8.300000191,0.899999976
745,93.69999695,92.19999695,0,20,10,49.09999847,0.100000001,13.30000019,3.200000048
746,93.69999695,92,2.200000048,15,14,51.70000076,0.200000003,17.39999962,0.200000003
747,93.80000305,92.40000153,0.400000006,28,16,50.59999847,,25.20000076,2.299999952
748,93.69999695,89.69999695,0,8,9,23.20000076,0.400000006,47,
749,93.69999695,93.19999695,2.299999952,10,25,50.5,,11.69999981,0.200000003
750,93.90000153,92.40000153,1.100000024,6,12,51.5,,20.5,6.199999809
751,94,90.59999847,0.800000012,13,17,25.70000076,1.700000048,7.099999905,5.699999809
753,93.5,89.30000305,0.600000024,11,12,23.39999962,0.5,17.70000076,0.5
755,93.5,89.80000305,4.800000191,13,21,61.29999924,,5.800000191,7.099999905
756,91.69999695,91.69999695,2.400000095,10,23,53.79999924,,28.39999962,3.200000048
757,93.69999695,85.59999847,1,10,12,19.79999924,2.599999905,25.20000076,0.400000006
758,93.69999695,88.09999847,0,6,4,65.30000305,0.300000012,18.79999924,4.199999809
759,93.90000153,90.59999847,0.899999976,20,20,27.5,8.300000191,15.30000019,1.100000024
760,93.69999695,91.5,4.099999905,24,14,33.40000153,0.400000006,7.199999809,14.89999962
761,93.5,89.19999695,0,,26,,,23.79999924,0.300000012
762,90.80000305,90.40000153,0.600000024,22,10,39.70000076,,8.199999809,2
763,88.5,52.5,0.100000001,1,1,0.300000012,0.300000012,0.300000012,2
764,94,90.5,0,16,9,63.29999924,0.400000006,8.300000191,0.699999988
765,93.5,91,0.100000001,11,10,40.70000076,1.100000024,38,0.200000003
766,93.69999695,87,0,21,2,36.90000153,0.5,1.600000024,
767,93.69999695,93.69999695,0.100000001,10,7,59.5,0.100000001,1.700000048,0.400000006
768,90,72.59999847,0,8,,16.89999962,7.099999905,,
769,95,93.5,0,8,2,76.30000305,0.5,1,10.5
779,93.5,90,1.799999952,25,16,20.29999924,3.099999905,27,12.30000019
780,93,89.80000305,0,26,13,26.5,0.600000024,5.699999809,7.900000095
781,93.69999695,90.90000153,0,26,,25.60000038,1.700000048,,
782,93.69999695,86.80000305,0.100000001,36,4,18.89999962,3.700000048,0.699999988,0
789,93.69999695,90.5,0,21,13,20,0.400000006,3.900000095,2.200000048
790,93.69999695,90.19999695,0.400000006,18,19,42.5,2.700000048,6.099999905,
792,93.80000305,92.59999847,1.899999976,6,5,58.20000076,0.5,26.60000038,0.5
797,93.80000305,78.80000305,0,15,,24,0.5,,0
798,93.80000305,91.59999847,0.400000006,11,17,61.40000153,1.100000024,10,1.600000024
799,93.69999695,89,1.200000048,10,15,50.79999924,,31.79999924,1.299999952
800,93.69999695,91.5,0,19,,50.29999924,0.400000006,,3.599999905
803,90,88.59999847,2,23,44,43.29999924,0.200000003,8.199999809,0.400000006
811,90,87.30000305,0.300000012,13,12,27.39999962,0.5,9,0.100000001
812,93.69999695,89.90000153,0,17,13,34,1.399999976,1.700000048,
813,93.69999695,93.09999847,0,21,15,27.5,1.299999952,19.5,4.699999809
815,93.69999695,92.30000305,0,10,5,48.20000076,0.5,15.69999981,
817,93.5,90.09999847,0.100000001,10,15,48.20000076,,19.70000076,3.599999905
843,93.69999695,91.90000153,0,33,,9.899999619,4.800000191,,17.79999924
844,93.69999695,91.40000153,0,27,23,15.69999981,,6.199999809,
845,93.69999695,90.30000305,0,13,12,31.39999962,0.200000003,1.299999952,0.300000012
852,93.90000153,85.59999847,0.200000003,27,18,22.70000076,0.5,2.400000095,4.400000095
854,94,90.5,0,37,17,15.60000038,1.399999976,5.599999905,8.399999619
921,93.90000153,92.40000153,0.100000001,17,35,28.5,,23.29999924,1.5
924,93.5,91.5,0.699999988,19,12,24,,13.30000019,0.400000006
933,92,89.30000305,0.300000012,16,16,20.10000038,2.799999952,30.79999924,0.600000024
934,93.69999695,91.80000305,1.799999952,10,13,51.29999924,,15,0.400000006
935,93.69999695,83,0,,10,,,55.90000153,
936,94,92.5,2.099999905,11,14,42.09999847,,23,0.699999988
937,92,88.30000305,0,19,6,44.40000153,,4.599999905,7.900000095
938,93.80000305,93.80000305,2.799999952,17,37,34.20000076,0.699999988,18.20000076,2.900000095
951,90,88.80000305,0.200000003,19,15,59.20000076,,13,
959,93.69999695,84.5,0,22,1,47.59999847,,0.200000003,
972,93,91.80000305,0.300000012,46,15,25.89999962,,6.800000191,0.600000024
973,93.5,92.09999847,0.5,26,17,33.70000076,,5.300000191,10.5
985,93.69999695,89.09999847,0,4,7,33.59999847,,46.59999847,
990,93.80000305,92.40000153,0.400000006,24,18,17.5,3,4.699999809,6.599999905
992,93.69999695,91,0,36,6,25.29999924,3.299999952,1,0.300000012
993,93.69999695,92.19999695,0,26,13,26,1.5,5.5,8.300000191
1012,93.69999695,93.30000305,0.200000003,22,20,6.599999905,0.5,11.10000038,0.800000012
1013,92.59999847,90.09999847,0,20,7,17.70000076,3.099999905,3,0.300000012
1014,92.69999695,89.69999695,0.400000006,19,4,34.20000076,2.700000048,0.899999976,2.5
1019,93.69999695,92.5,0.100000001,19,18,44.5,2.299999952,4.300000191,1.700000048
1020,93.69999695,93.69999695,0,15,,64.59999847,0.899999976,,
1022,93.5,93.5,2.700000048,22,29,37,0.699999988,20.29999924,2.299999952
1029,91.5,87,0.100000001,21,25,31.20000076,2.700000048,9.399999619,0.5
1036,93.69999695,91.59999847,0,5,12,12.5,0.100000001,47.40000153,0.899999976
1040,93.5,89.09999847,0.400000006,32,13,23.5,1.399999976,6.099999905,5.099999905
1046,93.69999695,91.5,0,15,15,37,0.600000024,2.599999905,1.200000048
1048,93.59999847,68.09999847,0,19,,2.400000095,5.099999905,,
1051,85,79.69999695,0.300000012,16,18,29.10000038,0.600000024,18.79999924,1.200000048
1056,93.80000305,91.69999695,1.5,16,17,55.40000153,0.300000012,13.69999981,0.5
1061,92.30000305,91,0.5,24,25,22.20000076,3.099999905,5.800000191,2
1062,93.69999695,85.80000305,0,11,,51.79999924,3.799999952,,
1063,93.69999695,85.90000153,0.100000001,15,16,29.29999924,1,5.800000191,2.099999905
1064,93.69999695,88.69999695,0,32,29,9.300000191,4.099999905,4.199999809,0.800000012
1066,93.69999695,91.40000153,0,1,,0.300000012,0.300000012,,0.699999988
1068,93.69999695,92,0,19,,14.39999962,1.899999976,,
1072,93.80000305,89.09999847,0.699999988,11,17,42.29999924,1.799999952,4.199999809,3.400000095
1075,93.69999695,88.30000305,0,7,,47.70000076,1.299999952,,5.800000191
1076,93.69999695,91.90000153,0.800000012,6,18,35,2.900000095,15.39999962,4.599999905
1077,93.80000305,90.19999695,0,7,14,30.60000038,1.5,13.60000038,1.899999976
1082,93.80000305,89,0,22,15,13,1.5,2.299999952,1.200000048
1084,93.69999695,91.30000305,0,33,11,5.5,0.600000024,1.799999952,0.200000003
1090,93.69999695,90.69999695,0.300000012,16,16,21.89999962,,26.5,0.300000012
1091,93.90000153,91.59999847,0,29,13,19.20000076,3.299999952,2.299999952,0.100000001
1093,93.30000305,92.09999847,0.200000003,20,10,51.29999924,1.700000048,2.700000048,0.5
1094,93.80000305,92.69999695,0.400000006,22,35,30.5,0.899999976,14.19999981,1.399999976
1095,92,90.90000153,0,50,1,30.29999924,4.599999905,0.100000001,3.299999952
1103,93.59999847,89.80000305,0,16,,47.09999847,,,0.300000012
1104,92.69999695,89,0,17,,48.5,8.699999809,,
1105,93.19999695,85,0.200000003,12,15,13.5,1.200000048,3.099999905,1.700000048
1112,93.59999847,83.19999695,0.899999976,12,12,26.70000076,1,2.700000048,3.5
1115,93.59999847,89.59999847,2.099999905,11,16,49.79999924,0.400000006,17.70000076,2.099999905
1116,93.80000305,92,0.800000012,23,42,12.19999981,2.900000095,10,1.600000024
1117,93.59999847,89.59999847,3.200000048,21,24,21.5,1.600000024,13.80000019,1.200000048
1125,93.69999695,90.90000153,0.600000024,11,30,5.099999905,1.200000048,5.900000095,2.5
1127,93.69999695,88.30000305,0.400000006,14,6,51.79999924,0.600000024,1.100000024,2.900000095
1128,93.69999695,91.09999847,0.800000012,9,20,20.89999962,0.800000012,39,8.600000381
1129,93.40000153,91.59999847,0.899999976,20,15,13.60000038,0.100000001,24.29999924,1.299999952
1136,93.30000305,91,0.100000001,9,10,25.89999962,0.300000012,7.900000095,1.299999952
1137,93.5,90.80000305,1.899999976,16,22,35.29999924,4.400000095,16.39999962,16.5
1138,93.69999695,91.40000153,2,19,22,28.29999924,1.299999952,17.39999962,4.400000095
1146,93.5,93,0.300000012,11,10,44.79999924,0.400000006,28.89999962,4.400000095
1147,93.69999695,92,0,10,22,38.29999924,0.600000024,10,0.899999976
1148,93.5,92.30000305,0,19,21,25.39999962,0.600000024,9.699999809,2.400000095
1155,93.80000305,91.69999695,3.099999905,8,9,45.5,0.300000012,13.10000038,8.800000191
1162,77,77,1.399999976,25,14,19.70000076,1.100000024,31.39999962,2.200000048
1163,93.69999695,90,1.299999952,10,19,12.30000019,1.600000024,23.70000076,0.800000012
1164,93.59999847,83.69999695,1.5,11,17,41,0.300000012,10.5,5
1165,93.80000305,90.30000305,0.200000003,24,28,8.699999809,2.5,5.900000095,2.099999905
1166,93.69999695,90.80000305,0.699999988,13,10,34.29999924,2.799999952,23.70000076,13.10000038
1177,93.40000153,92.59999847,1.200000048,21,31,21.89999962,4.699999809,13.69999981,2.099999905
1183,94,91.19999695,0,11,10,62.20000076,,16.5,7.400000095
1184,93.59999847,89.80000305,0.200000003,9,12,46.79999924,,34.40000153,0.200000003
1185,93,91,0,14,13,22.39999962,0.899999976,3.400000095,0.600000024
1186,93.5,90.69999695,0,9,8,34.29999924,0.200000003,32.20000076,2.200000048
1187,93.09999847,84.19999695,0.699999988,9,5,37.70000076,3.700000048,6.599999905,4.800000191
1195,93.59999847,91.19999695,0.100000001,13,10,38.20000076,1.5,14.19999981,0.100000001
1210,93.5,91.5,0,15,13,44.70000076,,11.10000038,2.299999952
1211,93.5,90.69999695,0,6,4,48.70000076,,31.20000076,2
1221,93.69999695,92.69999695,0,23,1,27.20000076,0.699999988,0.100000001,
1222,93.69999695,91.40000153,0,24,,45.29999924,,,
1223,93.69999695,92.19999695,0.100000001,14,17,23.39999962,1.100000024,3.099999905,
1224,93,92,0,8,9,69.69999695,,11.60000038,1.600000024
1228,93.69999695,92.40000153,0.100000001,18,21,16.5,1.600000024,15,0.400000006
1230,93.59999847,89.5,0,30,15,7.199999809,1.5,6.099999905,1
1233,76,73,0.100000001,37,2,14.10000038,1.799999952,1.100000024,
1243,93.69999695,92.80000305,0,30,4,33.59999847,0.300000012,0.400000006,0.100000001
1244,93,92.69999695,0.600000024,22,27,29.10000038,0.200000003,8.899999619,0.300000012
1246,93.80000305,90.19999695,0.300000012,15,14,34.90000153,0.200000003,2.900000095,0.5
1256,93.59999847,90.30000305,0,10,6,8.800000191,1.200000048,13.39999962,11.19999981
1257,93.69999695,87.59999847,0,28,19,18.60000038,1.899999976,6.300000191,0.699999988
1264,93.69999695,89.69999695,0.200000003,5,9,49.09999847,1.5,24.39999962,26.29999924
1266,93.19999695,90.69999695,0,22,,14.80000019,10.60000038,,
1267,93.5,93.5,1.799999952,18,23,36,0.300000012,11.60000038,0.100000001
1270,93.69999695,90,2.400000095,14,13,24.79999924,1.100000024,34.5,0.5
1291,93.80000305,91.19999695,0.600000024,21,23,15.39999962,1.100000024,9.399999619,0.5
1293,93.69999695,93.19999695,0.200000003,17,36,9,6.5,7.599999905,0.5
1299,93.5,83.80000305,0.899999976,16,17,31.89999962,0.5,5,1.399999976
1302,93.59999847,93.59999847,1.200000048,13,16,13.89999962,2.599999905,12.10000038,0.899999976
1308,93.80000305,92.30000305,0,13,17,7.900000095,3.099999905,12.39999962,42.09999847
1309,93.69999695,91.90000153,0,32,,39.59999847,4.400000095,,
1313,93.5,91.59999847,0,11,13,8.199999809,1.299999952,8.100000381,3.099999905
1326,93.90000153,92.19999695,0,15,10,36.70000076,1.200000048,18.79999924,2.799999952
1333,93.30000305,93.19999695,0,26,7,30.10000038,4.699999809,5.400000095,0.800000012
1344,93.69999695,93.30000305,0.300000012,16,8,17.79999924,2.900000095,4.199999809,2.099999905
1349,93.59999847,91.30000305,0,27,8,17.60000038,2.799999952,5.5,2.099999905
1350,93.5,92.09999847,3.900000095,13,13,47.59999847,1.899999976,18.5,4.099999905
1351,93.19999695,89.80000305,0.300000012,19,11,19.10000038,1,1.100000024,0
1352,93.69999695,93.09999847,0.100000001,11,6,35.20000076,1.5,18.60000038,1.899999976
1353,93.09999847,88.40000153,0,8,8,54.20000076,1.399999976,6.599999905,1.399999976
1356,93.80000305,85.09999847,0,14,4,46,2.299999952,6.800000191,4.5
1364,93.40000153,91.30000305,0,4,9,33.59999847,0.5,17.60000038,10
1372,93.69999695,92,0,15,16,32.70000076,0.400000006,21.5,1.600000024
1373,93.59999847,92.40000153,0,29,8,21.60000038,2.200000048,1.200000048,2.799999952
1383,93.5,92,0.100000001,10,13,24.39999962,1,17.79999924,1.100000024
1386,93.40000153,91.19999695,0,1,2,0.5,1.200000048,3.099999905,13.5
1397,93.69999695,91,0.699999988,6,13,24.79999924,0.100000001,3.599999905,0.899999976
1401,93.69999695,88.09999847,3.599999905,9,11,44.40000153,1.700000048,11.10000038,4.900000095
1403,93.19999695,92.40000153,0,24,14,9.600000381,0.899999976,10.60000038,5.400000095
1414,93.69999695,92,0.200000003,6,11,22.29999924,1.700000048,34.59999847,2.900000095
1415,93.69999695,92.19999695,0.100000001,9,12,35.20000076,0.400000006,41,0.600000024
1416,93.59999847,93.09999847,0.300000012,8,11,32.70000076,,45.79999924,4
1418,93.69999695,91.90000153,0.400000006,17,26,48.40000153,0.899999976,8.699999809,1.799999952
1425,93.09999847,92.19999695,1.100000024,16,27,30.20000076,1.100000024,8.100000381,2.700000048
1426,93.69999695,90.59999847,1.600000024,16,19,31.60000038,0.899999976,33.29999924,1.799999952
1434,93.59999847,91.59999847,0.899999976,11,18,44.09999847,0.400000006,18.89999962,1.600000024
1440,93.69999695,91.59999847,0,16,11,40.5,0.899999976,3.599999905,1.700000048
1441,90.69999695,90.19999695,0,13,12,23.70000076,0.200000003,20.29999924,
1442,93.69999695,90.69999695,1.200000048,15,19,33.70000076,1.600000024,24.10000038,1.899999976
1447,92.40000153,90.40000153,0.100000001,7,18,15.80000019,0.400000006,24.39999962,18.89999962
1449,93.59999847,88.09999847,0.200000003,38,14,8.199999809,0.699999988,1.5,6.099999905
1450,93.69999695,93.69999695,0.100000001,9,9,56.59999847,2,27.79999924,1.399999976
1452,93.80000305,86.80000305,0.300000012,17,21,37.90000153,0.400000006,11,1.600000024
1454,93.09999847,91,1,6,9,43.40000153,2.099999905,31.5,3.299999952
1457,93.30000305,90.69999695,0.400000006,10,21,20.70000076,0.300000012,27.39999962,0.600000024
1458,93.5,87.5,0,13,14,14.30000019,1.899999976,32.20000076,1.700000048
1459,93.59999847,92.40000153,0.400000006,21,29,25.10000038,0.400000006,16,3.400000095
1463,93.59999847,88.30000305,0.200000003,36,18,14.19999981,2.400000095,3.099999905,2.5
1464,92.90000153,91.30000305,0,26,11,36.59999847,0.300000012,2.099999905,0.300000012
1465,93.5,91.69999695,0.100000001,16,13,10.5,1.200000048,4.199999809,0.200000003
1466,93.80000305,86.80000305,0,25,44,7,1.200000048,10.80000019,2
1467,93.69999695,91.30000305,2.700000048,35,25,25.10000038,3.400000095,43.59999847,7.5
1469,93.69999695,89.80000305,1.100000024,12,9,41.20000076,0.300000012,17.20000076,0.800000012
1472,93.69999695,90.80000305,0,23,3,25.20000076,0.300000012,0.600000024,1.200000048
1473,93.5,91.59999847,0.400000006,9,25,22.89999962,1.799999952,19.10000038,2.599999905
1474,93.80000305,92,0.300000012,7,8,40.40000153,0.200000003,27.70000076,0.699999988
1475,93.69999695,90.90000153,0,6,11,36.5,0.600000024,42.29999924,2.400000095
1476,93.5,87.19999695,0,5,,73.40000153,,,
1477,93.5,91.30000305,1.100000024,11,31,26.5,0.200000003,17.60000038,
1480,93.5,92.59999847,0.100000001,14,25,32.29999924,2.799999952,21.79999924,3.299999952
1481,93.5,92.40000153,0.400000006,22,17,36.20000076,2.900000095,12.39999962,0.300000012
1482,93.59999847,92.19999695,0.600000024,15,9,33.59999847,0.5,14.5,3.5
1488,93.69999695,76.5,0,5,,46.90000153,4.400000095,,
1490,93.69999695,92,0.300000012,23,15,9.300000191,0.100000001,2.5,1.799999952
1494,93.69999695,93.69999695,0,8,20,30.60000038,,4.900000095,19.29999924
1495,93.59999847,91.59999847,0.5,17,16,41.59999847,0.5,7,0.200000003
1496,93.5,91.30000305,0,17,7,28.5,0.200000003,9.800000191,
1497,93.59999847,92.19999695,1.100000024,15,12,39.79999924,1.100000024,32.5,
1498,93.80000305,90.59999847,0.899999976,13,17,49.09999847,0.200000003,11.89999962,9.300000191
1499,93.69999695,93.69999695,1.100000024,9,11,28,2.5,3.599999905,2.599999905
1500,94,89.19999695,0.899999976,19,16,21.60000038,5,31.60000038,21
1501,93.69999695,90,1.700000048,9,14,42.79999924,0.200000003,5.300000191,0.699999988
1503,93.80000305,90.90000153,2.700000048,8,11,40.90000153,1.399999976,31.60000038,1.600000024
1504,93.90000153,92.09999847,0.5,12,19,29.60000038,0.5,6,3.799999952
1505,93.5,92.69999695,0.300000012,17,27,9.399999619,6.099999905,5.5,2.299999952
1506,94,92.90000153,0.200000003,20,16,27.5,,4.099999905,0.100000001
1508,93.59999847,86.09999847,0,6,,50.20000076,0.400000006,,
1509,94,93,0,21,19,20.10000038,1.399999976,8,0.100000001
1515,93.69999695,89.59999847,0,10,12,25.10000038,,12.89999962,
1516,93.69999695,91.30000305,0,9,8,10.5,0.800000012,1.399999976,0.600000024
1519,93.90000153,91.69999695,1.700000048,20,16,33.40000153,2.5,19.29999924,0.600000024
1520,93.69999695,91,0.699999988,17,22,11.10000038,3.900000095,7,0
1521,93.69999695,90.5,0,16,7,12.80000019,0.400000006,3.099999905,
1526,93.69999695,88.80000305,0,9,,46.70000076,0.300000012,,0.100000001
1527,93.59999847,91.19999695,0,20,10,11.10000038,0.200000003,3.200000048,0.5
1528,93.69999695,92.69999695,0.400000006,30,10,14.80000019,0.800000012,7.900000095,3.900000095
1533,94,89.5,1.100000024,17,18,27.39999962,,6.599999905,
1535,93.69999695,89.09999847,0,8,17,6.099999905,1.5,6.300000191,0.600000024
1536,93.5,91.59999847,0,9,,46.09999847,0.100000001,,
1542,93.69999695,91.09999847,0,25,14,7.199999809,1.700000048,3.799999952,0.400000006
1543,92.80000305,66.80000305,0,,5,,0.600000024,48.90000153,1.5
1544,93.69999695,89.69999695,0.400000006,58,12,14.30000019,1.299999952,4.199999809,7
1551,93.69999695,92.09999847,1.299999952,32,20,23.89999962,1.200000048,9.300000191,0.699999988
1554,91,90.40000153,0,10,,43.90000153,0.5,,
1557,93.80000305,91.90000153,0.200000003,13,22,23.39999962,0.400000006,7.300000191,3.200000048
1558,93.80000305,91.59999847,0.300000012,15,18,40.70000076,1.299999952,7.400000095,0.800000012
1560,93.69999695,92.59999847,0,29,13,9.899999619,0.699999988,3.099999905,1
1561,93.80000305,93,0.200000003,23,32,9.699999809,1.799999952,4.099999905,
1562,94,93,0.800000012,15,9,21.89999962,0.100000001,14.80000019,0.100000001
1563,93.80000305,93.80000305,0.5,26,11,16.29999924,,2.400000095,
1564,93.69999695,91.19999695,0.400000006,21,5,42.70000076,0.300000012,12.60000038,1
1565,93.69999695,93.69999695,0,5,10,10.5,0.5,42.40000153,0.5
1566,93.69999695,92.80000305,0,13,,33.20000076,4.599999905,,
1567,93.5,91.19999695,2.400000095,7,15,24.5,,45.5,13.10000038
1568,93,91.30000305,1.200000048,36,12,23.39999962,,5.099999905,2.099999905
1569,93.59999847,90.09999847,1.799999952,23,25,33.40000153,1.100000024,17.39999962,
1570,93.69999695,92.90000153,0,46,,29.60000038,0.400000006,,
1571,93.90000153,90.90000153,3.099999905,15,31,20.79999924,0.800000012,33.20000076,0.800000012
1574,93.5,92.90000153,1.799999952,13,12,46.90000153,0.899999976,35,9
1575,93.59999847,92,6.300000191,18,13,45.40000153,1.899999976,48.40000153,8
1576,93.69999695,91.69999695,1.299999952,5,5,78.69999695,0.600000024,8.5,3.400000095
1583,93.80000305,92.30000305,0,14,,21.29999924,1.5,,15.39999962
1585,93.80000305,91.90000153,2.799999952,6,1,80.80000305,0.699999988,6.300000191,0.600000024
1586,93.80000305,92.59999847,5,12,20,52,2.599999905,34.09999847,9
1588,93.69999695,91.19999695,0,4,1,47.29999924,6.900000095,0.800000012,0.699999988
1589,93.69999695,86.59999847,0.600000024,8,13,61.59999847,0.899999976,7.099999905,5.300000191
1599,93.69999695,91.69999695,1.200000048,19,15,23,,21,
1603,71.59999847,71.09999847,0,7,11,38.70000076,1.899999976,18,7.099999905
1605,93.80000305,90.69999695,0,32,,31,8.899999619,,
