DVDRef,TapeLength,EffectiveLength,MaleFemaleOverlap,FemaleFeedCount,MaleFeedCount,FemaleFeedTime,FemaleNonFeedTime,MaleFeedTime,MaleNonFeedTime
1606,93.80000305,92.59999847,0.5,25,9,21.89999962,0.5,12.89999962,3.099999905
1611,93.80000305,90.90000153,0.200000003,14,7,47.40000153,15,5.300000191,18.39999962
1614,93.80000305,93.09999847,0,5,10,10.69999981,0.699999988,3.799999952,21.5
1617,93.69999695,89.5,0,15,11,19.20000076,3.200000048,4.5,2.099999905
1624,93.69999695,83.80000305,0,3,7,18,6.199999809,49.70000076,5.699999809
1627,93.80000305,92,0,17,9,32.59999847,1.399999976,26.10000038,1.600000024
1631,93.69999695,92.40000153,0,2,1,3.200000048,10.69999981,0.800000012,14.19999981
1634,93.69999695,88.40000153,0.400000006,11,7,50.79999924,0.400000006,19.60000038,2.5
1635,89.80000305,84.19999695,0,4,7,0.699999988,0.899999976,41,1.600000024
1637,93.69999695,92.40000153,0,14,,61.70000076,0.300000012,,
1639,93.69999695,85.69999695,0.200000003,13,18,24.10000038,2.400000095,6.699999809,5.400000095
1641,90,89,0,20,26,13.69999981,0.899999976,10.80000019,6.800000191
1642,93.69999695,92.69999695,0.300000012,6,25,3.900000095,,7,1.200000048
1643,93.59999847,92,0,32,5,14.89999962,0.5,1,
1644,93.59999847,83.59999847,0,19,3,23.20000076,1.700000048,0.800000012,0.5
1645,93.80000305,90,0.300000012,25,21,23.5,1.899999976,4.199999809,4.300000191
1647,93.69999695,91.80000305,4.900000095,9,40,54.40000153,0.300000012,28.60000038,0.400000006
1648,93.5,89.59999847,0.300000012,17,21,22.70000076,0.400000006,5,0.200000003
1649,93.69999695,85.69999695,0,7,12,45.70000076,0.100000001,15,2.200000048
1650,93.80000305,92.59999847,0.600000024,13,16,16.39999962,,36.20000076,1.299999952
1651,93.69999695,92.30000305,0.699999988,16,27,9.699999809,2.400000095,20.70000076,12.69999981
1653,93.69999695,90.59999847,0,14,7,37.20000076,,4.599999905,0.300000012
1655,92.30000305,91.90000153,0.300000012,32,11,30.10000038,24.20000076,5.300000191,0.800000012
1657,92.59999847,90.80000305,0,25,9,26.29999924,0.400000006,1.5,1.700000048
1658,93.69999695,89.09999847,0,31,,11.5,3.799999952,,0.200000003
1659,93.69999695,93.69999695,0.600000024,21,25,12.60000038,6.599999905,22.29999924,18.39999962
1660,93.80000305,89.5,0,15,18,23.20000076,1.399999976,3,0.400000006
1661,93.59999847,91.30000305,0.400000006,8,12,21.20000076,,12.5,0.200000003
1662,93.80000305,92.09999847,0.300000012,16,12,28.20000076,0.300000012,17.29999924,0.899999976
1664,93.90000153,92.90000153,0.800000012,12,37,9.5,3.099999905,7.300000191,0.600000024
1665,93.69999695,92,0.100000001,16,14,24.79999924,0.699999988,8.300000191,1.299999952
1666,93.69999695,90.5,0,18,15,10.30000019,4.599999905,6.599999905,4.900000095
1667,93.69999695,82.09999847,0,8,9,17.89999962,0.300000012,1.100000024,1.100000024
1668,93.69999695,85.69999695,0,12,12,5.699999809,0.699999988,5,0.200000003
1669,93.69999695,89.59999847,0.300000012,11,22,7.199999809,,10.10000038,0.5
1670,93.69999695,91.59999847,0,18,2,15.60000038,1.5,0.300000012,0.100000001
1671,93.80000305,91.69999695,0.300000012,35,21,12.89999962,2.099999905,10,18.39999962
1672,93.69999695,90.09999847,0.200000003,30,32,10.5,1.799999952,5.099999905,
1673,93.40000153,86.90000153,0.200000003,7,9,6.199999809,0.400000006,2.900000095,
1675,93.80000305,85.30000305,0,15,4,50.20000076,0.300000012,2.5,3.200000048
1676,93.69999695,92.40000153,0.800000012,14,11,26.79999924,1,11.30000019,3.099999905
1677,93.80000305,86.09999847,0.100000001,5,10,23.60000038,0.5,16.60000038,1.700000048
1678,93.69999695,70.69999695,0,,4,,,61.90000153,1.5
1682,93.80000305,92.80000305,0,,23,,,5.199999809,0.200000003
1685,91.5,84.40000153,0,,3,,,45.79999924,1.700000048
1686,92.5,90.09999847,0.200000003,11,11,35.20000076,0.400000006,23.60000038,1.399999976
1693,93.69999695,89.80000305,0,8,1,26.29999924,2.400000095,0.699999988,1.799999952
1694,93.59999847,91.19999695,1.5,14,27,46,0.699999988,7.300000191,4.900000095
1695,93.80000305,87.40000153,0.100000001,4,12,15.5,0.300000012,31.29999924,0.699999988
1696,93.69999695,91.80000305,1.5,11,27,32.5,1.299999952,8.800000191,1.399999976
1697,93.80000305,90,0,17,18,27.79999924,0.200000003,9.899999619,3.5
1698,93.69999695,88.5,0.100000001,21,21,9.699999809,1.100000024,6.400000095,2.900000095
1699,93.80000305,89.80000305,0,10,4,9.699999809,0.300000012,1,0.300000012
1700,93.69999695,85.19999695,0.699999988,8,8,7.800000191,1.600000024,9.699999809,1.899999976
1701,93.59999847,91.5,0,20,1,25.39999962,2.299999952,0.100000001,0.899999976
1702,93.40000153,91,0,10,24,13,2.299999952,9.800000191,3.5
1703,93.69999695,91.59999847,0.400000006,12,25,19.79999924,15.80000019,4.900000095,0.600000024
1704,93.69999695,90.19999695,0.200000003,11,12,4,0.400000006,5.300000191,0.5
1706,93.59999847,93.30000305,0,36,,29.5,1,,4
1708,93.69999695,90.19999695,0.200000003,13,22,11.10000038,1.100000024,13.39999962,3.5
1709,93.80000305,86.5,0,12,13,2.400000095,1.799999952,11,0.699999988
1710,93.69999695,87.19999695,0.300000012,11,11,38.70000076,1.799999952,10.60000038,13.69999981
1711,93.59999847,85.09999847,0,13,,4.400000095,0.699999988,,
1713,91.09999847,89.30000305,0,15,14,18.29999924,6.400000095,1.899999976,0.899999976
1716,93.80000305,92.09999847,0,48,,25.89999962,1.200000048,,18
1718,93.69999695,86.69999695,1.100000024,12,10,7.199999809,2,14.89999962,0.100000001
1720,93.59999847,85.90000153,0,12,,3.900000095,9.5,,0.400000006
1727,90.40000153,90.40000153,0.100000001,13,11,18.29999924,3,23.70000076,10.60000038
1729,93.80000305,85.69999695,0,12,3,52.09999847,0.200000003,8.300000191,1.299999952
1731,88.90000153,85.59999847,0.600000024,18,14,28.20000076,1.100000024,22.70000076,0.800000012
1732,93.80000305,92.30000305,0,11,25,9.600000381,0.899999976,51.29999924,2.700000048
1733,93.69999695,92.69999695,0.300000012,18,24,13.5,0.600000024,12.5,19
1734,93.69999695,91.59999847,0.200000003,18,13,18,0.699999988,10.60000038,0.400000006
1735,93.69999695,87.90000153,0.300000012,20,6,42.20000076,0.400000006,2.299999952,0.200000003
1736,93.80000305,90.40000153,0,25,41,4.900000095,0.5,5.699999809,2.700000048
1737,93.80000305,90.19999695,1.399999976,28,43,20.5,0.300000012,8.699999809,1.299999952
1738,93.80000305,92.5,0.899999976,18,14,22.20000076,0.100000001,6.699999809,1.5
1739,93.80000305,92.59999847,0.300000012,27,19,19.10000038,4,20,13.5
1740,93.80000305,92.5,0.100000001,18,22,9.800000191,0.200000003,5.900000095,2.099999905
1741,93.80000305,89.80000305,0,11,20,1.600000024,2.099999905,25.70000076,4.099999905
1742,93.69999695,91.09999847,1.299999952,10,7,52.20000076,0.400000006,21.20000076,2.400000095
1743,93.80000305,90.69999695,0.400000006,12,10,21.10000038,,24.89999962,0.400000006
1745,93.69999695,91.30000305,0,17,5,16.10000038,,1.600000024,
1746,93.69999695,87.19999695,1,6,33,14.5,,6.5,
1747,93.69999695,92.09999847,0,14,9,31.79999924,0.100000001,5.900000095,0.100000001
1748,93.69999695,92.19999695,0,31,24,6.300000191,1.5,7.099999905,2.5
1749,93.69999695,93.40000153,2.5,18,24,15.19999981,0.699999988,7,0.400000006
1750,93.5,92.69999695,1,39,26,18.10000038,3.200000048,19.70000076,24.39999962
1751,93.69999695,90.30000305,0,37,,13.30000019,0.800000012,,
1752,93.69999695,92.59999847,0.400000006,13,7,8.399999619,0.400000006,4,0.600000024
1753,93.59999847,90.30000305,0.400000006,13,13,8.699999809,0.400000006,9.800000191,1.5
1754,93.69999695,91,1.399999976,11,29,9.5,1,9.5,1.600000024
1755,93.59999847,88.19999695,0,15,7,6.099999905,,1.700000048,
1756,93.69999695,88.30000305,0,7,,79.5,,,0.800000012
1758,93.69999695,92.30000305,1.100000024,8,15,39.90000153,0.5,7.099999905,2.599999905
1760,81.90000153,81.69999695,1.399999976,19,23,44.70000076,,20.5,0.200000003
1767,93.30000305,89.09999847,0.300000012,33,25,23.5,,10.60000038,0.100000001
1779,90,86.5,0.100000001,6,6,41.29999924,1.700000048,38.5,
1783,90,73.30000305,0.5,3,4,28.39999962,,38.70000076,1.100000024
1784,90,89.09999847,0.300000012,4,7,30.20000076,,35.09999847,
1786,90,86.69999695,0,12,12,33.40000153,,29.89999962,0.400000006
1787,90,86.5,2.400000095,9,16,43.79999924,,34,0.200000003
1789,90,85,0.5,17,19,30.89999962,8.899999619,11.39999962,0.200000003
1791,90,84.5,0,14,2,28.60000038,,0.5,
1792,90,88.80000305,0.200000003,16,22,23.29999924,0.800000012,3.299999952,
1794,90,86.09999847,1.399999976,23,22,31.60000038,,9.800000191,
1796,90,86,0,16,1,39.79999924,,0.100000001,
1798,90,88.5,2.400000095,19,18,34.29999924,0.100000001,25.79999924,
1799,83,76.59999847,0,44,,10.39999962,0.100000001,,
1801,90,88.19999695,0.300000012,14,19,46.20000076,,5.400000095,
1803,90,87.90000153,0,26,23,6.699999809,,5.5,
1805,90,88.09999847,1.100000024,11,10,34,,17,0.100000001
1807,90,83.80000305,0.400000006,15,9,48.59999847,0.200000003,1.899999976,0.100000001
1809,90,88.90000153,0.100000001,13,23,36.79999924,0.200000003,3.799999952,0.300000012
1813,90,87.5,0.100000001,40,22,12.69999981,,7.800000191,0.200000003
1815,90,85.09999847,0,23,11,31.79999924,,18.89999962,0.400000006
1819,90.19999695,88.69999695,0,29,12,14.10000038,0.100000001,7.099999905,0.100000001
1822,79.30000305,76.59999847,0.100000001,10,6,34.59999847,,18.79999924,0.200000003
1823,92.90000153,92.09999847,0.400000006,14,28,28.20000076,5.199999809,6.099999905,
1824,90,87.80000305,0,31,13,22.29999924,,17.89999962,
1829,90,84.69999695,0.400000006,20,48,22.70000076,,11.69999981,
1830,90,88.30000305,2.700000048,29,20,40.40000153,1.100000024,27.70000076,1
1832,90,87.5,0,26,11,24.29999924,,8.800000191,
1834,90,67.40000153,0.100000001,13,8,17.70000076,,1.5,
1835,90,87.40000153,0,21,3,35.40000153,,2.400000095,
1836,90,90,0.800000012,23,39,31.29999924,0.100000001,26.79999924,0.100000001
1839,90,89.09999847,1.600000024,18,39,16.60000038,,12.89999962,
1841,90,88.5,0.600000024,12,4,27.89999962,1,18.29999924,
1842,90,86.19999695,0.100000001,12,2,32.40000153,,6.199999809,0.300000012
1843,90,88.40000153,2.700000048,18,12,53.70000076,,12,
1845,90,87.59999847,0,18,19,30.29999924,0.100000001,7.900000095,
1846,90,87.59999847,0,33,18,14.19999981,0.100000001,3.5,
1847,90,88.19999695,0.800000012,27,36,19.39999962,0.100000001,14.10000038,
1848,88.40000153,86.19999695,0.600000024,7,17,39.90000153,0.899999976,6.199999809,
1849,90,87.09999847,3.599999905,14,20,61.79999924,1.399999976,17.39999962,2.299999952
1851,90,89.30000305,0.100000001,11,10,41.5,,24,
1852,90,80.90000153,0.300000012,10,12,19.10000038,0.699999988,4.400000095,0.100000001
1853,90,87.69999695,0,30,1,13.10000038,,0.200000003,
1854,90,84,0.200000003,23,12,11.69999981,,3.599999905,0.300000012
1855,90,90,0.600000024,6,3,40.20000076,0.100000001,4.900000095,
1857,90,84.09999847,0,14,18,7.5,,5.800000191,0.5
1860,90,82.59999847,0.600000024,35,10,38.09999847,0.5,5.300000191,0.100000001
1861,90,83.80000305,0.200000003,14,23,26.29999924,0.899999976,6.699999809,4.699999809
1862,90,87.09999847,0,8,1,51.09999847,,2.599999905,
1864,90,88.59999847,0.300000012,20,15,23.60000038,,9.100000381,
1865,90,82.90000153,1.200000048,15,29,16.60000038,,5.300000191,
1866,90,88.30000305,0,8,8,33.70000076,1.399999976,4.199999809,3
1868,90,84.5,1.100000024,9,5,36.59999847,,5.800000191,
1869,90,90,0,9,,32.79999924,,,
1870,90,90,0,17,,61.70000076,,,
1871,90,86.90000153,0.300000012,29,12,39.40000153,,4.599999905,0.800000012
1872,90,85.40000153,4.800000191,8,9,46.90000153,,7.300000191,
1876,90,86.30000305,0,28,1,17,,0.100000001,
1877,90,90,3.099999905,13,19,30.60000038,,34.90000153,0.200000003
1878,90,87.09999847,1.200000048,17,22,39.20000076,,16.60000038,
1879,90,88.40000153,2,14,18,39.70000076,0.5,18.29999924,0.699999988
1880,90,85.69999695,0.400000006,5,8,62.40000153,,15.80000019,2.700000048
1882,90,88.5,0,60,,19.20000076,,,0.300000012
1883,90.09999847,87.30000305,0.300000012,26,16,33.59999847,,3.799999952,0.5
1885,90,85.5,0,23,9,13.5,0.200000003,4.900000095,0.699999988
1886,90,88.5,0,12,12,33.09999847,,6.400000095,0.100000001
1887,90,79.30000305,0.100000001,9,8,34.40000153,,12.69999981,1.399999976
1889,90,83.59999847,1,24,11,25.70000076,,16.39999962,2
1892,90,80.5,0.200000003,13,9,45.90000153,0.100000001,3.099999905,
1894,90,82.19999695,0,13,2,30.70000076,,0.5,
1896,90,88.90000153,0,4,11,15.30000019,0.300000012,22.5,1.100000024
1898,90,87.59999847,0,14,12,31.10000038,,23.39999962,
1906,90,85.19999695,0.200000003,5,19,26,1.700000048,4.900000095,
1907,90,88.40000153,0.300000012,16,14,20.89999962,,10,0.200000003
1909,90,88.69999695,0,11,16,16.39999962,,11.69999981,
1911,90,82.80000305,0.5,4,12,9,,20.10000038,
1914,90,84.90000153,0.800000012,19,25,21.70000076,,7.900000095,0.300000012
1915,90,86.80000305,0,20,8,10,2.900000095,3,
1916,85.40000153,83,0,8,21,3.200000048,,7.5,
1917,90,86.5,0.100000001,22,24,7.300000191,0.100000001,6.400000095,0.400000006
1918,90,83.59999847,1,23,14,34.5,,12.19999981,
1919,90,88.90000153,0.300000012,13,27,15.89999962,,19.29999924,0.100000001
1920,90,87.90000153,0.100000001,19,18,31.20000076,0.100000001,13.60000038,0.899999976
1921,90,87.59999847,0,13,6,10.5,0.100000001,11.89999962,
1922,90,77.30000305,0,6,10,18.70000076,,3.700000048,0.600000024
1923,90,86.40000153,0,11,2,26.5,0.100000001,3.400000095,
1924,90,89.5,0.699999988,12,16,26.10000038,,5.300000191,
1925,90,87.80000305,6.599999905,10,10,60.59999847,,27,0.300000012
1926,90,89.5,0.699999988,44,28,14.39999962,,8.300000191,
1927,90,87.80000305,0,13,5,13.60000038,3.200000048,1,
1928,90,77.59999847,0.5,5,6,17.70000076,,28.89999962,
1929,90,89.69999695,0.300000012,24,32,20.70000076,,7.199999809,
1931,90,84.19999695,1.100000024,22,29,12.19999981,,5,1
1933,90,85.59999847,1.399999976,23,25,18.29999924,,9.199999809,
1934,90,87.69999695,0.200000003,12,14,17.70000076,,12.60000038,
1935,90,85.90000153,0.400000006,15,1,27.79999924,,0.400000006,
1936,90,87,0,,18,,,16.79999924,
1937,90,81.90000153,0.300000012,25,8,22.79999924,0.100000001,1,0.300000012
1946,93.5,93.5,1.299999952,19,21,44.70000076,,12.5,0.400000006
1948,93.69999695,88.90000153,0,6,,58.90000153,,,
1949,93.5,87.09999847,0.100000001,22,25,19.29999924,,8.300000191,1.5
1952,93.69999695,84.90000153,0,6,,54.79999924,,,
1953,91,87.40000153,0.300000012,43,32,14.30000019,,4.400000095,
1954,93.69999695,71,0,8,,24,,,
1956,93.69999695,88.90000153,1.299999952,14,15,51.59999847,2.200000048,24.60000038,
1958,93.80000305,82.80000305,0,28,2,6.699999809,,0.400000006,
1963,93.80000305,86.19999695,1.100000024,9,13,32.59999847,,16.79999924,0.400000006
1964,93.69999695,93.69999695,1.100000024,24,12,18.39999962,,22.39999962,2.900000095
1965,93.69999695,82.5,0,25,9,4.300000191,,2.700000048,
1966,90.5,85.09999847,0.600000024,20,6,34.40000153,,2.400000095,
1968,93.69999695,90.19999695,0.600000024,20,9,16.20000076,,2.900000095,
1969,93.59999847,87.5,0.5,9,9,50.70000076,,16.89999962,
1970,93.69999695,85.69999695,0.699999988,20,11,17.29999924,,3.400000095,1.700000048
1973,93.80000305,92.80000305,0.400000006,8,14,36.90000153,,13.39999962,0.100000001
1974,93.59999847,89.19999695,1.899999976,29,17,27.20000076,,7.5,0.600000024
1975,93.69999695,91.5,0,14,18,14.80000019,,2.299999952,
1976,93.69999695,90,0,22,17,13,0.699999988,5.400000095,0.800000012
1977,93.69999695,91.5,1.299999952,16,25,16,,7.099999905,
1979,93.69999695,89.80000305,0.300000012,23,23,6.800000191,,10.10000038,
1980,93.69999695,91.59999847,0.100000001,20,48,8,,7.300000191,
1981,93.69999695,92.19999695,0.699999988,41,38,10.89999962,,10,0
1982,92.59999847,90.09999847,0.200000003,49,37,22,,12,0.800000012
1983,93.80000305,92.40000153,0,43,41,18.79999924,5.099999905,7.099999905,
1985,93.69999695,92.59999847,1.700000048,33,28,29.79999924,0.600000024,12.89999962,
1986,93.69999695,90.69999695,1.299999952,44,27,22.20000076,,11.80000019,
1987,93.80000305,92.09999847,0.5,38,22,15.80000019,,6.699999809,
1994,93.69999695,90.30000305,1,19,17,32.59999847,6.699999809,7,1.899999976
1995,93.69999695,86.80000305,0.200000003,24,22,4.800000191,,6.099999905,
1996,93.69999695,88.19999695,2,17,33,35.29999924,,7.5,
1997,93.69999695,85.90000153,0,15,20,13.80000019,,10.30000019,
1999,93.40000153,91.90000153,0,24,24,8.899999619,,3.599999905,
2000,93.59999847,92.59999847,0,19,21,5.800000191,,10.89999962,0.100000001
2001,93.69999695,93.69999695,0.300000012,28,24,16.39999962,,2.799999952,
2002,93.69999695,91.5,0,10,9,53.79999924,,6.699999809,
2003,92.5,90.30000305,0,25,30,3.599999905,,2.799999952,
2004,93.69999695,92.19999695,0.200000003,11,9,54,,4.400000095,0.300000012
2005,93,90.09999847,0,32,3,15.60000038,,0.300000012,
2009,93.59999847,78.5,0.100000001,4,6,26.60000038,,25.5,
2010,93.69999695,89.59999847,0.100000001,3,5,17,,26.10000038,
2011,93.40000153,93.19999695,0.100000001,6,6,20.89999962,,23.29999924,
2012,87.30000305,87.30000305,3,9,13,25.5,0.300000012,37,
2014,93.69999695,92,0.400000006,11,12,18.5,,30.39999962,
2015,93.69999695,85.80000305,0.400000006,11,25,26.70000076,,13,
2078,93.69999695,85.19999695,0,11,24,7.300000191,0.100000001,2.599999905,0.200000003
2105,93.5,91.40000153,0.100000001,14,11,39.5,,41,0.800000012
2106,93.40000153,89.90000153,0.300000012,14,20,42.70000076,,21,
2107,97.30000305,93.5,3.400000095,5,8,65.19999695,,26.89999962,2
2111,94.19999695,85.69999695,0,21,5,34.40000153,,0.5,0.699999988
2112,93.30000305,90.90000153,0,13,17,14,0,41.40000153,0.300000012
2113,89.09999847,89.09999847,0.100000001,5,5,57.09999847,0.200000003,30.29999924,1.399999976
2114,93.59999847,91.69999695,0.5,10,7,47,,26.20000076,1.5
2119,91.90000153,87.40000153,0,20,5,31.20000076,,1.100000024,
2120,90.09999847,77.90000153,0,8,9,7.699999809,0.899999976,15.60000038,1.600000024
2122,92.80000305,89.90000153,0.699999988,10,12,46.59999847,,4.5,
2128,93.40000153,90.30000305,4.800000191,7,11,49.79999924,1.100000024,31,
2134,93.30000305,87.80000305,1.399999976,8,15,49.90000153,,23.10000038,
2140,92.19999695,84.59999847,1.200000048,6,9,42.90000153,,14,
2154,93.5,90,0.100000001,12,15,30.10000038,,36.20000076,
2155,93.59999847,87.80000305,0.899999976,8,14,33.09999847,,36.29999924,0.899999976
2166,91.90000153,87.5,0.300000012,10,17,23.29999924,,19.70000076,
2167,95,91.80000305,0,12,11,27.10000038,,14.30000019,
2173,92.90000153,90.19999695,0.400000006,9,13,16.60000038,,6.800000191,
2174,88,85.5,0,14,19,4.800000191,0.300000012,4.5,
2176,92.09999847,90.69999695,4.400000095,9,24,67.59999847,,9.199999809,
2179,91.59999847,90.30000305,4.300000191,9,48,65.69999695,,9.5,0.100000001
2181,92.69999695,91.19999695,0.300000012,23,22,41.79999924,,13.5,0.100000001
2183,90.80000305,87,0,50,7,18.70000076,,1.299999952,
2184,93.30000305,90.30000305,3,15,29,46.90000153,,7.599999905,0.200000003
2185,93.30000305,92.19999695,0.600000024,13,14,58.59999847,,8.800000191,0.100000001
2186,93.5,91.09999847,0.100000001,21,29,21.89999962,,3.900000095,0.200000003
2187,93.5,93,0.100000001,17,10,40.79999924,,6.699999809,0.200000003
2188,92.90000153,89.30000305,3,16,16,35.40000153,0.200000003,9.199999809,
2189,93.19999695,81.5,0,13,17,16.60000038,,14.89999962,
2190,93.30000305,89.59999847,0,20,1,24,0.5,0.300000012,
2191,92.59999847,92.5,1.299999952,17,13,43.70000076,0.200000003,3.799999952,0.200000003
2192,90,87.09999847,0.100000001,19,13,8.800000191,,4,
2193,93.40000153,92,0.100000001,16,35,7.099999905,,7,
2194,93.40000153,92.5,0.100000001,14,23,6.300000191,,3.5,0.100000001
2195,93.19999695,84.5,0,22,21,3.900000095,,3.799999952,
2196,93.59999847,91.80000305,0.800000012,26,17,37.79999924,,3.299999952,0.400000006
2197,93.59999847,91.69999695,0,43,,8.600000381,,,
2198,93.59999847,89.90000153,0,25,15,5.5,,2.400000095,4.300000191
2199,93.59999847,91.09999847,0,15,23,3.400000095,1.100000024,3.900000095,1.5
2200,93.59999847,91.69999695,0.600000024,17,24,9.199999809,,4.199999809,
2201,93.59999847,85.5,0,9,16,2.200000048,,1.799999952,0.300000012
2202,93.59999847,88.19999695,0.100000001,54,40,7.5,,5.099999905,0.400000006
2203,93.5,89,0.100000001,31,18,5.5,,6.199999809,
2206,93.69999695,92.19999695,0.600000024,33,29,9.5,,4.800000191,0.5
2230,93.40000153,92.40000153,1.799999952,8,14,37.20000076,,34.90000153,
2231,93.40000153,89.5,0,10,11,14.30000019,,18.10000038,
2235,93.40000153,91.30000305,0,12,18,15.19999981,,5.199999809,0.200000003
2236,93.59999847,93,0.5,26,19,9.5,,11.39999962,0.300000012
2239,93.59999847,91.40000153,0,14,13,14.10000038,,5.5,
2240,93.5,92,0,9,15,31.79999924,,14.69999981,
2241,93.59999847,92.5,0.200000003,17,27,10.5,,5.300000191,
2242,85.69999695,80.30000305,0,28,20,5.800000191,,8.800000191,0.899999976
2243,93.69999695,92.09999847,0.300000012,18,23,20.39999962,,3.299999952,
2244,93.59999847,92.90000153,1.100000024,12,31,26.20000076,,10.39999962,0.100000001
2245,92.19999695,91,0.100000001,15,53,14.19999981,,31.60000038,
2247,93.5,91.80000305,0,13,9,49.5,0.200000003,14.80000019,
2248,93,87.90000153,0,8,13,7.5,,5.199999809,0.699999988
2249,89.5,85.30000305,0,8,16,14.89999962,,25.39999962,
2250,92.19999695,88.80000305,0.300000012,15,33,14.89999962,,9.699999809,
2252,92.19999695,90.30000305,0.5,18,29,24.79999924,,6.199999809,
2253,93.19999695,90.69999695,0.5,35,38,8.800000191,,5.900000095,
2254,93.40000153,92.5,0.300000012,16,26,19,,12.5,
2255,93.5,87,0,16,11,13.39999962,,2.5,
2257,90.80000305,86.69999695,0,12,13,1.600000024,0.200000003,2.900000095,0.200000003
2258,93.09999847,90.59999847,0.100000001,19,28,6.900000095,,7.599999905,
2259,93.40000153,79.69999695,0.200000003,5,6,21.10000038,,21.70000076,0.200000003
2260,92.80000305,90.5,0.300000012,17,20,8.399999619,,7.599999905,
2261,92.69999695,92,0,31,16,14.19999981,,8.100000381,0
2262,93,89.5,0,,28,,,2.799999952,
2267,93.30000305,86.5,0,13,8,14,,3.299999952,8.100000381
2268,93.5,89.19999695,0.899999976,21,19,9.399999619,0.100000001,14.5,
2269,93.30000305,92.19999695,0,16,16,19.89999962,0.100000001,9.5,
2270,93.19999695,91.09999847,0.699999988,23,27,22.89999962,,6.900000095,
2271,93.59999847,92.69999695,0.100000001,30,21,16.89999962,,9.399999619,
2273,93.59999847,93.59999847,0.100000001,19,16,32.29999924,,12.5,2.5
2275,93.09999847,91.5,1.700000048,17,27,33.5,,6.900000095,
2276,93.5,90.19999695,1,21,11,20.20000076,0.699999988,3.900000095,1
2277,92.5,90.40000153,0,9,,37.79999924,0.5,,
2279,93.5,92.59999847,0.899999976,16,22,31.79999924,,20.39999962,0.400000006
2280,93.30000305,91.80000305,0.5,9,16,33.90000153,0.800000012,13.80000019,0.100000001
2281,90.19999695,65.59999847,0,12,3,1.200000048,,0.400000006,
2282,93.30000305,81.69999695,0,11,16,12.60000038,,4.900000095,0.699999988
2283,93.69999695,92.5,0.899999976,15,13,18,1.700000048,5.099999905,0.200000003
2284,90.80000305,90.19999695,0.100000001,21,29,15.19999981,,9.600000381,3.099999905
2285,93.59999847,93.59999847,0,20,,27.29999924,0,,
2287,91.40000153,90.80000305,0,16,1,16.60000038,,0.100000001,
2288,90.5,87.80000305,0.400000006,12,10,25.89999962,,1.799999952,1.100000024
2289,92.90000153,90.80000305,0.200000003,12,10,29.5,3.400000095,3.200000048,0.100000001
2290,93.59999847,90,0,9,21,13.19999981,,2.799999952,
2292,93.5,90.80000305,0.800000012,12,29,14,,11.30000019,0.400000006
2293,93.69999695,85.90000153,0.100000001,9,12,42.20000076,,1.700000048,0.800000012
2294,93,92.69999695,0.100000001,19,18,17.39999962,,3.099999905,1.600000024
2296,93.59999847,90.5,0.200000003,16,13,15.30000019,,2.799999952,
2300,93.5,92.40000153,2.200000048,16,24,36.59999847,0.800000012,14.5,
2302,93.5,91.90000153,0,23,10,17.79999924,,1.399999976,0.5
2303,93.5,92.09999847,0.600000024,23,34,10.10000038,0,12.69999981,
2305,93.5,89.40000153,0.5,13,14,25.79999924,,8.100000381,0.100000001
2306,91.09999847,88.80000305,0,9,7,3,0.400000006,1.299999952,
2309,93.69999695,92.90000153,0.699999988,15,8,20.70000076,0.600000024,2.400000095,0.300000012
2310,93,83.19999695,1.200000048,3,5,41.5,,6.400000095,
2311,92.59999847,90.19999695,0,15,,15.80000019,,,
2313,93.59999847,91.19999695,0,4,7,36.20000076,,10.5,1.200000048
2315,93.69999695,91.90000153,0,17,,16.5,,,
2316,93.19999695,88,0.200000003,10,10,24.70000076,,9.300000191,
2317,92,90.69999695,0.400000006,4,7,29.29999924,,21,0.400000006
2318,93.40000153,93.40000153,0.600000024,13,14,21.89999962,0.100000001,52.40000153,0.200000003
2320,93.5,90.59999847,0,15,7,3.200000048,,0.600000024,0
2321,93.59999847,93.59999847,0,9,4,45.40000153,,12.60000038,0.300000012
2322,93.59999847,89.09999847,0.200000003,13,16,31.70000076,0,6.900000095,
2325,90.90000153,88.69999695,0.100000001,16,19,24.29999924,,15.69999981,
2326,91.40000153,83.30000305,0,17,6,1.899999976,,2.599999905,
2327,93.09999847,93.09999847,0,9,6,31,,23,
2330,93.5,90.40000153,0.100000001,8,12,24,,6,
2331,93.5,91.19999695,0,9,7,1.100000024,,3.900000095,
2332,93.59999847,86.69999695,0.100000001,10,14,15,,28.5,
2333,93.59999847,92,0.300000012,10,16,39.09999847,,16.29999924,1
2334,93.5,83.40000153,0.899999976,14,11,23.79999924,,13.89999962,0.200000003
2335,93.59999847,90.09999847,0.200000003,31,33,5,,18.89999962,
2336,93.59999847,91.80000305,0.200000003,17,44,16.20000076,0.600000024,6.099999905,0.600000024
2337,93.5,91.19999695,0.300000012,13,78,3.299999952,,11.5,0.200000003
2338,93.59999847,92.30000305,0,15,18,18.20000076,,11.69999981,
2339,90.80000305,89.19999695,0.5,26,12,13.60000038,,1.5,
2345,38,25.29999924,0,2,1,4.800000191,,0.699999988,
2346,122.5599976,120.2600021,1.299999952,16,26,61.90000153,2.200000048,6.300000191,8.100000381
2351,71.59999847,70.90000153,0,21,14,18.20000076,,6.5,
