"","Frame","Clock","x","y","h","w","label","score","FileName","diff","Event"
"71",11661,"0:07:46",780,162,393,272,"Positive",0.9993051,"VT0139_S1_VP11_20190611",1,8
"72",11662,"0:07:46",757,162,325,418,"Positive",0.9951072,"VT0139_S1_VP11_20190611",1,8
"73",11663,"0:07:46",660,123,405,542,"Positive",0.99679536,"VT0139_S1_VP11_20190611",1,8
"74",11664,"0:07:46",719,381,119,88,"Positive",0.6173771,"VT0139_S1_VP11_20190611",1,8
"75",11664,"0:07:46",726,107,193,280,"Positive",0.99760556,"VT0139_S1_VP11_20190611",0,8
"76",11665,"0:07:46",673,111,373,333,"Positive",0.9998888,"VT0139_S1_VP11_20190611",1,8
"77",11666,"0:07:46",663,112,357,374,"Positive",0.9998274,"VT0139_S1_VP11_20190611",1,8
"78",11667,"0:07:46",677,111,356,138,"Positive",0.9730205,"VT0139_S1_VP11_20190611",1,8
"79",11668,"0:07:46",709,63,137,202,"Negative",0.92862576,"VT0139_S1_VP11_20190611",1,8
"80",11679,"0:07:47",941,115,132,125,"Positive",0.5125357,"VT0139_S1_VP11_20190611",11,8
"81",11681,"0:07:47",942,115,178,260,"Positive",0.79712075,"VT0139_S1_VP11_20190611",2,8
"82",11683,"0:07:47",852,107,73,211,"Negative",0.80255914,"VT0139_S1_VP11_20190611",2,8
"83",11867,"0:07:54",738,223,205,130,"Positive",0.968038,"VT0139_S1_VP11_20190611",184,NA
"84",11867,"0:07:54",843,301,133,118,"Positive",0.9889392,"VT0139_S1_VP11_20190611",0,NA
"85",12021,"0:08:00",913,148,103,115,"Positive",0.9997725,"VT0139_S1_VP11_20190611",154,NA
"86",12022,"0:08:00",808,202,228,229,"Positive",0.99367815,"VT0139_S1_VP11_20190611",1,NA
"87",12131,"0:08:05",851,161,184,209,"Positive",0.97659826,"VT0139_S1_VP11_20190611",109,9
"88",12132,"0:08:05",736,164,343,347,"Positive",0.9997002,"VT0139_S1_VP11_20190611",1,9
"89",12133,"0:08:05",739,153,342,409,"Positive",0.9216728,"VT0139_S1_VP11_20190611",1,9
"90",12134,"0:08:05",777,76,564,484,"Positive",0.8373248,"VT0139_S1_VP11_20190611",1,9
"91",12135,"0:08:05",801,71,398,479,"Negative",0.8503712,"VT0139_S1_VP11_20190611",1,9
"92",12136,"0:08:05",910,182,308,370,"Positive",0.99801135,"VT0139_S1_VP11_20190611",1,9
"93",13617,"0:09:04",984,273,447,296,"Positive",0.5627977,"VT0139_S1_VP11_20190611",1481,10
"94",13618,"0:09:04",689,103,538,591,"Positive",0.8766792,"VT0139_S1_VP11_20190611",1,10
"95",13619,"0:09:04",714,0,499,480,"Negative",0.82414025,"VT0139_S1_VP11_20190611",1,10
"96",13620,"0:09:04",899,0,351,209,"Positive",0.9774491,"VT0139_S1_VP11_20190611",1,10
"97",13621,"0:09:04",863,0,151,170,"Negative",0.65557975,"VT0139_S1_VP11_20190611",1,10
"98",13661,"0:09:06",617,0,292,279,"Negative",0.734091,"VT0139_S1_VP11_20190611",40,11
"99",13663,"0:09:06",669,0,296,248,"Negative",0.75479627,"VT0139_S1_VP11_20190611",2,11
"100",13664,"0:09:06",648,0,514,300,"Positive",0.9989717,"VT0139_S1_VP11_20190611",1,11
"101",13665,"0:09:06",708,56,339,412,"Positive",0.9997265,"VT0139_S1_VP11_20190611",1,11
"102",13666,"0:09:06",784,98,278,342,"Positive",0.9995504,"VT0139_S1_VP11_20190611",1,11
"103",13667,"0:09:06",703,116,414,478,"Positive",0.9999951,"VT0139_S1_VP11_20190611",1,11
"104",13668,"0:09:06",712,170,413,442,"Positive",0.99772614,"VT0139_S1_VP11_20190611",1,11
"105",13669,"0:09:06",721,318,214,246,"Negative",0.72725064,"VT0139_S1_VP11_20190611",1,11
"106",13670,"0:09:06",742,211,289,344,"Positive",0.94805396,"VT0139_S1_VP11_20190611",1,11
"107",13736,"0:09:09",896,644,76,176,"Positive",0.79018396,"VT0139_S1_VP11_20190611",66,12
"108",13736,"0:09:09",1169,390,159,111,"Negative",1,"VT0139_S1_VP11_20190611",0,12
"109",13736,"0:09:09",900,0,455,380,"Positive",0.6172873,"VT0139_S1_VP11_20190611",0,12
"110",13738,"0:09:09",0,0,695,701,"Positive",0.90144217,"VT0139_S1_VP11_20190611",2,12
"111",13754,"0:09:10",797,226,317,203,"Positive",0.9834689,"VT0139_S1_VP11_20190611",16,12
"112",13755,"0:09:10",653,223,404,515,"Positive",0.93354887,"VT0139_S1_VP11_20190611",1,12
"113",13756,"0:09:10",647,246,320,570,"Positive",0.9981639,"VT0139_S1_VP11_20190611",1,12
"114",13760,"0:09:10",895,383,176,64,"Negative",0.8194378,"VT0139_S1_VP11_20190611",4,12
"115",13762,"0:09:10",677,180,173,155,"Negative",0.5513965,"VT0139_S1_VP11_20190611",2,12
"116",13763,"0:09:10",774,341,182,125,"Positive",0.9998233,"VT0139_S1_VP11_20190611",1,12
"117",13948,"0:09:17",919,155,96,105,"Positive",0.9111779,"VT0139_S1_VP11_20190611",185,13
"118",13965,"0:09:18",890,165,261,170,"Positive",0.7936618,"VT0139_S1_VP11_20190611",17,13
"119",13967,"0:09:18",770,101,394,416,"Positive",0.998718,"VT0139_S1_VP11_20190611",2,13
"120",13968,"0:09:18",782,19,564,498,"Positive",0.99536103,"VT0139_S1_VP11_20190611",1,13
"121",13969,"0:09:18",796,122,598,484,"Positive",0.91561157,"VT0139_S1_VP11_20190611",1,13
"122",16130,"0:10:45",417,428,292,406,"Negative",0.67605233,"VT0139_S1_VP11_20190611",2161,14
"123",16131,"0:10:45",532,337,365,477,"Positive",0.6272631,"VT0139_S1_VP11_20190611",1,14
"124",16132,"0:10:45",573,201,484,470,"Positive",0.8898623,"VT0139_S1_VP11_20190611",1,14
"125",16133,"0:10:45",636,176,489,284,"Positive",0.9940984,"VT0139_S1_VP11_20190611",1,14
"126",16134,"0:10:45",723,144,445,215,"Positive",0.95124716,"VT0139_S1_VP11_20190611",1,14
"127",16135,"0:10:45",729,136,410,344,"Positive",0.9934797,"VT0139_S1_VP11_20190611",1,14
"128",16197,"0:10:47",773,236,309,226,"Positive",0.9508555,"VT0139_S1_VP11_20190611",62,15
"129",16199,"0:10:47",642,178,506,537,"Positive",0.966855,"VT0139_S1_VP11_20190611",2,15
"130",16201,"0:10:48",669,237,335,460,"Positive",0.9965737,"VT0139_S1_VP11_20190611",2,15
"131",16202,"0:10:48",740,111,472,317,"Positive",0.9999341,"VT0139_S1_VP11_20190611",1,15
"132",16203,"0:10:48",799,295,218,158,"Negative",0.8838228,"VT0139_S1_VP11_20190611",1,15
"133",16203,"0:10:48",876,136,74,197,"Negative",0.89294845,"VT0139_S1_VP11_20190611",0,15
"134",16408,"0:10:56",715,162,356,451,"Positive",0.99785537,"VT0139_S1_VP11_20190611",205,16
"135",16409,"0:10:56",761,145,399,378,"Positive",0.59283525,"VT0139_S1_VP11_20190611",1,16
"136",16410,"0:10:56",829,207,332,256,"Positive",0.98387504,"VT0139_S1_VP11_20190611",1,16
"137",16412,"0:10:56",810,387,104,178,"Negative",0.7799122,"VT0139_S1_VP11_20190611",2,16
"138",16414,"0:10:56",851,281,208,145,"Positive",0.9814835,"VT0139_S1_VP11_20190611",2,16
"139",16415,"0:10:56",848,244,222,126,"Positive",0.8288437,"VT0139_S1_VP11_20190611",1,16
"140",16420,"0:10:56",913,163,178,121,"Negative",0.8813957,"VT0139_S1_VP11_20190611",5,16
"141",16421,"0:10:56",874,125,110,135,"Negative",0.71693,"VT0139_S1_VP11_20190611",1,16
"142",16427,"0:10:57",846,64,193,158,"Negative",0.72167057,"VT0139_S1_VP11_20190611",6,16
"143",16428,"0:10:57",924,85,119,78,"Positive",0.8836722,"VT0139_S1_VP11_20190611",1,16
"144",16433,"0:10:57",939,45,163,101,"Negative",0.8335189,"VT0139_S1_VP11_20190611",5,16
"145",16728,"0:11:09",887,148,141,126,"Positive",0.6719402,"VT0139_S1_VP11_20190611",295,17
"146",16729,"0:11:09",854,170,174,187,"Positive",0.9889157,"VT0139_S1_VP11_20190611",1,17
"147",16730,"0:11:09",662,62,439,512,"Positive",0.8955226,"VT0139_S1_VP11_20190611",1,17
"148",16733,"0:11:09",926,610,110,308,"Positive",0.8334874,"VT0139_S1_VP11_20190611",3,17
"149",18654,"0:12:26",740,557,163,311,"Positive",0.8370215,"VT0139_S1_VP11_20190611",1921,18
"150",18655,"0:12:26",675,344,373,334,"Positive",0.69409144,"VT0139_S1_VP11_20190611",1,18
"151",18656,"0:12:26",647,245,454,527,"Positive",0.8470475,"VT0139_S1_VP11_20190611",1,18
"152",18657,"0:12:26",672,270,297,321,"Positive",0.9999306,"VT0139_S1_VP11_20190611",1,18
"153",18660,"0:12:26",659,165,401,549,"Positive",0.94394255,"VT0139_S1_VP11_20190611",3,18
"154",18661,"0:12:26",784,142,370,323,"Positive",0.9999713,"VT0139_S1_VP11_20190611",1,18
"155",18665,"0:12:26",658,112,273,516,"Positive",0.97757626,"VT0139_S1_VP11_20190611",4,18
"156",18666,"0:12:26",715,64,147,319,"Negative",0.8843941,"VT0139_S1_VP11_20190611",1,18
"157",18668,"0:12:26",668,141,343,158,"Positive",0.82578033,"VT0139_S1_VP11_20190611",2,18
"158",19101,"0:12:44",876,150,152,114,"Positive",0.8194995,"VT0139_S1_VP11_20190611",433,19
"159",19103,"0:12:44",853,205,166,162,"Positive",0.99086154,"VT0139_S1_VP11_20190611",2,19
"160",19104,"0:12:44",845,239,228,197,"Negative",0.7492925,"VT0139_S1_VP11_20190611",1,19
"161",19105,"0:12:44",792,266,401,312,"Positive",0.9079489,"VT0139_S1_VP11_20190611",1,19
"162",19105,"0:12:44",957,269,160,140,"Positive",0.9769057,"VT0139_S1_VP11_20190611",0,19
"163",19105,"0:12:44",887,303,113,94,"Positive",0.8935693,"VT0139_S1_VP11_20190611",0,19
"164",19106,"0:12:44",673,407,313,389,"Positive",0.88156205,"VT0139_S1_VP11_20190611",1,19
"165",19106,"0:12:44",895,509,211,198,"Positive",0.73426974,"VT0139_S1_VP11_20190611",0,19
"166",19107,"0:12:44",796,578,142,271,"Negative",0.89843434,"VT0139_S1_VP11_20190611",1,19
"167",21992,"0:14:39",925,557,163,212,"Positive",0.96043795,"VT0139_S1_VP11_20190611",2885,20
"168",21993,"0:14:39",705,444,276,482,"Positive",0.8365485,"VT0139_S1_VP11_20190611",1,20
"169",21994,"0:14:39",768,349,359,318,"Positive",0.9993436,"VT0139_S1_VP11_20190611",1,20
"170",21995,"0:14:39",728,267,434,297,"Positive",0.9763313,"VT0139_S1_VP11_20190611",1,20
"171",21996,"0:14:39",653,157,483,579,"Positive",0.9995882,"VT0139_S1_VP11_20190611",1,20
"172",21997,"0:14:39",741,144,420,257,"Positive",1,"VT0139_S1_VP11_20190611",1,20
"173",21998,"0:14:39",717,133,393,233,"Positive",0.9999963,"VT0139_S1_VP11_20190611",1,20
"174",21999,"0:14:39",687,179,316,325,"Positive",0.9812013,"VT0139_S1_VP11_20190611",1,20
"175",22000,"0:14:40",714,180,298,361,"Positive",0.97918165,"VT0139_S1_VP11_20190611",1,20
"176",22233,"0:14:49",669,282,207,269,"Positive",0.9869069,"VT0139_S1_VP11_20190611",233,NA
"177",22449,"0:14:57",932,191,97,106,"Positive",0.98050433,"VT0139_S1_VP11_20190611",216,21
"178",22450,"0:14:58",939,165,134,102,"Positive",0.99942136,"VT0139_S1_VP11_20190611",1,21
"179",22454,"0:14:58",905,176,182,139,"Negative",0.5420801,"VT0139_S1_VP11_20190611",4,21
"180",22455,"0:14:58",838,206,178,226,"Positive",0.6772383,"VT0139_S1_VP11_20190611",1,21
"181",22456,"0:14:58",669,214,300,419,"Positive",0.98268294,"VT0139_S1_VP11_20190611",1,21
"182",22457,"0:14:58",685,227,207,445,"Positive",0.5567601,"VT0139_S1_VP11_20190611",1,21
"183",22457,"0:14:58",692,367,142,275,"Positive",0.9853241,"VT0139_S1_VP11_20190611",0,21
"184",22458,"0:14:58",705,229,252,494,"Positive",0.874937,"VT0139_S1_VP11_20190611",1,21
"185",22459,"0:14:58",768,250,333,499,"Negative",0.61653125,"VT0139_S1_VP11_20190611",1,21
"186",22460,"0:14:58",810,232,488,470,"Positive",0.94013715,"VT0139_S1_VP11_20190611",1,21
"187",22460,"0:14:58",945,415,111,211,"Positive",0.97213566,"VT0139_S1_VP11_20190611",0,21
"188",22461,"0:14:58",965,489,231,315,"Positive",0.65551627,"VT0139_S1_VP11_20190611",1,21
"189",22779,"0:15:11",77,589,131,228,"Negative",0.6859878,"VT0139_S1_VP11_20190611",318,22
"190",22780,"0:15:11",315,509,211,392,"Positive",0.9712758,"VT0139_S1_VP11_20190611",1,22
"191",22781,"0:15:11",406,349,345,464,"Positive",0.6817384,"VT0139_S1_VP11_20190611",1,22
"192",22782,"0:15:11",555,306,398,346,"Positive",0.89855796,"VT0139_S1_VP11_20190611",1,22
"193",22783,"0:15:11",625,229,457,382,"Positive",0.9999242,"VT0139_S1_VP11_20190611",1,22
"194",22784,"0:15:11",645,128,501,505,"Positive",0.92008036,"VT0139_S1_VP11_20190611",1,22
"195",22785,"0:15:11",651,122,408,484,"Positive",0.99997926,"VT0139_S1_VP11_20190611",1,22
"196",22786,"0:15:11",655,130,441,312,"Positive",0.99995625,"VT0139_S1_VP11_20190611",1,22
"197",22787,"0:15:11",930,146,176,88,"Positive",0.5149146,"VT0139_S1_VP11_20190611",1,22
"198",23069,"0:15:22",798,255,210,175,"Positive",0.97896636,"VT0139_S1_VP11_20190611",282,23
"199",23070,"0:15:22",719,173,165,149,"Negative",0.8692684,"VT0139_S1_VP11_20190611",1,23
"200",23070,"0:15:22",870,192,124,135,"Positive",0.81266576,"VT0139_S1_VP11_20190611",0,23
"201",23071,"0:15:22",804,379,137,114,"Positive",0.90096176,"VT0139_S1_VP11_20190611",1,23
"202",23072,"0:15:22",773,261,281,260,"Positive",0.9779704,"VT0139_S1_VP11_20190611",1,23
"203",23073,"0:15:22",812,308,206,163,"Positive",0.89676374,"VT0139_S1_VP11_20190611",1,23
"204",23075,"0:15:23",825,149,335,164,"Positive",0.992,"VT0139_S1_VP11_20190611",2,23
"205",23089,"0:15:23",911,91,161,107,"Positive",0.98229057,"VT0139_S1_VP11_20190611",14,23
"206",23876,"0:15:55",637,588,132,273,"Positive",0.9894455,"VT0139_S1_VP11_20190611",787,24
"207",23877,"0:15:55",615,577,143,396,"Positive",0.58770967,"VT0139_S1_VP11_20190611",1,24
"208",23878,"0:15:55",747,446,274,341,"Positive",0.99808264,"VT0139_S1_VP11_20190611",1,24
"209",23879,"0:15:55",886,520,200,284,"Positive",0.55952567,"VT0139_S1_VP11_20190611",1,24
"210",23880,"0:15:55",838,575,145,434,"Positive",0.659318,"VT0139_S1_VP11_20190611",1,24
"211",23893,"0:15:55",861,163,142,172,"Positive",0.9106397,"VT0139_S1_VP11_20190611",13,24
"212",23894,"0:15:55",780,193,207,291,"Positive",0.7313068,"VT0139_S1_VP11_20190611",1,24
"213",23896,"0:15:55",656,298,421,446,"Positive",0.75292015,"VT0139_S1_VP11_20190611",2,24
"214",23897,"0:15:55",759,384,336,476,"Positive",0.61683214,"VT0139_S1_VP11_20190611",1,24
"215",23897,"0:15:55",829,589,106,203,"Negative",0.9330265,"VT0139_S1_VP11_20190611",0,24
"216",23935,"0:15:57",853,580,140,193,"Positive",0.5489075,"VT0139_S1_VP11_20190611",38,25
"217",23936,"0:15:57",788,475,245,334,"Positive",0.5434769,"VT0139_S1_VP11_20190611",1,25
"218",23937,"0:15:57",694,381,321,449,"Positive",0.9088205,"VT0139_S1_VP11_20190611",1,25
"219",23938,"0:15:57",642,287,399,296,"Negative",0.55734444,"VT0139_S1_VP11_20190611",1,25
"220",23939,"0:15:57",622,174,469,381,"Positive",0.9771154,"VT0139_S1_VP11_20190611",1,25
"221",23940,"0:15:57",641,69,464,528,"Positive",0.999997,"VT0139_S1_VP11_20190611",1,25
"222",23941,"0:15:57",648,142,415,324,"Positive",0.95130503,"VT0139_S1_VP11_20190611",1,25
"223",23942,"0:15:57",695,152,368,379,"Positive",0.99999666,"VT0139_S1_VP11_20190611",1,25
"224",23943,"0:15:57",668,251,116,163,"Negative",0.999534,"VT0139_S1_VP11_20190611",1,25
"225",23943,"0:15:57",857,155,190,170,"Positive",0.9998543,"VT0139_S1_VP11_20190611",0,25
"226",23967,"0:15:58",666,285,186,208,"Positive",0.9952114,"VT0139_S1_VP11_20190611",24,NA
"227",23977,"0:15:59",677,308,134,102,"Negative",0.94537306,"VT0139_S1_VP11_20190611",10,NA
"228",24033,"0:16:01",676,300,116,202,"Positive",0.6485268,"VT0139_S1_VP11_20190611",56,NA
"229",24236,"0:16:09",889,146,81,130,"Positive",0.95889217,"VT0139_S1_VP11_20190611",203,26
"230",24241,"0:16:09",909,167,102,105,"Negative",0.64529437,"VT0139_S1_VP11_20190611",5,26
"231",24242,"0:16:09",925,134,115,96,"Positive",0.91201806,"VT0139_S1_VP11_20190611",1,26
"232",24248,"0:16:09",669,300,106,126,"Negative",0.9582328,"VT0139_S1_VP11_20190611",6,26
"233",24248,"0:16:09",830,150,201,220,"Positive",0.9825848,"VT0139_S1_VP11_20190611",0,26
"234",24249,"0:16:09",667,189,255,413,"Positive",0.9986966,"VT0139_S1_VP11_20190611",1,26
"235",24250,"0:16:10",895,194,193,262,"Negative",0.5520815,"VT0139_S1_VP11_20190611",1,26
"236",24250,"0:16:10",686,205,223,206,"Negative",0.7836824,"VT0139_S1_VP11_20190611",0,26
"237",24251,"0:16:10",719,207,293,528,"Positive",0.8996587,"VT0139_S1_VP11_20190611",1,26
"238",25748,"0:17:09",1006,486,234,144,"Negative",0.57841164,"VT0139_S1_VP11_20190611",1497,27
"239",25749,"0:17:09",903,414,306,289,"Negative",0.897681,"VT0139_S1_VP11_20190611",1,27
"240",25750,"0:17:10",814,362,353,306,"Positive",0.8683807,"VT0139_S1_VP11_20190611",1,27
"241",25751,"0:17:10",744,309,393,297,"Positive",0.95820254,"VT0139_S1_VP11_20190611",1,27
"242",25752,"0:17:10",650,235,458,345,"Positive",0.7969565,"VT0139_S1_VP11_20190611",1,27
"243",25753,"0:17:10",650,153,479,589,"Positive",0.9981501,"VT0139_S1_VP11_20190611",1,27
"244",25754,"0:17:10",686,139,443,428,"Positive",0.99960476,"VT0139_S1_VP11_20190611",1,27
"245",25755,"0:17:10",709,132,333,267,"Positive",0.9991714,"VT0139_S1_VP11_20190611",1,27
"246",25756,"0:17:10",677,157,305,180,"Positive",0.77140826,"VT0139_S1_VP11_20190611",1,27
"247",25757,"0:17:10",680,183,247,159,"Positive",0.9833361,"VT0139_S1_VP11_20190611",1,27
"248",26015,"0:17:20",755,407,105,181,"Negative",0.9116099,"VT0139_S1_VP11_20190611",258,NA
"249",26225,"0:17:29",766,365,133,201,"Positive",0.8114561,"VT0139_S1_VP11_20190611",210,NA
"250",26226,"0:17:29",762,361,132,199,"Negative",0.63187575,"VT0139_S1_VP11_20190611",1,NA
"251",26252,"0:17:30",886,121,89,116,"Positive",0.87414753,"VT0139_S1_VP11_20190611",26,NA
"252",26382,"0:17:35",936,135,114,120,"Positive",0.9999182,"VT0139_S1_VP11_20190611",130,28
"253",26386,"0:17:35",898,149,174,165,"Positive",0.95348454,"VT0139_S1_VP11_20190611",4,28
"254",26387,"0:17:35",748,154,357,354,"Positive",0.9999714,"VT0139_S1_VP11_20190611",1,28
"255",26388,"0:17:35",734,161,358,434,"Positive",0.9999639,"VT0139_S1_VP11_20190611",1,28
"256",26389,"0:17:35",796,157,506,449,"Positive",0.98860675,"VT0139_S1_VP11_20190611",1,28
"257",26390,"0:17:35",847,130,434,433,"Positive",0.9524092,"VT0139_S1_VP11_20190611",1,28
"258",26392,"0:17:35",1041,443,277,212,"Negative",0.82516867,"VT0139_S1_VP11_20190611",2,28
"259",28323,"0:18:52",595,347,373,376,"Positive",0.8773884,"VT0139_S1_VP11_20190611",1931,29
"260",28324,"0:18:52",569,255,436,444,"Positive",0.9270593,"VT0139_S1_VP11_20190611",1,29
"261",28325,"0:18:53",629,188,506,334,"Positive",0.9888391,"VT0139_S1_VP11_20190611",1,29
"262",28326,"0:18:53",659,139,397,331,"Positive",0.9929999,"VT0139_S1_VP11_20190611",1,29
