"","Frame","Clock","x","y","h","w","label","score","FileName","diff","Event"
"263",28328,"0:18:53",757,141,233,330,"Positive",0.85125816,"VT0139_S1_VP11_20190611",2,29
"264",28616,"0:19:04",934,146,110,86,"Positive",0.9697603,"VT0139_S1_VP11_20190611",288,NA
"265",28642,"0:19:05",787,139,333,168,"Positive",0.98616195,"VT0139_S1_VP11_20190611",26,30
"266",28643,"0:19:05",799,130,324,160,"Positive",0.9905804,"VT0139_S1_VP11_20190611",1,30
"267",28645,"0:19:05",811,234,214,170,"Positive",0.8374216,"VT0139_S1_VP11_20190611",2,30
"268",28646,"0:19:05",844,288,182,133,"Positive",0.9625365,"VT0139_S1_VP11_20190611",1,30
"269",28647,"0:19:05",861,289,153,125,"Positive",0.775656,"VT0139_S1_VP11_20190611",1,30
"270",28648,"0:19:05",869,280,161,137,"Positive",0.56802994,"VT0139_S1_VP11_20190611",1,30
"271",32045,"0:21:21",453,377,343,599,"Positive",0.5802658,"VT0139_S1_VP11_20190611",3397,NA
"272",32862,"0:21:54",376,382,338,861,"Positive",0.69851416,"VT0139_S1_VP11_20190611",817,NA
"273",32863,"0:21:54",0,0,720,869,"Negative",0.7940425,"VT0139_S1_VP11_20190611",1,NA
"274",34964,"0:23:18",391,588,132,644,"Negative",0.9422018,"VT0139_S1_VP11_20190611",2101,NA
"275",39293,"0:26:11",896,155,98,111,"Positive",0.97150075,"VT0139_S1_VP11_20190611",4329,31
"276",39294,"0:26:11",865,176,107,143,"Positive",0.9387291,"VT0139_S1_VP11_20190611",1,31
"277",39295,"0:26:11",843,190,165,166,"Negative",0.915634,"VT0139_S1_VP11_20190611",1,31
"278",39297,"0:26:11",613,304,400,481,"Positive",0.6059699,"VT0139_S1_VP11_20190611",2,31
"279",39351,"0:26:14",1154,614,106,112,"Negative",0.6667103,"VT0139_S1_VP11_20190611",54,32
"280",39352,"0:26:14",873,488,232,309,"Negative",0.54073954,"VT0139_S1_VP11_20190611",1,32
"281",39353,"0:26:14",767,383,332,300,"Positive",0.6746117,"VT0139_S1_VP11_20190611",1,32
"282",39354,"0:26:14",649,265,437,396,"Negative",0.87469095,"VT0139_S1_VP11_20190611",1,32
"283",39355,"0:26:14",745,287,400,333,"Positive",0.99959666,"VT0139_S1_VP11_20190611",1,32
"284",39356,"0:26:14",735,233,350,260,"Positive",0.6519722,"VT0139_S1_VP11_20190611",1,32
"285",39357,"0:26:14",713,173,444,273,"Positive",0.9912582,"VT0139_S1_VP11_20190611",1,32
"286",39358,"0:26:14",696,144,390,377,"Positive",0.87805104,"VT0139_S1_VP11_20190611",1,32
"287",39359,"0:26:14",682,129,323,336,"Positive",0.9999795,"VT0139_S1_VP11_20190611",1,32
"288",39361,"0:26:14",703,86,175,313,"Positive",0.71355027,"VT0139_S1_VP11_20190611",2,32
"289",39394,"0:26:15",816,125,210,181,"Positive",0.99999964,"VT0139_S1_VP11_20190611",33,33
"290",39395,"0:26:15",820,156,151,128,"Positive",0.99999654,"VT0139_S1_VP11_20190611",1,33
"291",39401,"0:26:16",807,106,153,109,"Negative",0.7873712,"VT0139_S1_VP11_20190611",6,33
"292",39818,"0:26:32",855,187,149,146,"Positive",0.96676576,"VT0139_S1_VP11_20190611",417,34
"293",39819,"0:26:32",846,217,233,179,"Positive",0.9292543,"VT0139_S1_VP11_20190611",1,34
"294",39820,"0:26:32",818,259,332,215,"Positive",0.5715213,"VT0139_S1_VP11_20190611",1,34
"295",39821,"0:26:32",726,299,418,397,"Positive",0.69613147,"VT0139_S1_VP11_20190611",1,34
"296",39822,"0:26:32",853,571,149,238,"Positive",0.6400709,"VT0139_S1_VP11_20190611",1,34
"297",48826,"0:32:33",475,540,180,352,"Positive",0.538042,"VT0139_S1_VP11_20190611",9004,35
"298",48827,"0:32:33",560,411,309,453,"Positive",0.9472395,"VT0139_S1_VP11_20190611",1,35
"299",48828,"0:32:33",614,302,418,372,"Positive",0.99928266,"VT0139_S1_VP11_20190611",1,35
"300",48829,"0:32:33",625,251,412,423,"Positive",0.99888664,"VT0139_S1_VP11_20190611",1,35
"301",48830,"0:32:33",716,199,438,365,"Positive",0.98650485,"VT0139_S1_VP11_20190611",1,35
"302",48831,"0:32:33",652,139,389,523,"Positive",0.9899344,"VT0139_S1_VP11_20190611",1,35
"303",48832,"0:32:33",750,131,372,265,"Positive",0.9576866,"VT0139_S1_VP11_20190611",1,35
"304",48833,"0:32:33",769,133,350,211,"Positive",0.98906004,"VT0139_S1_VP11_20190611",1,35
"305",48836,"0:32:33",765,127,231,261,"Positive",0.6536849,"VT0139_S1_VP11_20190611",3,35
"306",48846,"0:32:33",840,394,139,132,"Negative",0.9143173,"VT0139_S1_VP11_20190611",10,35
"307",48848,"0:32:33",910,130,91,152,"Negative",0.86653346,"VT0139_S1_VP11_20190611",2,35
"308",49249,"0:32:49",803,217,223,174,"Negative",0.77734536,"VT0139_S1_VP11_20190611",401,36
"309",49250,"0:32:50",656,181,203,428,"Negative",0.8255932,"VT0139_S1_VP11_20190611",1,36
"310",49251,"0:32:50",727,131,391,288,"Positive",0.9999956,"VT0139_S1_VP11_20190611",1,36
"311",49252,"0:32:50",785,127,373,276,"Positive",0.976985,"VT0139_S1_VP11_20190611",1,36
"312",49253,"0:32:50",807,131,364,228,"Positive",0.9279907,"VT0139_S1_VP11_20190611",1,36
"313",49254,"0:32:50",811,166,301,240,"Positive",0.9034307,"VT0139_S1_VP11_20190611",1,36
"314",49283,"0:32:51",854,112,231,180,"Negative",0.9267508,"VT0139_S1_VP11_20190611",29,37
"315",49285,"0:32:51",672,48,546,491,"Positive",0.982398,"VT0139_S1_VP11_20190611",2,37
"316",49286,"0:32:51",894,113,607,372,"Positive",0.7772894,"VT0139_S1_VP11_20190611",1,37
"317",49286,"0:32:51",704,149,403,374,"Positive",0.60866034,"VT0139_S1_VP11_20190611",0,37
"318",49287,"0:32:51",795,234,486,481,"Positive",0.9294489,"VT0139_S1_VP11_20190611",1,37
"319",49288,"0:32:51",954,593,127,298,"Positive",0.56562984,"VT0139_S1_VP11_20190611",1,37
"320",49288,"0:32:51",843,317,118,105,"Positive",0.995365,"VT0139_S1_VP11_20190611",0,37
"321",51549,"0:34:21",1013,545,175,267,"Positive",0.8348175,"VT0139_S1_VP11_20190611",2261,38
"322",51550,"0:34:22",885,467,248,299,"Positive",0.961847,"VT0139_S1_VP11_20190611",1,38
"323",51551,"0:34:22",717,401,300,313,"Positive",0.89694285,"VT0139_S1_VP11_20190611",1,38
"324",51551,"0:34:22",878,495,144,200,"Positive",0.949221,"VT0139_S1_VP11_20190611",0,38
"325",51552,"0:34:22",675,348,342,285,"Positive",0.606866,"VT0139_S1_VP11_20190611",1,38
"326",51553,"0:34:22",608,298,383,295,"Positive",0.67934966,"VT0139_S1_VP11_20190611",1,38
"327",51554,"0:34:22",612,250,334,393,"Positive",1,"VT0139_S1_VP11_20190611",1,38
"328",51555,"0:34:22",606,130,424,561,"Positive",0.9959745,"VT0139_S1_VP11_20190611",1,38
"329",51556,"0:34:22",674,108,350,263,"Positive",0.99619293,"VT0139_S1_VP11_20190611",1,38
"330",51557,"0:34:22",635,121,393,362,"Positive",0.99826175,"VT0139_S1_VP11_20190611",1,38
"331",51558,"0:34:22",649,109,367,365,"Positive",0.93111026,"VT0139_S1_VP11_20190611",1,38
"332",51559,"0:34:22",654,131,253,327,"Positive",0.53803796,"VT0139_S1_VP11_20190611",1,38
"333",51561,"0:34:22",653,223,120,118,"Negative",1,"VT0139_S1_VP11_20190611",2,38
"334",51561,"0:34:22",857,114,185,207,"Positive",0.9633972,"VT0139_S1_VP11_20190611",0,38
"335",51563,"0:34:22",646,161,318,326,"Positive",0.9475257,"VT0139_S1_VP11_20190611",2,38
"336",51564,"0:34:22",759,162,204,351,"Positive",0.9222998,"VT0139_S1_VP11_20190611",1,38
"337",51565,"0:34:22",911,85,238,132,"Negative",0.8913982,"VT0139_S1_VP11_20190611",1,38
"338",51567,"0:34:22",755,155,367,410,"Positive",0.96444273,"VT0139_S1_VP11_20190611",2,38
"339",51942,"0:34:37",877,130,79,135,"Positive",0.994445,"VT0139_S1_VP11_20190611",375,39
"340",51948,"0:34:37",732,140,549,548,"Positive",0.9896483,"VT0139_S1_VP11_20190611",6,39
"341",51949,"0:34:37",620,412,308,397,"Positive",0.7859415,"VT0139_S1_VP11_20190611",1,39
"342",51952,"0:34:38",427,646,74,126,"Negative",0.5288691,"VT0139_S1_VP11_20190611",3,39
"343",51953,"0:34:38",245,623,97,304,"Positive",0.5904987,"VT0139_S1_VP11_20190611",1,39
"344",51954,"0:34:38",218,501,218,281,"Positive",0.6242792,"VT0139_S1_VP11_20190611",1,39
"345",51957,"0:34:38",229,418,302,434,"Negative",0.574801,"VT0139_S1_VP11_20190611",3,39
"346",51959,"0:34:38",235,298,413,610,"Positive",0.8877674,"VT0139_S1_VP11_20190611",2,39
"347",51961,"0:34:38",481,342,275,304,"Positive",0.5616161,"VT0139_S1_VP11_20190611",2,39
"348",51962,"0:34:38",361,169,408,356,"Negative",0.6806652,"VT0139_S1_VP11_20190611",1,39
"349",51963,"0:34:38",486,245,392,203,"Positive",0.8316163,"VT0139_S1_VP11_20190611",1,39
"350",51964,"0:34:38",524,222,334,261,"Positive",0.6456635,"VT0139_S1_VP11_20190611",1,39
"351",51965,"0:34:38",587,124,387,354,"Positive",0.95305496,"VT0139_S1_VP11_20190611",1,39
"352",51966,"0:34:38",626,98,316,175,"Positive",0.97633207,"VT0139_S1_VP11_20190611",1,39
"353",51967,"0:34:38",651,87,295,392,"Positive",0.9798753,"VT0139_S1_VP11_20190611",1,39
"354",51968,"0:34:38",783,78,268,358,"Positive",0.99991894,"VT0139_S1_VP11_20190611",1,39
"355",51968,"0:34:38",667,93,249,312,"Positive",0.9999999,"VT0139_S1_VP11_20190611",0,39
"356",51969,"0:34:38",671,50,428,417,"Positive",0.999747,"VT0139_S1_VP11_20190611",1,39
"357",51970,"0:34:38",656,0,495,444,"Positive",0.9999999,"VT0139_S1_VP11_20190611",1,39
"358",51971,"0:34:38",682,42,557,482,"Positive",0.9999976,"VT0139_S1_VP11_20190611",1,39
"359",51972,"0:34:38",684,121,578,561,"Positive",0.9776919,"VT0139_S1_VP11_20190611",1,39
"360",51974,"0:34:38",883,214,501,397,"Positive",0.6191178,"VT0139_S1_VP11_20190611",2,39
"361",51979,"0:34:39",838,390,145,145,"Negative",0.9999982,"VT0139_S1_VP11_20190611",5,39
"362",51979,"0:34:39",1033,243,148,105,"Negative",0.6639387,"VT0139_S1_VP11_20190611",0,39
"363",52041,"0:34:41",794,271,243,192,"Positive",0.65123636,"VT0139_S1_VP11_20190611",62,NA
"364",52073,"0:34:42",753,130,407,295,"Positive",0.90909827,"VT0139_S1_VP11_20190611",32,40
"365",52075,"0:34:43",648,146,445,540,"Positive",0.74880546,"VT0139_S1_VP11_20190611",2,40
"366",52076,"0:34:43",645,213,356,355,"Negative",0.5397821,"VT0139_S1_VP11_20190611",1,40
"367",52077,"0:34:43",661,142,359,436,"Positive",0.9688729,"VT0139_S1_VP11_20190611",1,40
"368",52079,"0:34:43",791,413,99,155,"Positive",0.5840486,"VT0139_S1_VP11_20190611",2,40
"369",52173,"0:34:46",862,210,260,120,"Positive",0.7369808,"VT0139_S1_VP11_20190611",94,41
"370",52174,"0:34:46",652,157,357,500,"Positive",0.98655605,"VT0139_S1_VP11_20190611",1,41
"371",52175,"0:34:47",708,175,370,461,"Positive",0.98549867,"VT0139_S1_VP11_20190611",1,41
"372",52176,"0:34:47",689,129,380,402,"Positive",0.9327487,"VT0139_S1_VP11_20190611",1,41
"373",52177,"0:34:47",728,75,424,237,"Positive",0.858632,"VT0139_S1_VP11_20190611",1,41
"374",52178,"0:34:47",837,127,72,224,"Negative",0.7069413,"VT0139_S1_VP11_20190611",1,41
"375",52230,"0:34:49",935,228,187,74,"Negative",0.5389736,"VT0139_S1_VP11_20190611",52,42
"376",52235,"0:34:49",905,117,205,131,"Negative",0.56322575,"VT0139_S1_VP11_20190611",5,42
"377",52236,"0:34:49",741,51,504,348,"Positive",1,"VT0139_S1_VP11_20190611",1,42
"378",52237,"0:34:49",690,51,459,443,"Positive",0.9929507,"VT0139_S1_VP11_20190611",1,42
"379",52238,"0:34:49",660,87,633,519,"Positive",0.9796108,"VT0139_S1_VP11_20190611",1,42
"380",52239,"0:34:49",928,232,488,317,"Positive",0.8990154,"VT0139_S1_VP11_20190611",1,42
"381",52239,"0:34:49",702,281,385,453,"Negative",0.7531483,"VT0139_S1_VP11_20190611",0,42
"382",52239,"0:34:49",886,399,301,145,"Positive",0.98956364,"VT0139_S1_VP11_20190611",0,42
"383",55064,"0:36:42",334,495,225,263,"Positive",0.83734226,"VT0139_S1_VP11_20190611",2825,43
"384",55065,"0:36:42",379,382,338,314,"Negative",0.80380124,"VT0139_S1_VP11_20190611",1,43
"385",55066,"0:36:42",431,302,418,299,"Negative",0.61580384,"VT0139_S1_VP11_20190611",1,43
"386",55068,"0:36:42",621,294,393,329,"Positive",0.53785974,"VT0139_S1_VP11_20190611",2,43
"387",55069,"0:36:42",636,207,444,479,"Positive",0.99893564,"VT0139_S1_VP11_20190611",1,43
"388",55070,"0:36:42",656,150,451,426,"Positive",0.99999344,"VT0139_S1_VP11_20190611",1,43
"389",55071,"0:36:42",747,118,337,195,"Positive",0.9984445,"VT0139_S1_VP11_20190611",1,43
"390",55072,"0:36:42",667,122,409,310,"Positive",0.9905861,"VT0139_S1_VP11_20190611",1,43
"391",55073,"0:36:42",726,129,136,284,"Negative",0.76456964,"VT0139_S1_VP11_20190611",1,43
"392",55077,"0:36:43",805,128,212,177,"Positive",0.52688,"VT0139_S1_VP11_20190611",4,43
"393",55080,"0:36:43",927,152,158,242,"Positive",0.5580243,"VT0139_S1_VP11_20190611",3,43
"394",55081,"0:36:43",777,141,443,282,"Positive",0.9964232,"VT0139_S1_VP11_20190611",1,43
"395",55082,"0:36:43",800,165,423,273,"Positive",0.96232253,"VT0139_S1_VP11_20190611",1,43
"396",55205,"0:36:48",878,377,141,70,"Positive",0.8285828,"VT0139_S1_VP11_20190611",123,44
"397",55206,"0:36:48",678,141,456,487,"Positive",0.99992836,"VT0139_S1_VP11_20190611",1,44
"398",55207,"0:36:48",722,136,470,357,"Positive",0.99999976,"VT0139_S1_VP11_20190611",1,44
"399",55208,"0:36:48",708,199,360,334,"Positive",0.997152,"VT0139_S1_VP11_20190611",1,44
"400",55209,"0:36:48",677,179,373,460,"Positive",0.95303226,"VT0139_S1_VP11_20190611",1,44
"401",55210,"0:36:48",659,176,278,189,"Positive",0.9996007,"VT0139_S1_VP11_20190611",1,44
"402",55211,"0:36:48",685,109,106,198,"Negative",0.61318827,"VT0139_S1_VP11_20190611",1,44
"403",55261,"0:36:50",729,139,390,269,"Positive",0.9961105,"VT0139_S1_VP11_20190611",50,45
"404",55262,"0:36:50",655,144,382,367,"Positive",0.7397295,"VT0139_S1_VP11_20190611",1,45
"405",55263,"0:36:50",745,124,390,288,"Positive",0.99817145,"VT0139_S1_VP11_20190611",1,45
"406",55264,"0:36:50",715,145,366,373,"Positive",0.99805236,"VT0139_S1_VP11_20190611",1,45
"407",55267,"0:36:50",758,228,454,493,"Negative",0.52232957,"VT0139_S1_VP11_20190611",3,45
"408",55268,"0:36:50",765,322,398,515,"Negative",0.81861836,"VT0139_S1_VP11_20190611",1,45
"409",58025,"0:38:41",334,422,298,333,"Negative",0.65031904,"VT0139_S1_VP11_20190611",2757,46
"410",58026,"0:38:41",589,389,331,236,"Positive",0.56713736,"VT0139_S1_VP11_20190611",1,46
"411",58027,"0:38:41",617,298,387,425,"Positive",0.73187786,"VT0139_S1_VP11_20190611",1,46
"412",58028,"0:38:41",584,185,484,510,"Positive",0.99998677,"VT0139_S1_VP11_20190611",1,46
"413",58028,"0:38:41",813,366,184,144,"Positive",0.62341404,"VT0139_S1_VP11_20190611",0,46
"414",58029,"0:38:41",646,157,458,295,"Positive",0.9937302,"VT0139_S1_VP11_20190611",1,46
"415",58030,"0:38:41",698,103,398,253,"Positive",0.9999858,"VT0139_S1_VP11_20190611",1,46
"416",58031,"0:38:41",731,126,438,378,"Positive",0.99506325,"VT0139_S1_VP11_20190611",1,46
"417",58032,"0:38:41",749,112,395,360,"Positive",0.99999607,"VT0139_S1_VP11_20190611",1,46
"418",58033,"0:38:41",841,157,187,156,"Positive",0.82639384,"VT0139_S1_VP11_20190611",1,46
"419",58258,"0:38:50",814,251,177,146,"Positive",0.63750553,"VT0139_S1_VP11_20190611",225,47
"420",58259,"0:38:50",755,157,369,218,"Positive",0.9215121,"VT0139_S1_VP11_20190611",1,47
"421",58260,"0:38:50",761,440,78,162,"Positive",0.91156185,"VT0139_S1_VP11_20190611",1,47
"422",58261,"0:38:50",775,174,328,321,"Positive",0.99577713,"VT0139_S1_VP11_20190611",1,47
"423",58262,"0:38:50",718,148,335,341,"Positive",0.89896226,"VT0139_S1_VP11_20190611",1,47
"424",58263,"0:38:50",790,408,65,167,"Negative",0.98159283,"VT0139_S1_VP11_20190611",1,47
"425",58263,"0:38:50",734,127,198,305,"Positive",0.9990293,"VT0139_S1_VP11_20190611",0,47
"426",58268,"0:38:50",818,168,281,158,"Positive",0.72246045,"VT0139_S1_VP11_20190611",5,47
"427",58269,"0:38:50",808,201,250,118,"Negative",0.831273,"VT0139_S1_VP11_20190611",1,47
"428",58270,"0:38:50",817,176,175,148,"Negative",0.9413822,"VT0139_S1_VP11_20190611",1,47
"429",58292,"0:38:51",848,180,133,127,"Positive",0.7551318,"VT0139_S1_VP11_20190611",22,NA
"430",58323,"0:38:52",885,154,119,83,"Negative",0.9423145,"VT0139_S1_VP11_20190611",31,NA
"431",58351,"0:38:54",885,123,130,140,"Positive",0.95917904,"VT0139_S1_VP11_20190611",28,48
"432",58352,"0:38:54",870,154,157,189,"Positive",0.9865959,"VT0139_S1_VP11_20190611",1,48
"433",58353,"0:38:54",858,196,239,233,"Positive",0.99911994,"VT0139_S1_VP11_20190611",1,48
"434",58354,"0:38:54",678,187,492,559,"Positive",0.77573806,"VT0139_S1_VP11_20190611",1,48
"435",58355,"0:38:54",837,309,411,381,"Positive",0.623612,"VT0139_S1_VP11_20190611",1,48
"436",58356,"0:38:54",880,582,138,400,"Negative",0.781312,"VT0139_S1_VP11_20190611",1,48
"437",59431,"0:39:37",0,105,615,1075,"Positive",0.90992594,"VT0139_S1_VP11_20190611",1075,NA
"438",60163,"0:40:06",828,499,221,298,"Positive",0.97627264,"VT0139_S1_VP11_20190611",732,49
"439",60164,"0:40:06",670,390,317,295,"Positive",0.9511645,"VT0139_S1_VP11_20190611",1,49
"440",60164,"0:40:06",887,522,174,76,"Negative",0.65984905,"VT0139_S1_VP11_20190611",0,49
"441",60165,"0:40:06",621,295,385,314,"Positive",0.7032822,"VT0139_S1_VP11_20190611",1,49
"442",60166,"0:40:06",643,233,381,435,"Positive",0.8668734,"VT0139_S1_VP11_20190611",1,49
"443",60167,"0:40:06",670,111,429,333,"Positive",0.71479344,"VT0139_S1_VP11_20190611",1,49
"444",60168,"0:40:06",656,134,368,353,"Positive",0.9988912,"VT0139_S1_VP11_20190611",1,49
"445",60169,"0:40:06",609,12,458,350,"Positive",1,"VT0139_S1_VP11_20190611",1,49
"446",60170,"0:40:06",640,114,355,324,"Positive",0.9960018,"VT0139_S1_VP11_20190611",1,49
"447",60171,"0:40:06",761,106,242,322,"Positive",0.99714655,"VT0139_S1_VP11_20190611",1,49
"448",60171,"0:40:06",708,143,151,192,"Negative",0.6709325,"VT0139_S1_VP11_20190611",0,49
"449",60172,"0:40:06",629,98,222,372,"Positive",0.92635167,"VT0139_S1_VP11_20190611",1,49
"450",60173,"0:40:06",671,75,229,328,"Positive",0.90885067,"VT0139_S1_VP11_20190611",1,49
"451",60174,"0:40:06",662,102,334,449,"Positive",0.99972564,"VT0139_S1_VP11_20190611",1,49
"452",60175,"0:40:07",847,104,202,127,"Negative",0.8630243,"VT0139_S1_VP11_20190611",1,49
"453",60190,"0:40:07",660,141,398,502,"Positive",0.74209136,"VT0139_S1_VP11_20190611",15,49
"454",60190,"0:40:07",640,237,298,251,"Negative",0.77577597,"VT0139_S1_VP11_20190611",0,49
"455",60191,"0:40:07",682,175,377,497,"Positive",0.9827759,"VT0139_S1_VP11_20190611",1,49
"456",60192,"0:40:07",962,353,100,93,"Negative",0.99999666,"VT0139_S1_VP11_20190611",1,49
"457",60192,"0:40:07",744,254,192,68,"Negative",0.945736,"VT0139_S1_VP11_20190611",0,49
"458",60193,"0:40:07",962,145,206,147,"Positive",0.99897075,"VT0139_S1_VP11_20190611",1,49
"459",60194,"0:40:07",907,256,230,209,"Positive",0.9931832,"VT0139_S1_VP11_20190611",1,49
"460",60265,"0:40:10",815,351,157,155,"Negative",0.72895354,"VT0139_S1_VP11_20190611",71,50
"461",60266,"0:40:10",707,200,311,291,"Positive",0.6128977,"VT0139_S1_VP11_20190611",1,50
"462",60267,"0:40:10",649,189,361,519,"Positive",0.93193316,"VT0139_S1_VP11_20190611",1,50
"463",60268,"0:40:10",655,202,326,546,"Positive",0.9983804,"VT0139_S1_VP11_20190611",1,50
"464",60269,"0:40:10",697,116,372,376,"Positive",0.9998568,"VT0139_S1_VP11_20190611",1,50
"465",60270,"0:40:10",959,110,346,162,"Positive",0.9999615,"VT0139_S1_VP11_20190611",1,50
"466",60270,"0:40:10",671,172,212,225,"Positive",0.78075004,"VT0139_S1_VP11_20190611",0,50
"467",60272,"0:40:10",784,101,262,214,"Positive",0.9996486,"VT0139_S1_VP11_20190611",2,50
"468",60330,"0:40:13",866,189,258,177,"Negative",0.7498755,"VT0139_S1_VP11_20190611",58,51
"469",60330,"0:40:13",775,238,199,155,"Negative",0.7886416,"VT0139_S1_VP11_20190611",0,51
"470",60331,"0:40:13",814,232,169,205,"Positive",0.74614847,"VT0139_S1_VP11_20190611",1,51
"471",60463,"0:40:18",822,134,274,234,"Positive",0.99824464,"VT0139_S1_VP11_20190611",132,52
"472",60463,"0:40:18",966,212,161,58,"Positive",0.73499435,"VT0139_S1_VP11_20190611",0,52
"473",60464,"0:40:18",684,128,434,461,"Positive",0.99978966,"VT0139_S1_VP11_20190611",1,52
"474",60465,"0:40:18",783,160,476,427,"Positive",0.90078396,"VT0139_S1_VP11_20190611",1,52
"475",60466,"0:40:18",837,77,426,443,"Positive",0.88766026,"VT0139_S1_VP11_20190611",1,52
"476",60467,"0:40:18",832,219,483,448,"Positive",0.7905582,"VT0139_S1_VP11_20190611",1,52
"477",60467,"0:40:18",899,261,189,264,"Positive",0.90352625,"VT0139_S1_VP11_20190611",0,52
"478",62647,"0:41:45",863,631,89,166,"Negative",0.9310732,"VT0139_S1_VP11_20190611",2180,53
"479",62648,"0:41:45",762,503,217,266,"Positive",0.69122416,"VT0139_S1_VP11_20190611",1,53
"480",62649,"0:41:45",709,396,306,347,"Positive",0.81251955,"VT0139_S1_VP11_20190611",1,53
"481",62650,"0:41:46",655,285,393,304,"Positive",0.7230953,"VT0139_S1_VP11_20190611",1,53
"482",62651,"0:41:46",631,223,435,313,"Positive",0.992581,"VT0139_S1_VP11_20190611",1,53
"483",62652,"0:41:46",609,77,459,557,"Positive",0.99991786,"VT0139_S1_VP11_20190611",1,53
"484",62653,"0:41:46",652,104,407,344,"Positive",0.9815833,"VT0139_S1_VP11_20190611",1,53
"485",62654,"0:41:46",687,129,350,288,"Positive",0.99960047,"VT0139_S1_VP11_20190611",1,53
"486",62655,"0:41:46",830,148,278,281,"Positive",0.9935409,"VT0139_S1_VP11_20190611",1,53
"487",62655,"0:41:46",671,182,220,335,"Positive",0.9648502,"VT0139_S1_VP11_20190611",0,53
"488",62656,"0:41:46",739,142,241,345,"Negative",0.7624224,"VT0139_S1_VP11_20190611",1,53
"489",62657,"0:41:46",706,132,191,241,"Positive",0.7013573,"VT0139_S1_VP11_20190611",1,53
"490",62660,"0:41:46",646,111,193,345,"Negative",0.84912795,"VT0139_S1_VP11_20190611",3,53
"491",62661,"0:41:46",929,105,184,237,"Positive",0.9893673,"VT0139_S1_VP11_20190611",1,53
"492",62662,"0:41:46",749,263,196,96,"Negative",0.99802065,"VT0139_S1_VP11_20190611",1,53
"493",62662,"0:41:46",795,56,428,232,"Positive",0.99998677,"VT0139_S1_VP11_20190611",0,53
"494",62664,"0:41:46",996,157,158,108,"Positive",0.96116906,"VT0139_S1_VP11_20190611",2,53
"495",62666,"0:41:46",901,76,139,158,"Negative",0.64435196,"VT0139_S1_VP11_20190611",2,53
"496",62670,"0:41:46",861,131,102,112,"Negative",0.8526553,"VT0139_S1_VP11_20190611",4,53
"497",62909,"0:41:56",677,122,367,355,"Positive",0.99667764,"VT0139_S1_VP11_20190611",239,54
"498",62910,"0:41:56",675,132,352,388,"Positive",0.9541632,"VT0139_S1_VP11_20190611",1,54
"499",62911,"0:41:56",696,158,315,434,"Positive",0.55924946,"VT0139_S1_VP11_20190611",1,54
"500",62912,"0:41:56",731,149,455,489,"Positive",0.99068063,"VT0139_S1_VP11_20190611",1,54
"501",62914,"0:41:56",857,230,472,423,"Negative",0.6891916,"VT0139_S1_VP11_20190611",2,54
"502",62915,"0:41:56",1046,557,163,234,"Positive",0.92381877,"VT0139_S1_VP11_20190611",1,54
"503",64262,"0:42:50",10,419,301,523,"Positive",0.9475602,"VT0139_S1_VP11_20190611",1347,55
"504",64265,"0:42:50",628,262,411,369,"Positive",0.58588165,"VT0139_S1_VP11_20190611",3,55
"505",64266,"0:42:50",637,91,556,473,"Positive",0.99999595,"VT0139_S1_VP11_20190611",1,55
"506",64267,"0:42:50",654,80,488,369,"Positive",0.99825865,"VT0139_S1_VP11_20190611",1,55
"507",64268,"0:42:50",814,87,413,193,"Positive",0.93199724,"VT0139_S1_VP11_20190611",1,55
"508",64269,"0:42:50",825,110,198,182,"Positive",0.821674,"VT0139_S1_VP11_20190611",1,55
"509",64471,"0:42:58",890,136,105,141,"Positive",0.80678976,"VT0139_S1_VP11_20190611",202,NA
"510",64591,"0:43:03",811,132,369,126,"Positive",0.998889,"VT0139_S1_VP11_20190611",120,56
"511",64592,"0:43:03",809,304,184,145,"Positive",0.9848423,"VT0139_S1_VP11_20190611",1,56
"512",64593,"0:43:03",811,301,166,116,"Positive",0.7616165,"VT0139_S1_VP11_20190611",1,56
"513",64594,"0:43:03",807,178,282,154,"Positive",0.96925104,"VT0139_S1_VP11_20190611",1,56
"514",64595,"0:43:03",814,192,268,162,"Positive",0.79652804,"VT0139_S1_VP11_20190611",1,56
"515",64597,"0:43:03",881,219,114,107,"Positive",0.6685641,"VT0139_S1_VP11_20190611",2,56
"516",64600,"0:43:04",879,191,130,143,"Positive",0.9917298,"VT0139_S1_VP11_20190611",3,56
"517",65551,"0:43:42",930,160,130,105,"Negative",0.9033499,"VT0139_S1_VP11_20190611",951,57
"518",65552,"0:43:42",870,193,127,182,"Negative",0.62161285,"VT0139_S1_VP11_20190611",1,57
"519",65553,"0:43:42",858,195,210,207,"Positive",0.99995923,"VT0139_S1_VP11_20190611",1,57
"520",65555,"0:43:42",697,377,340,410,"Positive",0.63624257,"VT0139_S1_VP11_20190611",2,57
"521",65556,"0:43:42",835,441,279,399,"Positive",0.52939636,"VT0139_S1_VP11_20190611",1,57
"522",65574,"0:43:42",778,547,173,254,"Positive",0.984386,"VT0139_S1_VP11_20190611",18,57
"523",65575,"0:43:43",647,426,268,249,"Positive",0.72921336,"VT0139_S1_VP11_20190611",1,57
"524",65575,"0:43:43",838,543,123,111,"Positive",0.6540062,"VT0139_S1_VP11_20190611",0,57
"525",65576,"0:43:43",616,331,356,269,"Positive",0.6561175,"VT0139_S1_VP11_20190611",1,57
