Frame,Clock,x,y,h,w,label,score
65552,0:43:42,870,193,127,182,Negative,0.62161285
65553,0:43:42,858,195,210,207,Positive,0.99995923
65555,0:43:42,697,377,340,410,Positive,0.63624257
65556,0:43:42,835,441,279,399,Positive,0.52939636
65574,0:43:42,778,547,173,254,Positive,0.984386
65575,0:43:43,647,426,268,249,Positive,0.72921336
65575,0:43:43,838,543,123,111,Positive,0.6540062
65576,0:43:43,616,331,356,269,Positive,0.6561175
65577,0:43:43,625,240,404,368,Positive,0.99363893
65578,0:43:43,634,105,440,485,Positive,0.9527878
65579,0:43:43,635,62,419,310,Positive,0.99999917
65580,0:43:43,649,77,434,330,Positive,0.9906749
65581,0:43:43,757,132,175,224,Positive,0.8236068
65582,0:43:43,745,132,343,342,Positive,0.9999999
65584,0:43:43,841,112,195,157,Negative,0.75504005
65655,0:43:46,684,346,125,158,Positive,0.77568984
65727,0:43:49,717,296,130,174,Positive,0.55166006
65744,0:43:49,922,125,116,101,Positive,0.6720814
65750,0:43:50,906,159,148,129,Positive,0.9111059
65751,0:43:50,728,316,166,134,Positive,0.9268978
65751,0:43:50,896,175,172,164,Negative,0.5675575
65752,0:43:50,705,286,191,141,Positive,0.9932696
65752,0:43:50,906,169,207,198,Positive,0.9994143
65753,0:43:50,710,199,258,458,Positive,0.71484447
65755,0:43:50,800,207,494,480,Positive,0.901835
65756,0:43:50,990,472,248,290,Negative,0.58752
67221,0:44:48,889,610,110,130,Negative,0.9031816
67222,0:44:48,830,473,247,284,Positive,0.5473218
67223,0:44:48,656,367,347,308,Negative,0.5778322
67224,0:44:48,632,283,393,304,Positive,0.97836393
67225,0:44:49,683,127,507,389,Positive,1.0
67226,0:44:49,674,88,400,411,Positive,0.9999924
67227,0:44:49,701,116,304,267,Positive,0.97565514
67228,0:44:49,650,87,367,434,Positive,0.98773766
67230,0:44:49,674,198,258,325,Positive,0.9948592
67231,0:44:49,826,117,248,152,Positive,0.88181025
67232,0:44:49,709,77,329,307,Positive,0.935946
67233,0:44:49,811,94,313,286,Positive,0.9917156
67430,0:44:57,869,139,184,188,Positive,0.7296716
67431,0:44:57,789,138,377,300,Positive,0.9997017
67432,0:44:57,757,157,388,399,Positive,0.99988496
67433,0:44:57,791,210,445,444,Positive,0.5914873
67434,0:44:57,841,178,428,439,Positive,0.95827687
67435,0:44:57,865,229,484,415,Positive,0.6868738
68885,0:45:55,0,539,181,130,Negative,0.7296961
68886,0:45:55,0,480,240,337,Positive,0.53520447
68887,0:45:55,72,382,338,444,Negative,0.9247295
68889,0:45:55,597,223,434,287,Positive,0.83921933
68890,0:45:55,637,60,586,360,Positive,0.9993793
68891,0:45:55,589,73,525,455,Positive,0.99999356
68892,0:45:55,699,126,454,339,Positive,0.9992273
68893,0:45:55,777,150,375,328,Positive,0.9966048
68894,0:45:55,830,180,347,336,Positive,0.9406011
68895,0:45:55,661,219,328,484,Positive,0.9851066
68896,0:45:55,665,182,381,469,Positive,0.9660373
68905,0:45:56,660,257,330,466,Positive,0.9710642
68921,0:45:56,704,381,179,346,Negative,0.7229001
68924,0:45:56,683,396,110,97,Negative,0.83652383
68924,0:45:56,822,123,170,156,Positive,0.99960595
69199,0:46:07,767,176,273,232,Positive,0.99112624
69200,0:46:08,800,154,326,218,Positive,0.98290426
69201,0:46:08,874,162,276,170,Positive,0.9728118
69202,0:46:08,693,67,511,397,Positive,0.99188
69203,0:46:08,698,64,645,464,Positive,0.7746131
69204,0:46:08,754,174,434,465,Positive,0.77132255
69205,0:46:08,761,242,478,519,Positive,0.9590999
70402,0:46:56,690,539,181,256,Positive,0.8009519
70403,0:46:56,597,405,315,326,Positive,0.980534
70404,0:46:56,740,343,335,236,Positive,0.984098
70405,0:46:56,717,292,368,302,Positive,0.96762305
70406,0:46:56,749,246,372,267,Positive,0.97853917
70407,0:46:56,739,189,388,272,Positive,0.9919933
70408,0:46:56,653,135,412,512,Positive,0.9999995
70409,0:46:56,697,129,372,296,Positive,0.99986696
70410,0:46:56,716,341,107,157,Negative,0.75886077
70411,0:46:56,686,223,250,312,Positive,0.9152596
70412,0:46:56,684,319,120,106,Negative,0.9077025
70461,0:46:58,682,291,143,197,Positive,0.91550463
70487,0:46:59,691,318,97,185,Positive,0.9248219
70752,0:47:10,675,318,140,162,Negative,0.7832152
70753,0:47:10,658,259,210,307,Positive,0.60370195
70879,0:47:15,924,148,117,100,Positive,0.99961543
70880,0:47:15,939,159,122,92,Positive,0.9965216
70923,0:47:16,962,179,121,118,Positive,0.9916123
70940,0:47:17,922,177,196,101,Positive,0.91855216
70941,0:47:17,944,189,114,92,Positive,0.99781215
70943,0:47:17,938,203,196,102,Positive,0.7742977
70944,0:47:17,942,223,168,96,Negative,0.5435944
70945,0:47:17,682,251,172,354,Positive,0.9871335
70946,0:47:17,676,237,247,376,Positive,0.9989567
70947,0:47:17,694,211,421,385,Positive,0.9918166
70948,0:47:17,733,225,491,521,Positive,0.9542639
70949,0:47:17,816,277,443,357,Positive,0.8132414
73043,0:48:41,949,533,187,238,Positive,0.66935724
73044,0:48:41,859,448,259,326,Positive,0.5514432
73044,0:48:41,799,566,117,219,Negative,0.742515
73045,0:48:41,675,374,319,310,Negative,0.72325504
73046,0:48:41,618,310,378,321,Positive,0.90915316
73047,0:48:41,624,243,408,529,Positive,0.9980071
73048,0:48:41,579,80,552,624,Positive,0.9594854
73049,0:48:41,637,135,416,325,Positive,0.9999143
73050,0:48:42,653,107,395,319,Negative,0.55122507
73051,0:48:42,659,117,362,448,Positive,0.9999703
73052,0:48:42,877,107,110,121,Negative,0.9226354
73053,0:48:42,843,150,143,176,Negative,0.5296182
73247,0:48:49,755,124,242,247,Negative,0.92110497
73278,0:48:51,888,154,166,133,Positive,0.77673566
73279,0:48:51,661,162,187,387,Positive,0.56821436
73279,0:48:51,655,316,119,177,Positive,0.63676727
73280,0:48:51,659,162,258,442,Positive,0.99659663
73281,0:48:51,695,168,346,500,Positive,0.81945366
73283,0:48:51,946,456,264,334,Positive,0.878566
74650,0:49:46,752,496,224,352,Positive,0.7214174
74651,0:49:46,679,372,330,304,Positive,0.973709
74652,0:49:46,632,283,383,381,Positive,0.73660237
74652,0:49:46,833,576,84,112,Negative,0.8923937
74653,0:49:46,659,143,499,515,Positive,0.9924481
74654,0:49:46,736,139,376,307,Positive,0.99997926
74655,0:49:46,716,103,339,273,Positive,0.99992096
74656,0:49:46,756,136,300,244,Positive,0.999908
74658,0:49:46,686,106,363,329,Positive,0.90913284
74659,0:49:46,677,171,308,356,Positive,0.9655695
74708,0:49:48,668,149,302,344,Positive,0.9997557
74709,0:49:48,647,141,390,497,Positive,0.99966455
74710,0:49:48,648,130,367,329,Positive,0.9995881
74711,0:49:48,668,145,301,319,Positive,0.9985475
74766,0:49:50,837,220,182,208,Negative,0.9469318
74767,0:49:50,663,240,248,405,Positive,0.98112476
74768,0:49:50,685,221,263,444,Positive,0.9984207
74769,0:49:50,723,239,349,470,Positive,0.8948138
74770,0:49:50,784,237,480,453,Positive,0.6438402
74771,0:49:50,942,479,241,319,Positive,0.73684955
76723,0:51:08,743,501,219,370,Negative,0.8158888
76724,0:51:08,711,383,326,351,Positive,0.9715228
76725,0:51:09,801,285,327,287,Positive,0.8058715
76726,0:51:09,794,168,316,265,Positive,0.9473401
76727,0:51:09,661,147,402,337,Positive,0.8468722
76728,0:51:09,666,52,409,326,Positive,0.9927044
76729,0:51:09,646,22,398,348,Positive,0.9999654
76730,0:51:09,681,112,316,363,Positive,0.99949586
76731,0:51:09,634,124,349,347,Positive,0.92863375
76732,0:51:09,647,93,393,382,Positive,0.98319215
76733,0:51:09,662,96,372,583,Positive,0.9995326
76734,0:51:09,892,106,383,311,Positive,0.60570383
76737,0:51:09,1006,233,194,143,Negative,0.939752
76738,0:51:09,702,365,139,235,Negative,0.6836571
77128,0:51:25,763,279,224,145,Negative,0.57179505
77202,0:51:28,964,113,118,91,Positive,0.99821824
77203,0:51:28,906,127,134,170,Positive,0.99965656
77204,0:51:28,719,134,356,386,Positive,0.9958198
77205,0:51:28,719,160,318,433,Positive,0.99704033
77206,0:51:28,743,175,266,489,Positive,0.88206625
77207,0:51:28,790,205,505,490,Negative,0.9171508
77208,0:51:28,854,256,441,426,Positive,0.8123096
77209,0:51:28,1102,505,215,178,Positive,0.86336875
78832,0:52:33,1008,368,352,272,Positive,0.9653737
78833,0:52:33,938,264,443,275,Positive,0.61777043
78834,0:52:33,874,277,423,313,Negative,0.93631375
78835,0:52:33,733,226,463,351,Positive,0.71866786
78836,0:52:33,711,178,454,318,Positive,0.97448903
78837,0:52:33,660,106,443,541,Positive,0.9996369
78838,0:52:33,630,133,354,428,Positive,0.9811188
78839,0:52:33,667,117,317,270,Positive,0.999496
78840,0:52:33,724,150,150,246,Negative,0.85364926
78960,0:52:38,727,221,138,78,Positive,0.999892
79000,0:52:40,914,108,116,97,Positive,0.990387
79040,0:52:41,827,149,177,213,Positive,0.693586
79041,0:52:41,662,155,281,413,Positive,0.9998441
79042,0:52:41,674,164,257,478,Positive,0.99577254
79043,0:52:41,716,177,340,537,Negative,0.505587
79045,0:52:41,1010,522,198,270,Positive,0.7597736
80260,0:53:30,164,629,91,210,Negative,0.89546204
80261,0:53:30,391,524,196,383,Negative,0.7981363
80263,0:53:30,466,305,404,467,Positive,0.99304444
80264,0:53:30,642,223,436,384,Positive,0.99371994
80265,0:53:30,626,165,473,515,Positive,0.99538815
80266,0:53:30,648,131,440,420,Positive,0.9995227
80267,0:53:30,697,109,410,266,Positive,0.9915673
80268,0:53:30,721,122,320,373,Positive,0.99652785
80269,0:53:30,766,169,199,244,Positive,0.9176153
80270,0:53:30,800,180,200,78,Negative,0.7901886
80341,0:53:33,919,241,216,83,Positive,0.9298285
80341,0:53:33,763,180,187,93,Positive,0.6047191
80343,0:53:33,942,243,202,67,Negative,0.7645284
80364,0:53:34,821,287,157,142,Positive,0.65402424
80365,0:53:34,855,325,98,99,Negative,0.53415537
80423,0:53:36,801,214,187,74,Negative,0.7389153
80484,0:53:39,991,452,268,289,Negative,0.8505264
80485,0:53:39,897,347,369,331,Negative,0.7646597
80486,0:53:39,773,218,473,330,Positive,0.9981591
80487,0:53:39,937,87,403,227,Positive,0.9926604
80488,0:53:39,913,0,402,309,Positive,0.9907582
80488,0:53:39,707,140,249,226,Positive,0.69864136
80489,0:53:39,682,0,492,424,Positive,0.99999964
80490,0:53:39,679,0,571,556,Positive,1.0
80491,0:53:39,684,0,571,342,Positive,0.7921575
80492,0:53:39,628,244,476,577,Positive,0.94457966
80492,0:53:39,634,450,261,445,Positive,0.75360435
80492,0:53:39,823,0,161,140,Positive,0.9004208
80493,0:53:39,775,0,720,299,Positive,0.94286555
80525,0:53:41,1082,0,172,198,Negative,0.9319934
80526,0:53:41,1034,0,317,246,Positive,0.9941141
80527,0:53:41,880,37,433,364,Positive,0.68495935
80528,0:53:41,852,90,467,273,Positive,0.92708784
80529,0:53:41,718,103,476,325,Positive,0.9987165
80530,0:53:41,663,104,428,343,Positive,0.9853849
80531,0:53:41,620,124,393,341,Positive,0.99929166
80532,0:53:41,647,152,332,210,Positive,0.90100074
80533,0:53:41,650,85,327,330,Negative,0.5986318
80534,0:53:41,679,63,425,298,Positive,0.993547
80536,0:53:41,857,120,117,121,Positive,0.9996032
80561,0:53:42,891,127,97,131,Positive,0.7006913
80625,0:53:45,920,178,93,116,Negative,0.8946321
80626,0:53:45,689,200,295,357,Positive,0.9973105
80629,0:53:45,651,341,145,176,Negative,0.8618507
80630,0:53:45,911,176,112,83,Positive,0.99990666
80754,0:53:50,934,146,161,94,Negative,0.6545842
80763,0:53:50,665,210,280,410,Positive,0.9971023
80764,0:53:50,676,227,256,454,Positive,0.9934622
80765,0:53:50,786,201,300,450,Positive,0.67579883
80765,0:53:50,712,250,199,113,Negative,0.8997914
80766,0:53:50,756,239,414,524,Positive,0.66908526
80767,0:53:50,975,486,234,305,Positive,0.5285466
85375,0:56:55,0,528,192,131,Positive,0.99908173
85379,0:56:55,616,296,396,332,Positive,0.9999639
85380,0:56:55,666,197,490,416,Positive,0.95128447
85381,0:56:55,647,113,523,514,Positive,0.99053955
85382,0:56:55,688,132,432,448,Positive,0.99943215
85383,0:56:55,763,127,433,204,Positive,0.9642557
85384,0:56:55,762,326,189,185,Positive,0.95079255
85650,0:57:06,900,130,132,94,Positive,0.5899165
85732,0:57:09,784,269,235,112,Negative,0.91322726
85733,0:57:09,780,217,281,195,Positive,0.8471859
85736,0:57:09,784,125,322,335,Positive,0.9882218
85737,0:57:09,785,302,139,142,Positive,0.5204985
85739,0:57:09,802,197,237,175,Positive,0.9793798
85740,0:57:09,824,224,194,153,Positive,0.9397694
85741,0:57:09,834,220,203,153,Positive,0.62114066
85743,0:57:09,880,191,100,106,Positive,0.8978054
85744,0:57:09,871,176,171,148,Positive,0.99980253
85747,0:57:09,895,193,90,139,Negative,0.71384925
91198,1:00:47,445,182,531,835,Positive,0.5901128
91199,1:00:47,0,0,720,822,Negative,0.5754581
93717,1:02:28,727,584,136,192,Positive,0.7433936
93718,1:02:28,717,534,186,227,Positive,0.8966754
93720,1:02:28,549,128,548,484,Positive,0.9816301
93721,1:02:28,553,182,496,509,Positive,0.9557621
93722,1:02:28,616,68,603,491,Positive,0.9990847
93723,1:02:28,672,147,556,473,Positive,0.9274463
93723,1:02:28,627,319,358,339,Positive,0.83924747
93724,1:02:28,642,46,674,597,Positive,0.86524934
93725,1:02:29,892,585,135,118,Positive,0.96792364
93725,1:02:29,625,0,318,296,Positive,0.6848364
93726,1:02:29,648,0,279,250,Positive,0.7209253
93727,1:02:29,656,16,200,155,Positive,0.996838
93729,1:02:29,678,23,123,105,Negative,0.89386743
93763,1:02:30,922,0,172,358,Positive,0.66955656
93764,1:02:30,893,0,314,387,Negative,0.63640577
93765,1:02:30,830,0,233,368,Negative,0.91091007
93766,1:02:30,821,285,137,118,Negative,0.614827
93766,1:02:30,939,0,194,218,Positive,0.97719884
93767,1:02:30,758,20,385,314,Positive,0.9999974
93768,1:02:30,722,42,445,282,Positive,0.9998129
93769,1:02:30,688,72,397,290,Positive,0.7380333
93771,1:02:30,636,143,344,427,Positive,0.9999788
93772,1:02:30,652,150,304,247,Negative,0.5673971
93773,1:02:30,943,211,223,181,Negative,0.99663585
93773,1:02:30,625,231,202,184,Positive,0.9870766
93774,1:02:30,834,171,140,124,Positive,0.92626643
93775,1:02:30,819,165,142,134,Positive,0.69118017
94006,1:02:40,673,289,165,130,Positive,0.9041397
94007,1:02:40,674,280,170,218,Positive,0.7866601
94008,1:02:40,683,270,165,218,Negative,0.7959693
94012,1:02:40,704,250,161,207,Positive,0.9970283
94013,1:02:40,712,129,274,205,Positive,0.9937325
94014,1:02:40,705,223,164,247,Positive,0.997251
94015,1:02:40,722,216,165,238,Positive,0.9863295
94026,1:02:41,874,102,154,125,Positive,0.9546313
94212,1:02:48,890,144,145,134,Positive,0.90791863
94213,1:02:48,873,168,191,182,Positive,0.95262563
94214,1:02:48,860,230,255,228,Positive,0.9186547
94215,1:02:48,847,144,505,331,Positive,0.5131388
94215,1:02:48,891,155,216,186,Positive,0.99850285
94216,1:02:48,881,418,302,275,Negative,0.9014254
98213,1:05:28,790,589,131,240,Negative,0.7639853
98217,1:05:28,942,492,228,226,Positive,0.99875677
98218,1:05:28,946,439,281,274,Positive,0.9398584
98219,1:05:28,775,375,323,443,Positive,0.9021641
98220,1:05:28,652,307,361,520,Positive,0.99478614
98221,1:05:28,760,228,457,354,Positive,0.94263077
98222,1:05:28,719,168,400,339,Positive,0.9996381
98223,1:05:28,662,60,432,282,Positive,0.99943894
98223,1:05:28,834,124,276,185,Positive,0.8417895
98224,1:05:28,664,106,364,331,Positive,0.966866
98225,1:05:29,630,122,313,479,Positive,0.99994695
98226,1:05:29,648,115,266,325,Positive,0.84680074
98227,1:05:29,647,157,281,356,Positive,0.99935967
98229,1:05:29,715,140,167,147,Positive,0.9989844
98366,1:05:34,2,431,289,307,Negative,0.50624865
98368,1:05:34,246,317,403,312,Negative,0.6619927
98369,1:05:34,430,301,380,403,Positive,0.9907386
98370,1:05:34,366,177,490,357,Negative,0.50005114
98371,1:05:34,519,237,382,221,Positive,0.9968406
98372,1:05:34,377,98,551,632,Positive,0.93081325
98373,1:05:34,551,60,492,181,Positive,0.83349574
98373,1:05:34,911,153,95,109,Positive,0.8829833
98375,1:05:34,589,77,279,374,Positive,0.9995382
98376,1:05:35,666,6,367,265,Positive,0.9224508
98377,1:05:35,667,65,311,206,Positive,0.94301546
98378,1:05:35,695,64,295,437,Positive,0.99977154
98379,1:05:35,691,55,370,385,Positive,0.9999988
98380,1:05:35,699,12,437,350,Positive,0.9999722
98381,1:05:35,722,83,287,401,Positive,0.9999356
98382,1:05:35,805,46,337,312,Positive,0.99929714
98383,1:05:35,766,3,429,303,Positive,0.99568224
98384,1:05:35,753,239,402,311,Positive,0.99202865
98385,1:05:35,831,170,350,347,Negative,0.652535
98386,1:05:35,889,370,222,186,Positive,0.99878937
98386,1:05:35,660,301,170,152,Negative,0.63006115
98387,1:05:35,695,61,639,437,Positive,0.9650751
98388,1:05:35,667,222,498,488,Positive,0.7502653
98389,1:05:35,855,202,518,366,Positive,0.7174358
98716,1:05:48,889,158,90,117,Negative,0.7952164
98778,1:05:51,779,122,254,243,Positive,0.98175263
98779,1:05:51,862,136,139,170,Positive,0.9960389
98783,1:05:51,681,150,337,359,Positive,0.9619368
98784,1:05:51,685,154,329,403,Positive,0.99999964
98785,1:05:51,893,155,261,260,Positive,0.94005597
98785,1:05:51,706,228,233,163,Negative,0.8236312
98786,1:05:51,752,158,554,480,Positive,0.917007
98787,1:05:51,751,239,444,529,Positive,0.84479576
98788,1:05:51,954,409,311,326,Negative,0.9016816
102681,1:08:27,1070,358,301,210,Positive,0.5649209
102682,1:08:27,902,263,451,332,Positive,0.6110367
102683,1:08:27,759,125,564,355,Negative,0.6770558
102684,1:08:27,684,240,363,441,Positive,0.980411
102685,1:08:27,660,204,468,418,Positive,0.9780894
102686,1:08:27,645,171,357,348,Positive,0.9991492
102687,1:08:27,649,41,440,381,Positive,0.9999962
102688,1:08:27,632,105,318,259,Positive,0.999777
102689,1:08:27,629,145,230,332,Positive,0.9996797
102690,1:08:27,733,136,207,142,Negative,0.6055636
103102,1:08:44,918,132,129,90,Positive,0.8383825
103109,1:08:44,881,170,146,149,Negative,0.7560011
103110,1:08:44,646,187,272,419,Positive,0.9986834
103111,1:08:44,651,176,270,477,Positive,0.9646176
103112,1:08:44,706,189,358,507,Positive,0.9294496
103113,1:08:44,774,217,492,495,Negative,0.67169666
103114,1:08:44,881,340,380,399,Negative,0.5262626
106941,1:11:17,964,409,311,282,Positive,0.8569351
106942,1:11:17,740,298,388,412,Positive,0.5188336
106943,1:11:17,763,155,404,488,Positive,0.98252827
106944,1:11:17,867,151,330,381,Positive,0.99997795
106945,1:11:17,870,128,329,160,Positive,0.73739713
106946,1:11:17,768,123,378,196,Positive,0.8985677
106947,1:11:17,761,155,346,161,Positive,0.9999825
107267,1:11:30,757,267,233,132,Positive,0.97657806
107270,1:11:30,764,227,242,157,Positive,0.81835127
107271,1:11:30,761,220,238,153,Positive,0.99970007
107273,1:11:30,767,213,232,201,Positive,0.90984875
107274,1:11:30,775,209,226,202,Positive,0.83011776
107277,1:11:31,840,197,223,142,Negative,0.51733595
107279,1:11:31,906,195,88,114,Negative,0.9394908
109286,1:12:51,847,187,159,182,Positive,0.9596433
109287,1:12:51,842,120,346,296,Positive,0.99997246
109288,1:12:51,664,265,440,399,Negative,0.84384453
109317,1:12:52,637,537,183,432,Negative,0.698226
109318,1:12:52,757,463,257,278,Negative,0.90658945
109320,1:12:52,847,423,297,433,Positive,0.7501292
109321,1:12:52,766,313,292,428,Positive,0.8949071
109322,1:12:52,922,264,306,236,Positive,0.94402635
109323,1:12:52,852,296,275,261,Positive,0.89158267
109324,1:12:52,822,238,316,257,Positive,0.9314314
109325,1:12:53,680,131,417,573,Positive,0.99995863
109326,1:12:53,658,94,415,566,Positive,0.9999863
109327,1:12:53,682,131,376,315,Positive,0.99995923
109328,1:12:53,637,99,384,420,Positive,0.9994892
109329,1:12:53,665,133,339,195,Positive,0.9649363
109329,1:12:53,939,185,99,94,Negative,0.90194404
109330,1:12:53,743,110,253,234,Positive,0.564665
109341,1:12:53,919,121,121,83,Positive,0.989035
109342,1:12:53,908,147,104,112,Negative,0.7061363
109454,1:12:58,648,111,492,340,Positive,0.9998023
109455,1:12:58,662,140,509,343,Positive,0.90405655
109456,1:12:58,726,144,408,297,Positive,0.9629438
109457,1:12:58,741,157,377,324,Positive,0.9947771
109458,1:12:58,867,161,311,241,Positive,0.996732
109459,1:12:58,932,170,287,165,Positive,0.99432087
109460,1:12:58,795,347,203,309,Negative,0.53319293
109462,1:12:58,970,179,193,102,Negative,0.80910224
109462,1:12:58,725,140,154,146,Positive,0.7688198
109464,1:12:58,780,39,332,199,Negative,0.72080266
109888,1:13:15,732,281,229,212,Negative,0.5462966
109889,1:13:15,735,181,321,219,Positive,0.8565209
109890,1:13:15,736,325,168,191,Positive,0.6221951
109891,1:13:15,748,322,159,178,Positive,0.78502226
109907,1:13:16,883,79,95,135,Positive,0.97023475
109908,1:13:16,911,83,113,116,Positive,0.911696
109909,1:13:16,774,210,130,74,Negative,0.9999777
109909,1:13:16,907,97,262,149,Positive,0.99921465
109910,1:13:16,682,71,452,424,Positive,0.9999994
109911,1:13:16,761,0,581,410,Positive,0.99596727
109912,1:13:16,790,69,399,445,Positive,0.51319236
109913,1:13:16,1004,193,418,276,Positive,0.99624544
109913,1:13:16,828,141,303,94,Negative,0.8417456
109914,1:13:16,904,215,505,376,Negative,0.88406724
114444,1:16:17,400,507,213,369,Negative,0.5614116
114445,1:16:17,395,353,367,358,Positive,0.8197036
114446,1:16:17,419,333,324,486,Positive,0.83430797
114447,1:16:17,561,234,444,358,Positive,0.8449639
114448,1:16:17,634,248,383,254,Positive,0.92417204
114449,1:16:17,652,195,416,519,Positive,0.73697513
114450,1:16:18,607,119,408,578,Positive,0.999998
114451,1:16:18,745,123,401,247,Positive,0.91570884
114452,1:16:18,793,111,384,369,Positive,0.99984086
114453,1:16:18,798,117,249,238,Positive,0.9894713
114810,1:16:32,758,169,357,285,Positive,0.96319467
114812,1:16:32,739,33,628,445,Positive,0.7531777
114813,1:16:32,742,133,581,506,Positive,0.6800513
114814,1:16:32,774,286,434,506,Positive,0.8600195
117375,1:18:15,511,433,287,260,Negative,0.75873274
117376,1:18:15,618,401,289,291,Negative,0.63697714
117377,1:18:15,667,267,421,377,Negative,0.5286672
117378,1:18:15,635,142,543,479,Positive,0.996974
117380,1:18:15,656,13,453,455,Positive,0.99999547
117381,1:18:15,761,123,334,197,Negative,0.8183816
117382,1:18:15,718,139,361,266,Negative,0.70747423
117760,1:18:30,922,148,145,90,Positive,0.966422
117761,1:18:30,727,155,341,323,Positive,0.9955735
117762,1:18:30,721,164,318,400,Positive,0.9999441
117763,1:18:30,744,167,542,460,Positive,0.63154125
117764,1:18:30,750,189,472,530,Negative,0.6646432
118446,1:18:57,469,543,177,564,Negative,0.517679
118466,1:18:58,1098,447,273,182,Positive,0.90791076
118467,1:18:58,1042,408,312,238,Negative,0.76383877
118468,1:18:58,881,336,364,282,Positive,0.73911774
118470,1:18:58,712,241,353,348,Positive,0.99934024
118471,1:18:58,681,191,332,413,Positive,0.9542088
118472,1:18:58,693,83,372,325,Positive,0.99972075
118473,1:18:58,683,110,340,327,Positive,0.9996581
118474,1:18:58,590,12,450,401,Positive,0.9999645
118475,1:18:59,601,89,371,368,Positive,0.9895175
118476,1:18:59,650,50,454,333,Positive,0.9851879
118477,1:18:59,903,93,106,95,Positive,0.5156498
118478,1:18:59,924,83,337,198,Negative,0.531577
118479,1:18:59,897,93,324,339,Positive,0.9773323
118482,1:18:59,904,105,198,206,Positive,0.8715807
118486,1:18:59,865,361,149,196,Positive,0.91406614
118493,1:18:59,880,330,105,92,Positive,0.5889088
118539,1:19:01,740,253,283,325,Positive,0.8825869
118540,1:19:01,655,211,377,557,Positive,0.75510174
118541,1:19:01,674,169,438,494,Positive,0.99218154
118542,1:19:01,731,205,469,366,Positive,0.92744774
118543,1:19:01,751,182,426,388,Positive,0.9992405
118544,1:19:01,850,172,437,208,Positive,0.8500292
118545,1:19:01,842,225,394,254,Positive,0.99602723
118546,1:19:01,849,292,146,115,Positive,0.6143303
118549,1:19:01,980,160,161,137,Positive,0.99953616
118550,1:19:02,775,143,202,387,Positive,0.96945447
118551,1:19:02,888,151,351,163,Positive,0.9917951
118552,1:19:02,711,130,388,316,Positive,0.9765237
118553,1:19:02,709,155,363,377,Positive,0.8916053
118580,1:19:03,685,118,378,349,Positive,0.7937657
118581,1:19:03,678,0,470,511,Positive,0.99964213
118582,1:19:03,815,92,359,302,Positive,0.99986446
118582,1:19:03,692,112,325,204,Positive,0.81405634
118583,1:19:03,713,87,258,315,Positive,1.0
118584,1:19:03,688,115,326,332,Positive,0.9999709
118585,1:19:03,760,124,343,322,Positive,0.9824582
118586,1:19:03,695,135,281,298,Positive,0.9389736
118587,1:19:03,670,298,253,263,Positive,0.99865997
118587,1:19:03,690,25,176,192,Negative,0.6529882
118588,1:19:03,640,29,526,522,Positive,1.0
118589,1:19:03,654,207,411,562,Positive,0.98246336
118590,1:19:03,710,124,566,340,Positive,0.97250485
118591,1:19:03,770,170,531,374,Positive,0.9123022
118592,1:19:03,925,530,190,293,Positive,0.8068599
118680,1:19:07,766,509,211,514,Positive,0.6149316
118681,1:19:07,793,385,321,330,Positive,0.8893435
118682,1:19:07,800,346,357,254,Positive,0.97792405
118683,1:19:07,788,265,362,259,Positive,0.9037152
118684,1:19:07,721,187,406,306,Positive,0.7024679
118685,1:19:07,660,5,478,492,Positive,0.9997818
118686,1:19:07,710,108,350,290,Positive,0.99999297
118687,1:19:07,730,112,311,282,Positive,0.999877
118688,1:19:07,688,293,105,110,Negative,0.6423777
118688,1:19:07,870,13,287,170,Negative,0.60452235
118690,1:19:07,371,0,664,739,Positive,0.9972408
118691,1:19:07,903,106,614,377,Positive,0.99820065
118691,1:19:07,729,147,199,97,Negative,0.9421405
118699,1:19:07,810,339,142,137,Positive,0.9670884
118700,1:19:08,654,201,320,468,Negative,0.5322652
118704,1:19:08,943,303,107,149,Positive,0.69974834
118705,1:19:08,860,363,131,140,Negative,0.9350046
118801,1:19:12,707,164,383,459,Positive,0.9358047
118802,1:19:12,712,209,319,453,Positive,0.8436473
118803,1:19:12,729,127,519,359,Positive,0.842417
118804,1:19:12,757,145,413,314,Positive,0.99505335
118805,1:19:12,765,383,321,368,Positive,0.70638543
118805,1:19:12,861,123,156,201,Positive,0.97423583
118806,1:19:12,959,409,155,192,Negative,0.71497774
118806,1:19:12,939,167,126,125,Negative,0.9498524
119055,1:19:22,877,118,113,116,Positive,0.5370735
119056,1:19:22,897,117,158,137,Positive,0.9968258
119057,1:19:22,724,56,438,215,Positive,0.99856395
119057,1:19:22,912,60,429,273,Positive,0.9976528
119058,1:19:22,930,114,231,317,Positive,0.65592533
119059,1:19:22,967,535,163,172,Positive,0.5992898
119059,1:19:22,936,133,295,344,Positive,0.6071249
121494,1:20:59,1109,0,238,162,Negative,0.91005117
121495,1:20:59,1048,34,377,232,Negative,0.9087785
121496,1:20:59,970,132,428,211,Negative,0.6141434
121497,1:20:59,916,183,410,199,Positive,0.9991709
121498,1:20:59,821,187,402,262,Positive,0.99990034
121499,1:20:59,659,126,440,515,Positive,0.9766832
121500,1:21:00,660,118,403,616,Positive,0.9997385
121501,1:21:00,777,114,389,263,Positive,0.9965281
121502,1:21:00,786,163,333,182,Positive,0.96931744
121743,1:21:09,780,332,160,134,Positive,0.9000329
